simulation_id,strategy_id,strategy,rank,adaptive_learning_value,winner
2475,AM002,Institutional After-Action Learning System,4,7.10748,Adaptive Governance Decision-Trigger Framework
2475,AM001,Ecological Monitoring and Threshold Review,5,6.96608,Adaptive Governance Decision-Trigger Framework
2475,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.72824,Adaptive Governance Decision-Trigger Framework
2476,AM005,Adaptive Governance Decision-Trigger Framework,1,7.57098,Adaptive Governance Decision-Trigger Framework
2476,AM003,Community Knowledge and Early Warning Network,2,7.1187,Adaptive Governance Decision-Trigger Framework
2476,AM001,Ecological Monitoring and Threshold Review,3,7.09859,Adaptive Governance Decision-Trigger Framework
2476,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.05625,Adaptive Governance Decision-Trigger Framework
2476,AM002,Institutional After-Action Learning System,5,6.9817,Adaptive Governance Decision-Trigger Framework
2476,AM004,Infrastructure Memory and Maintenance Analytics,6,6.92007,Adaptive Governance Decision-Trigger Framework
2477,AM003,Community Knowledge and Early Warning Network,1,7.82776,Community Knowledge and Early Warning Network
2477,AM005,Adaptive Governance Decision-Trigger Framework,2,7.71122,Community Knowledge and Early Warning Network
2477,AM002,Institutional After-Action Learning System,3,7.16232,Community Knowledge and Early Warning Network
2477,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.15259,Community Knowledge and Early Warning Network
2477,AM004,Infrastructure Memory and Maintenance Analytics,5,7.00221,Community Knowledge and Early Warning Network
2477,AM001,Ecological Monitoring and Threshold Review,6,6.80716,Community Knowledge and Early Warning Network
2478,AM005,Adaptive Governance Decision-Trigger Framework,1,7.95033,Adaptive Governance Decision-Trigger Framework
2478,AM003,Community Knowledge and Early Warning Network,2,7.20857,Adaptive Governance Decision-Trigger Framework
2478,AM002,Institutional After-Action Learning System,3,6.99041,Adaptive Governance Decision-Trigger Framework
2478,AM004,Infrastructure Memory and Maintenance Analytics,4,6.86909,Adaptive Governance Decision-Trigger Framework
2478,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.80582,Adaptive Governance Decision-Trigger Framework
2478,AM001,Ecological Monitoring and Threshold Review,6,6.69179,Adaptive Governance Decision-Trigger Framework
2479,AM005,Adaptive Governance Decision-Trigger Framework,1,7.76005,Adaptive Governance Decision-Trigger Framework
2479,AM004,Infrastructure Memory and Maintenance Analytics,2,7.40444,Adaptive Governance Decision-Trigger Framework
2479,AM002,Institutional After-Action Learning System,3,7.37108,Adaptive Governance Decision-Trigger Framework
2479,AM001,Ecological Monitoring and Threshold Review,4,7.24745,Adaptive Governance Decision-Trigger Framework
2479,AM003,Community Knowledge and Early Warning Network,5,7.22365,Adaptive Governance Decision-Trigger Framework
2479,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.14618,Adaptive Governance Decision-Trigger Framework
2480,AM005,Adaptive Governance Decision-Trigger Framework,1,7.61279,Adaptive Governance Decision-Trigger Framework
2480,AM003,Community Knowledge and Early Warning Network,2,7.42189,Adaptive Governance Decision-Trigger Framework
2480,AM004,Infrastructure Memory and Maintenance Analytics,3,7.29469,Adaptive Governance Decision-Trigger Framework
2480,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.14141,Adaptive Governance Decision-Trigger Framework
2480,AM001,Ecological Monitoring and Threshold Review,5,7.07372,Adaptive Governance Decision-Trigger Framework
2480,AM002,Institutional After-Action Learning System,6,6.71798,Adaptive Governance Decision-Trigger Framework
2481,AM005,Adaptive Governance Decision-Trigger Framework,1,7.64194,Adaptive Governance Decision-Trigger Framework
2481,AM002,Institutional After-Action Learning System,2,7.50631,Adaptive Governance Decision-Trigger Framework
2481,AM003,Community Knowledge and Early Warning Network,3,7.4898,Adaptive Governance Decision-Trigger Framework
2481,AM004,Infrastructure Memory and Maintenance Analytics,4,7.05059,Adaptive Governance Decision-Trigger Framework
2481,AM001,Ecological Monitoring and Threshold Review,5,6.80372,Adaptive Governance Decision-Trigger Framework
2481,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.76722,Adaptive Governance Decision-Trigger Framework
2482,AM005,Adaptive Governance Decision-Trigger Framework,1,7.39263,Adaptive Governance Decision-Trigger Framework
2482,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.26797,Adaptive Governance Decision-Trigger Framework
2482,AM003,Community Knowledge and Early Warning Network,3,7.24554,Adaptive Governance Decision-Trigger Framework
2482,AM002,Institutional After-Action Learning System,4,7.02501,Adaptive Governance Decision-Trigger Framework
2482,AM004,Infrastructure Memory and Maintenance Analytics,5,6.99396,Adaptive Governance Decision-Trigger Framework
2482,AM001,Ecological Monitoring and Threshold Review,6,6.88564,Adaptive Governance Decision-Trigger Framework
2483,AM003,Community Knowledge and Early Warning Network,1,7.4465,Community Knowledge and Early Warning Network
2483,AM002,Institutional After-Action Learning System,2,7.3794,Community Knowledge and Early Warning Network
2483,AM005,Adaptive Governance Decision-Trigger Framework,3,7.08068,Community Knowledge and Early Warning Network
2483,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.01387,Community Knowledge and Early Warning Network
2483,AM004,Infrastructure Memory and Maintenance Analytics,5,6.8766,Community Knowledge and Early Warning Network
2483,AM001,Ecological Monitoring and Threshold Review,6,6.79769,Community Knowledge and Early Warning Network
2484,AM005,Adaptive Governance Decision-Trigger Framework,1,7.61749,Adaptive Governance Decision-Trigger Framework
2484,AM001,Ecological Monitoring and Threshold Review,2,7.35902,Adaptive Governance Decision-Trigger Framework
2484,AM002,Institutional After-Action Learning System,3,7.34048,Adaptive Governance Decision-Trigger Framework
2484,AM003,Community Knowledge and Early Warning Network,4,7.2508,Adaptive Governance Decision-Trigger Framework
2484,AM004,Infrastructure Memory and Maintenance Analytics,5,7.2424,Adaptive Governance Decision-Trigger Framework
2484,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.97474,Adaptive Governance Decision-Trigger Framework
2485,AM005,Adaptive Governance Decision-Trigger Framework,1,7.57675,Adaptive Governance Decision-Trigger Framework
2485,AM003,Community Knowledge and Early Warning Network,2,7.2035,Adaptive Governance Decision-Trigger Framework
2485,AM004,Infrastructure Memory and Maintenance Analytics,3,7.07638,Adaptive Governance Decision-Trigger Framework
2485,AM001,Ecological Monitoring and Threshold Review,4,6.75373,Adaptive Governance Decision-Trigger Framework
2485,AM002,Institutional After-Action Learning System,5,6.63295,Adaptive Governance Decision-Trigger Framework
2485,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.63233,Adaptive Governance Decision-Trigger Framework
2486,AM005,Adaptive Governance Decision-Trigger Framework,1,7.36805,Adaptive Governance Decision-Trigger Framework
2486,AM003,Community Knowledge and Early Warning Network,2,7.34257,Adaptive Governance Decision-Trigger Framework
2486,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.25655,Adaptive Governance Decision-Trigger Framework
2486,AM004,Infrastructure Memory and Maintenance Analytics,4,7.15605,Adaptive Governance Decision-Trigger Framework
2486,AM001,Ecological Monitoring and Threshold Review,5,6.9142,Adaptive Governance Decision-Trigger Framework
2486,AM002,Institutional After-Action Learning System,6,6.86223,Adaptive Governance Decision-Trigger Framework
2487,AM001,Ecological Monitoring and Threshold Review,1,7.64152,Ecological Monitoring and Threshold Review
2487,AM004,Infrastructure Memory and Maintenance Analytics,2,7.51,Ecological Monitoring and Threshold Review
2487,AM003,Community Knowledge and Early Warning Network,3,7.41924,Ecological Monitoring and Threshold Review
2487,AM005,Adaptive Governance Decision-Trigger Framework,4,7.22474,Ecological Monitoring and Threshold Review
2487,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.95912,Ecological Monitoring and Threshold Review
2487,AM002,Institutional After-Action Learning System,6,6.88329,Ecological Monitoring and Threshold Review
2488,AM005,Adaptive Governance Decision-Trigger Framework,1,7.48055,Adaptive Governance Decision-Trigger Framework
2488,AM004,Infrastructure Memory and Maintenance Analytics,2,7.26544,Adaptive Governance Decision-Trigger Framework
2488,AM003,Community Knowledge and Early Warning Network,3,7.23937,Adaptive Governance Decision-Trigger Framework
2488,AM001,Ecological Monitoring and Threshold Review,4,7.20021,Adaptive Governance Decision-Trigger Framework
2488,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.02431,Adaptive Governance Decision-Trigger Framework
2488,AM002,Institutional After-Action Learning System,6,6.89696,Adaptive Governance Decision-Trigger Framework
2489,AM003,Community Knowledge and Early Warning Network,1,7.69152,Community Knowledge and Early Warning Network
2489,AM002,Institutional After-Action Learning System,2,7.47661,Community Knowledge and Early Warning Network
2489,AM004,Infrastructure Memory and Maintenance Analytics,3,7.17861,Community Knowledge and Early Warning Network
2489,AM001,Ecological Monitoring and Threshold Review,4,7.17738,Community Knowledge and Early Warning Network
2489,AM005,Adaptive Governance Decision-Trigger Framework,5,7.04537,Community Knowledge and Early Warning Network
2489,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.86338,Community Knowledge and Early Warning Network
2490,AM002,Institutional After-Action Learning System,1,7.68978,Institutional After-Action Learning System
2490,AM003,Community Knowledge and Early Warning Network,2,7.54508,Institutional After-Action Learning System
2490,AM005,Adaptive Governance Decision-Trigger Framework,3,7.54266,Institutional After-Action Learning System
2490,AM004,Infrastructure Memory and Maintenance Analytics,4,7.45404,Institutional After-Action Learning System
2490,AM001,Ecological Monitoring and Threshold Review,5,6.96526,Institutional After-Action Learning System
2490,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.93255,Institutional After-Action Learning System
2491,AM003,Community Knowledge and Early Warning Network,1,7.39758,Community Knowledge and Early Warning Network
2491,AM002,Institutional After-Action Learning System,2,7.39132,Community Knowledge and Early Warning Network
2491,AM005,Adaptive Governance Decision-Trigger Framework,3,7.32227,Community Knowledge and Early Warning Network
2491,AM004,Infrastructure Memory and Maintenance Analytics,4,7.22453,Community Knowledge and Early Warning Network
2491,AM001,Ecological Monitoring and Threshold Review,5,6.75222,Community Knowledge and Early Warning Network
2491,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.64488,Community Knowledge and Early Warning Network
2492,AM002,Institutional After-Action Learning System,1,7.57395,Institutional After-Action Learning System
2492,AM005,Adaptive Governance Decision-Trigger Framework,2,7.44561,Institutional After-Action Learning System
2492,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.23559,Institutional After-Action Learning System
2492,AM003,Community Knowledge and Early Warning Network,4,7.15378,Institutional After-Action Learning System
2492,AM004,Infrastructure Memory and Maintenance Analytics,5,7.03035,Institutional After-Action Learning System
2492,AM001,Ecological Monitoring and Threshold Review,6,6.83977,Institutional After-Action Learning System
2493,AM005,Adaptive Governance Decision-Trigger Framework,1,7.58534,Adaptive Governance Decision-Trigger Framework
2493,AM004,Infrastructure Memory and Maintenance Analytics,2,7.20777,Adaptive Governance Decision-Trigger Framework
2493,AM003,Community Knowledge and Early Warning Network,3,7.20323,Adaptive Governance Decision-Trigger Framework
2493,AM001,Ecological Monitoring and Threshold Review,4,7.17972,Adaptive Governance Decision-Trigger Framework
2493,AM002,Institutional After-Action Learning System,5,7.15643,Adaptive Governance Decision-Trigger Framework
2493,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.01786,Adaptive Governance Decision-Trigger Framework
2494,AM005,Adaptive Governance Decision-Trigger Framework,1,7.69312,Adaptive Governance Decision-Trigger Framework
2494,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.52275,Adaptive Governance Decision-Trigger Framework
2494,AM003,Community Knowledge and Early Warning Network,3,7.06229,Adaptive Governance Decision-Trigger Framework
2494,AM004,Infrastructure Memory and Maintenance Analytics,4,6.97614,Adaptive Governance Decision-Trigger Framework
2494,AM002,Institutional After-Action Learning System,5,6.94408,Adaptive Governance Decision-Trigger Framework
2494,AM001,Ecological Monitoring and Threshold Review,6,6.89425,Adaptive Governance Decision-Trigger Framework
2495,AM005,Adaptive Governance Decision-Trigger Framework,1,7.68356,Adaptive Governance Decision-Trigger Framework
2495,AM003,Community Knowledge and Early Warning Network,2,7.61181,Adaptive Governance Decision-Trigger Framework
2495,AM002,Institutional After-Action Learning System,3,7.46745,Adaptive Governance Decision-Trigger Framework
