simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
2692,SS001,Cash Reserves and Liquidity Buffer,6,6.7885,Adaptive Governance and Emergency Decision Space
2693,SS002,Workforce Depth and Recovery Time,1,7.57782,Workforce Depth and Recovery Time
2693,SS004,Knowledge Architecture and Institutional Memory,2,7.52841,Workforce Depth and Recovery Time
2693,SS005,Supplier and Partner Optionality,3,7.43881,Workforce Depth and Recovery Time
2693,SS006,Adaptive Governance and Emergency Decision Space,4,7.23571,Workforce Depth and Recovery Time
2693,SS003,Critical Operations Redundancy,5,7.22506,Workforce Depth and Recovery Time
2693,SS001,Cash Reserves and Liquidity Buffer,6,7.08039,Workforce Depth and Recovery Time
2694,SS006,Adaptive Governance and Emergency Decision Space,1,7.71626,Adaptive Governance and Emergency Decision Space
2694,SS005,Supplier and Partner Optionality,2,7.48688,Adaptive Governance and Emergency Decision Space
2694,SS003,Critical Operations Redundancy,3,7.29784,Adaptive Governance and Emergency Decision Space
2694,SS002,Workforce Depth and Recovery Time,4,7.27531,Adaptive Governance and Emergency Decision Space
2694,SS001,Cash Reserves and Liquidity Buffer,5,7.1361,Adaptive Governance and Emergency Decision Space
2694,SS004,Knowledge Architecture and Institutional Memory,6,7.04829,Adaptive Governance and Emergency Decision Space
2695,SS006,Adaptive Governance and Emergency Decision Space,1,7.68437,Adaptive Governance and Emergency Decision Space
2695,SS002,Workforce Depth and Recovery Time,2,7.52777,Adaptive Governance and Emergency Decision Space
2695,SS005,Supplier and Partner Optionality,3,7.34741,Adaptive Governance and Emergency Decision Space
2695,SS004,Knowledge Architecture and Institutional Memory,4,7.2302,Adaptive Governance and Emergency Decision Space
2695,SS003,Critical Operations Redundancy,5,7.05884,Adaptive Governance and Emergency Decision Space
2695,SS001,Cash Reserves and Liquidity Buffer,6,6.70972,Adaptive Governance and Emergency Decision Space
2696,SS003,Critical Operations Redundancy,1,7.7504,Critical Operations Redundancy
2696,SS002,Workforce Depth and Recovery Time,2,7.63204,Critical Operations Redundancy
2696,SS005,Supplier and Partner Optionality,3,7.38968,Critical Operations Redundancy
2696,SS006,Adaptive Governance and Emergency Decision Space,4,7.30235,Critical Operations Redundancy
2696,SS001,Cash Reserves and Liquidity Buffer,5,7.222,Critical Operations Redundancy
2696,SS004,Knowledge Architecture and Institutional Memory,6,7.17738,Critical Operations Redundancy
2697,SS006,Adaptive Governance and Emergency Decision Space,1,7.49239,Adaptive Governance and Emergency Decision Space
2697,SS003,Critical Operations Redundancy,2,7.43122,Adaptive Governance and Emergency Decision Space
2697,SS004,Knowledge Architecture and Institutional Memory,3,7.39198,Adaptive Governance and Emergency Decision Space
2697,SS002,Workforce Depth and Recovery Time,4,7.11804,Adaptive Governance and Emergency Decision Space
2697,SS005,Supplier and Partner Optionality,5,6.95623,Adaptive Governance and Emergency Decision Space
2697,SS001,Cash Reserves and Liquidity Buffer,6,6.83896,Adaptive Governance and Emergency Decision Space
2698,SS005,Supplier and Partner Optionality,1,7.71857,Supplier and Partner Optionality
2698,SS006,Adaptive Governance and Emergency Decision Space,2,7.38561,Supplier and Partner Optionality
2698,SS003,Critical Operations Redundancy,3,7.28978,Supplier and Partner Optionality
2698,SS002,Workforce Depth and Recovery Time,4,7.01058,Supplier and Partner Optionality
2698,SS001,Cash Reserves and Liquidity Buffer,5,6.73071,Supplier and Partner Optionality
2698,SS004,Knowledge Architecture and Institutional Memory,6,6.7239,Supplier and Partner Optionality
2699,SS002,Workforce Depth and Recovery Time,1,7.78777,Workforce Depth and Recovery Time
2699,SS004,Knowledge Architecture and Institutional Memory,2,7.4138,Workforce Depth and Recovery Time
2699,SS003,Critical Operations Redundancy,3,7.36199,Workforce Depth and Recovery Time
2699,SS005,Supplier and Partner Optionality,4,7.32819,Workforce Depth and Recovery Time
2699,SS006,Adaptive Governance and Emergency Decision Space,5,7.26498,Workforce Depth and Recovery Time
2699,SS001,Cash Reserves and Liquidity Buffer,6,6.66384,Workforce Depth and Recovery Time
2700,SS004,Knowledge Architecture and Institutional Memory,1,7.54395,Knowledge Architecture and Institutional Memory
2700,SS002,Workforce Depth and Recovery Time,2,7.54271,Knowledge Architecture and Institutional Memory
2700,SS006,Adaptive Governance and Emergency Decision Space,3,7.52934,Knowledge Architecture and Institutional Memory
2700,SS003,Critical Operations Redundancy,4,7.39764,Knowledge Architecture and Institutional Memory
2700,SS005,Supplier and Partner Optionality,5,7.36601,Knowledge Architecture and Institutional Memory
2700,SS001,Cash Reserves and Liquidity Buffer,6,7.29315,Knowledge Architecture and Institutional Memory
2701,SS006,Adaptive Governance and Emergency Decision Space,1,7.60421,Adaptive Governance and Emergency Decision Space
2701,SS004,Knowledge Architecture and Institutional Memory,2,7.41999,Adaptive Governance and Emergency Decision Space
2701,SS005,Supplier and Partner Optionality,3,7.29136,Adaptive Governance and Emergency Decision Space
2701,SS003,Critical Operations Redundancy,4,7.22862,Adaptive Governance and Emergency Decision Space
2701,SS002,Workforce Depth and Recovery Time,5,7.07635,Adaptive Governance and Emergency Decision Space
2701,SS001,Cash Reserves and Liquidity Buffer,6,6.78835,Adaptive Governance and Emergency Decision Space
2702,SS002,Workforce Depth and Recovery Time,1,7.56689,Workforce Depth and Recovery Time
2702,SS006,Adaptive Governance and Emergency Decision Space,2,7.55412,Workforce Depth and Recovery Time
2702,SS005,Supplier and Partner Optionality,3,7.44849,Workforce Depth and Recovery Time
2702,SS003,Critical Operations Redundancy,4,7.31726,Workforce Depth and Recovery Time
2702,SS001,Cash Reserves and Liquidity Buffer,5,7.28579,Workforce Depth and Recovery Time
2702,SS004,Knowledge Architecture and Institutional Memory,6,7.2041,Workforce Depth and Recovery Time
2703,SS002,Workforce Depth and Recovery Time,1,7.43419,Workforce Depth and Recovery Time
2703,SS006,Adaptive Governance and Emergency Decision Space,2,7.40249,Workforce Depth and Recovery Time
2703,SS004,Knowledge Architecture and Institutional Memory,3,7.3882,Workforce Depth and Recovery Time
2703,SS003,Critical Operations Redundancy,4,7.33581,Workforce Depth and Recovery Time
2703,SS005,Supplier and Partner Optionality,5,7.2986,Workforce Depth and Recovery Time
2703,SS001,Cash Reserves and Liquidity Buffer,6,6.8291,Workforce Depth and Recovery Time
2704,SS002,Workforce Depth and Recovery Time,1,7.73303,Workforce Depth and Recovery Time
2704,SS006,Adaptive Governance and Emergency Decision Space,2,7.67891,Workforce Depth and Recovery Time
2704,SS005,Supplier and Partner Optionality,3,7.43806,Workforce Depth and Recovery Time
2704,SS003,Critical Operations Redundancy,4,7.17724,Workforce Depth and Recovery Time
2704,SS004,Knowledge Architecture and Institutional Memory,5,6.9965,Workforce Depth and Recovery Time
2704,SS001,Cash Reserves and Liquidity Buffer,6,6.52407,Workforce Depth and Recovery Time
2705,SS004,Knowledge Architecture and Institutional Memory,1,7.56177,Knowledge Architecture and Institutional Memory
2705,SS006,Adaptive Governance and Emergency Decision Space,2,7.42431,Knowledge Architecture and Institutional Memory
2705,SS003,Critical Operations Redundancy,3,7.42357,Knowledge Architecture and Institutional Memory
2705,SS002,Workforce Depth and Recovery Time,4,7.33608,Knowledge Architecture and Institutional Memory
2705,SS005,Supplier and Partner Optionality,5,7.31719,Knowledge Architecture and Institutional Memory
2705,SS001,Cash Reserves and Liquidity Buffer,6,6.7755,Knowledge Architecture and Institutional Memory
2706,SS005,Supplier and Partner Optionality,1,7.56385,Supplier and Partner Optionality
2706,SS006,Adaptive Governance and Emergency Decision Space,2,7.36535,Supplier and Partner Optionality
2706,SS002,Workforce Depth and Recovery Time,3,7.3642,Supplier and Partner Optionality
2706,SS003,Critical Operations Redundancy,4,7.14768,Supplier and Partner Optionality
2706,SS001,Cash Reserves and Liquidity Buffer,5,7.08691,Supplier and Partner Optionality
2706,SS004,Knowledge Architecture and Institutional Memory,6,6.95536,Supplier and Partner Optionality
2707,SS005,Supplier and Partner Optionality,1,7.38217,Supplier and Partner Optionality
2707,SS002,Workforce Depth and Recovery Time,2,7.35926,Supplier and Partner Optionality
2707,SS004,Knowledge Architecture and Institutional Memory,3,7.28352,Supplier and Partner Optionality
2707,SS003,Critical Operations Redundancy,4,7.16665,Supplier and Partner Optionality
2707,SS006,Adaptive Governance and Emergency Decision Space,5,7.14188,Supplier and Partner Optionality
2707,SS001,Cash Reserves and Liquidity Buffer,6,6.9637,Supplier and Partner Optionality
2708,SS006,Adaptive Governance and Emergency Decision Space,1,7.92762,Adaptive Governance and Emergency Decision Space
2708,SS002,Workforce Depth and Recovery Time,2,7.55571,Adaptive Governance and Emergency Decision Space
2708,SS005,Supplier and Partner Optionality,3,7.34203,Adaptive Governance and Emergency Decision Space
2708,SS004,Knowledge Architecture and Institutional Memory,4,7.26682,Adaptive Governance and Emergency Decision Space
2708,SS003,Critical Operations Redundancy,5,6.94457,Adaptive Governance and Emergency Decision Space
2708,SS001,Cash Reserves and Liquidity Buffer,6,6.72436,Adaptive Governance and Emergency Decision Space
2709,SS006,Adaptive Governance and Emergency Decision Space,1,7.78061,Adaptive Governance and Emergency Decision Space
2709,SS002,Workforce Depth and Recovery Time,2,7.73833,Adaptive Governance and Emergency Decision Space
2709,SS003,Critical Operations Redundancy,3,7.339,Adaptive Governance and Emergency Decision Space
2709,SS004,Knowledge Architecture and Institutional Memory,4,7.16687,Adaptive Governance and Emergency Decision Space
2709,SS005,Supplier and Partner Optionality,5,6.95318,Adaptive Governance and Emergency Decision Space
2709,SS001,Cash Reserves and Liquidity Buffer,6,6.72208,Adaptive Governance and Emergency Decision Space
2710,SS006,Adaptive Governance and Emergency Decision Space,1,7.41406,Adaptive Governance and Emergency Decision Space
2710,SS003,Critical Operations Redundancy,2,7.35422,Adaptive Governance and Emergency Decision Space
2710,SS005,Supplier and Partner Optionality,3,7.29376,Adaptive Governance and Emergency Decision Space
2710,SS004,Knowledge Architecture and Institutional Memory,4,7.26857,Adaptive Governance and Emergency Decision Space
2710,SS002,Workforce Depth and Recovery Time,5,7.26349,Adaptive Governance and Emergency Decision Space
2710,SS001,Cash Reserves and Liquidity Buffer,6,6.94484,Adaptive Governance and Emergency Decision Space
2711,SS006,Adaptive Governance and Emergency Decision Space,1,7.40843,Adaptive Governance and Emergency Decision Space
2711,SS002,Workforce Depth and Recovery Time,2,7.40503,Adaptive Governance and Emergency Decision Space
2711,SS004,Knowledge Architecture and Institutional Memory,3,7.24081,Adaptive Governance and Emergency Decision Space
2711,SS005,Supplier and Partner Optionality,4,7.03467,Adaptive Governance and Emergency Decision Space
2711,SS003,Critical Operations Redundancy,5,6.96591,Adaptive Governance and Emergency Decision Space
2711,SS001,Cash Reserves and Liquidity Buffer,6,6.82195,Adaptive Governance and Emergency Decision Space
2712,SS005,Supplier and Partner Optionality,1,7.85389,Supplier and Partner Optionality
2712,SS006,Adaptive Governance and Emergency Decision Space,2,7.77307,Supplier and Partner Optionality
2712,SS003,Critical Operations Redundancy,3,7.1681,Supplier and Partner Optionality
2712,SS002,Workforce Depth and Recovery Time,4,7.15076,Supplier and Partner Optionality
2712,SS004,Knowledge Architecture and Institutional Memory,5,7.12257,Supplier and Partner Optionality
2712,SS001,Cash Reserves and Liquidity Buffer,6,7.05859,Supplier and Partner Optionality
2713,SS006,Adaptive Governance and Emergency Decision Space,1,7.718,Adaptive Governance and Emergency Decision Space
2713,SS004,Knowledge Architecture and Institutional Memory,2,7.62982,Adaptive Governance and Emergency Decision Space
2713,SS002,Workforce Depth and Recovery Time,3,7.4789,Adaptive Governance and Emergency Decision Space
2713,SS005,Supplier and Partner Optionality,4,7.17871,Adaptive Governance and Emergency Decision Space
2713,SS001,Cash Reserves and Liquidity Buffer,5,6.96322,Adaptive Governance and Emergency Decision Space
2713,SS003,Critical Operations Redundancy,6,6.81791,Adaptive Governance and Emergency Decision Space
2714,SS002,Workforce Depth and Recovery Time,1,7.54325,Workforce Depth and Recovery Time
2714,SS004,Knowledge Architecture and Institutional Memory,2,7.33156,Workforce Depth and Recovery Time
2714,SS005,Supplier and Partner Optionality,3,7.31086,Workforce Depth and Recovery Time
2714,SS003,Critical Operations Redundancy,4,7.31047,Workforce Depth and Recovery Time
2714,SS006,Adaptive Governance and Emergency Decision Space,5,7.21331,Workforce Depth and Recovery Time
2714,SS001,Cash Reserves and Liquidity Buffer,6,6.74011,Workforce Depth and Recovery Time
2715,SS003,Critical Operations Redundancy,1,7.46395,Critical Operations Redundancy
2715,SS004,Knowledge Architecture and Institutional Memory,2,7.46369,Critical Operations Redundancy
2715,SS002,Workforce Depth and Recovery Time,3,7.35701,Critical Operations Redundancy
2715,SS005,Supplier and Partner Optionality,4,7.35449,Critical Operations Redundancy
2715,SS006,Adaptive Governance and Emergency Decision Space,5,7.18626,Critical Operations Redundancy
2715,SS001,Cash Reserves and Liquidity Buffer,6,6.58106,Critical Operations Redundancy
2716,SS005,Supplier and Partner Optionality,1,7.71977,Supplier and Partner Optionality
2716,SS004,Knowledge Architecture and Institutional Memory,2,7.65429,Supplier and Partner Optionality
2716,SS002,Workforce Depth and Recovery Time,3,7.50364,Supplier and Partner Optionality
2716,SS006,Adaptive Governance and Emergency Decision Space,4,7.4087,Supplier and Partner Optionality
