simulation_id,strategy_id,strategy,rank,adaptive_governance_value,winner
2757,AG005,Equity Accountability and Rights Safeguard,2,8.32034,Community Knowledge Co-Production Platform
2757,AG002,Polycentric Cross-Scale Coordination Forum,3,8.23887,Community Knowledge Co-Production Platform
2757,AG001,Adaptive Pathways and Decision Triggers,4,7.98039,Community Knowledge Co-Production Platform
2757,AG006,Responsible Policy Experimentation Portfolio,5,7.9686,Community Knowledge Co-Production Platform
2757,AG004,Monitoring Feedback and Learning System,6,7.75683,Community Knowledge Co-Production Platform
2758,AG002,Polycentric Cross-Scale Coordination Forum,1,8.46918,Polycentric Cross-Scale Coordination Forum
2758,AG003,Community Knowledge Co-Production Platform,2,8.3518,Polycentric Cross-Scale Coordination Forum
2758,AG001,Adaptive Pathways and Decision Triggers,3,8.28081,Polycentric Cross-Scale Coordination Forum
2758,AG005,Equity Accountability and Rights Safeguard,4,8.24796,Polycentric Cross-Scale Coordination Forum
2758,AG004,Monitoring Feedback and Learning System,5,8.06971,Polycentric Cross-Scale Coordination Forum
2758,AG006,Responsible Policy Experimentation Portfolio,6,8.01047,Polycentric Cross-Scale Coordination Forum
2759,AG004,Monitoring Feedback and Learning System,1,8.64221,Monitoring Feedback and Learning System
2759,AG005,Equity Accountability and Rights Safeguard,2,8.53818,Monitoring Feedback and Learning System
2759,AG001,Adaptive Pathways and Decision Triggers,3,8.30061,Monitoring Feedback and Learning System
2759,AG002,Polycentric Cross-Scale Coordination Forum,4,8.07762,Monitoring Feedback and Learning System
2759,AG003,Community Knowledge Co-Production Platform,5,8.02388,Monitoring Feedback and Learning System
2759,AG006,Responsible Policy Experimentation Portfolio,6,7.9242,Monitoring Feedback and Learning System
2760,AG004,Monitoring Feedback and Learning System,1,8.8858,Monitoring Feedback and Learning System
2760,AG005,Equity Accountability and Rights Safeguard,2,8.42827,Monitoring Feedback and Learning System
2760,AG003,Community Knowledge Co-Production Platform,3,8.37506,Monitoring Feedback and Learning System
2760,AG002,Polycentric Cross-Scale Coordination Forum,4,8.32328,Monitoring Feedback and Learning System
2760,AG001,Adaptive Pathways and Decision Triggers,5,7.94725,Monitoring Feedback and Learning System
2760,AG006,Responsible Policy Experimentation Portfolio,6,7.87828,Monitoring Feedback and Learning System
2761,AG004,Monitoring Feedback and Learning System,1,8.62009,Monitoring Feedback and Learning System
2761,AG003,Community Knowledge Co-Production Platform,2,8.37156,Monitoring Feedback and Learning System
2761,AG005,Equity Accountability and Rights Safeguard,3,8.31131,Monitoring Feedback and Learning System
2761,AG001,Adaptive Pathways and Decision Triggers,4,8.08478,Monitoring Feedback and Learning System
2761,AG002,Polycentric Cross-Scale Coordination Forum,5,7.88406,Monitoring Feedback and Learning System
2761,AG006,Responsible Policy Experimentation Portfolio,6,7.6663,Monitoring Feedback and Learning System
2762,AG005,Equity Accountability and Rights Safeguard,1,8.39438,Equity Accountability and Rights Safeguard
2762,AG002,Polycentric Cross-Scale Coordination Forum,2,8.29472,Equity Accountability and Rights Safeguard
2762,AG003,Community Knowledge Co-Production Platform,3,8.24447,Equity Accountability and Rights Safeguard
2762,AG006,Responsible Policy Experimentation Portfolio,4,8.17482,Equity Accountability and Rights Safeguard
2762,AG004,Monitoring Feedback and Learning System,5,8.11178,Equity Accountability and Rights Safeguard
2762,AG001,Adaptive Pathways and Decision Triggers,6,7.96643,Equity Accountability and Rights Safeguard
2763,AG004,Monitoring Feedback and Learning System,1,8.7662,Monitoring Feedback and Learning System
2763,AG003,Community Knowledge Co-Production Platform,2,8.39074,Monitoring Feedback and Learning System
2763,AG002,Polycentric Cross-Scale Coordination Forum,3,8.24964,Monitoring Feedback and Learning System
2763,AG005,Equity Accountability and Rights Safeguard,4,8.20792,Monitoring Feedback and Learning System
2763,AG006,Responsible Policy Experimentation Portfolio,5,8.13991,Monitoring Feedback and Learning System
2763,AG001,Adaptive Pathways and Decision Triggers,6,8.10666,Monitoring Feedback and Learning System
2764,AG005,Equity Accountability and Rights Safeguard,1,8.72388,Equity Accountability and Rights Safeguard
2764,AG004,Monitoring Feedback and Learning System,2,8.43473,Equity Accountability and Rights Safeguard
2764,AG001,Adaptive Pathways and Decision Triggers,3,8.28992,Equity Accountability and Rights Safeguard
2764,AG003,Community Knowledge Co-Production Platform,4,8.18259,Equity Accountability and Rights Safeguard
2764,AG002,Polycentric Cross-Scale Coordination Forum,5,7.95172,Equity Accountability and Rights Safeguard
2764,AG006,Responsible Policy Experimentation Portfolio,6,7.9069,Equity Accountability and Rights Safeguard
2765,AG003,Community Knowledge Co-Production Platform,1,8.43845,Community Knowledge Co-Production Platform
2765,AG001,Adaptive Pathways and Decision Triggers,2,8.3181,Community Knowledge Co-Production Platform
2765,AG006,Responsible Policy Experimentation Portfolio,3,8.26759,Community Knowledge Co-Production Platform
2765,AG004,Monitoring Feedback and Learning System,4,8.22136,Community Knowledge Co-Production Platform
2765,AG002,Polycentric Cross-Scale Coordination Forum,5,8.19781,Community Knowledge Co-Production Platform
2765,AG005,Equity Accountability and Rights Safeguard,6,8.1932,Community Knowledge Co-Production Platform
2766,AG005,Equity Accountability and Rights Safeguard,1,8.40549,Equity Accountability and Rights Safeguard
2766,AG002,Polycentric Cross-Scale Coordination Forum,2,8.31855,Equity Accountability and Rights Safeguard
2766,AG001,Adaptive Pathways and Decision Triggers,3,8.13143,Equity Accountability and Rights Safeguard
2766,AG006,Responsible Policy Experimentation Portfolio,4,8.12969,Equity Accountability and Rights Safeguard
2766,AG004,Monitoring Feedback and Learning System,5,8.08864,Equity Accountability and Rights Safeguard
2766,AG003,Community Knowledge Co-Production Platform,6,8.08426,Equity Accountability and Rights Safeguard
2767,AG003,Community Knowledge Co-Production Platform,1,8.49127,Community Knowledge Co-Production Platform
2767,AG006,Responsible Policy Experimentation Portfolio,2,8.41898,Community Knowledge Co-Production Platform
2767,AG005,Equity Accountability and Rights Safeguard,3,8.33035,Community Knowledge Co-Production Platform
2767,AG002,Polycentric Cross-Scale Coordination Forum,4,8.31394,Community Knowledge Co-Production Platform
2767,AG001,Adaptive Pathways and Decision Triggers,5,8.09525,Community Knowledge Co-Production Platform
2767,AG004,Monitoring Feedback and Learning System,6,7.80395,Community Knowledge Co-Production Platform
2768,AG004,Monitoring Feedback and Learning System,1,8.43099,Monitoring Feedback and Learning System
2768,AG003,Community Knowledge Co-Production Platform,2,8.35008,Monitoring Feedback and Learning System
2768,AG005,Equity Accountability and Rights Safeguard,3,8.28848,Monitoring Feedback and Learning System
2768,AG002,Polycentric Cross-Scale Coordination Forum,4,8.2394,Monitoring Feedback and Learning System
2768,AG006,Responsible Policy Experimentation Portfolio,5,8.04202,Monitoring Feedback and Learning System
2768,AG001,Adaptive Pathways and Decision Triggers,6,7.89075,Monitoring Feedback and Learning System
2769,AG003,Community Knowledge Co-Production Platform,1,8.74734,Community Knowledge Co-Production Platform
2769,AG001,Adaptive Pathways and Decision Triggers,2,8.21881,Community Knowledge Co-Production Platform
2769,AG002,Polycentric Cross-Scale Coordination Forum,3,8.18622,Community Knowledge Co-Production Platform
2769,AG004,Monitoring Feedback and Learning System,4,8.1746,Community Knowledge Co-Production Platform
2769,AG005,Equity Accountability and Rights Safeguard,5,8.17304,Community Knowledge Co-Production Platform
2769,AG006,Responsible Policy Experimentation Portfolio,6,7.95661,Community Knowledge Co-Production Platform
2770,AG005,Equity Accountability and Rights Safeguard,1,8.58175,Equity Accountability and Rights Safeguard
2770,AG003,Community Knowledge Co-Production Platform,2,8.55172,Equity Accountability and Rights Safeguard
2770,AG002,Polycentric Cross-Scale Coordination Forum,3,8.42282,Equity Accountability and Rights Safeguard
2770,AG004,Monitoring Feedback and Learning System,4,8.41524,Equity Accountability and Rights Safeguard
2770,AG006,Responsible Policy Experimentation Portfolio,5,8.30268,Equity Accountability and Rights Safeguard
2770,AG001,Adaptive Pathways and Decision Triggers,6,7.92001,Equity Accountability and Rights Safeguard
2771,AG003,Community Knowledge Co-Production Platform,1,8.55096,Community Knowledge Co-Production Platform
2771,AG005,Equity Accountability and Rights Safeguard,2,8.44047,Community Knowledge Co-Production Platform
2771,AG004,Monitoring Feedback and Learning System,3,8.38834,Community Knowledge Co-Production Platform
2771,AG002,Polycentric Cross-Scale Coordination Forum,4,8.26007,Community Knowledge Co-Production Platform
2771,AG001,Adaptive Pathways and Decision Triggers,5,8.05562,Community Knowledge Co-Production Platform
2771,AG006,Responsible Policy Experimentation Portfolio,6,7.75099,Community Knowledge Co-Production Platform
2772,AG006,Responsible Policy Experimentation Portfolio,1,8.42891,Responsible Policy Experimentation Portfolio
2772,AG003,Community Knowledge Co-Production Platform,2,8.21256,Responsible Policy Experimentation Portfolio
2772,AG001,Adaptive Pathways and Decision Triggers,3,8.14249,Responsible Policy Experimentation Portfolio
2772,AG005,Equity Accountability and Rights Safeguard,4,8.07336,Responsible Policy Experimentation Portfolio
2772,AG002,Polycentric Cross-Scale Coordination Forum,5,7.70125,Responsible Policy Experimentation Portfolio
2772,AG004,Monitoring Feedback and Learning System,6,7.58383,Responsible Policy Experimentation Portfolio
2773,AG003,Community Knowledge Co-Production Platform,1,8.70106,Community Knowledge Co-Production Platform
2773,AG001,Adaptive Pathways and Decision Triggers,2,8.56013,Community Knowledge Co-Production Platform
2773,AG006,Responsible Policy Experimentation Portfolio,3,8.50809,Community Knowledge Co-Production Platform
2773,AG005,Equity Accountability and Rights Safeguard,4,8.38172,Community Knowledge Co-Production Platform
2773,AG004,Monitoring Feedback and Learning System,5,8.297,Community Knowledge Co-Production Platform
2773,AG002,Polycentric Cross-Scale Coordination Forum,6,8.10114,Community Knowledge Co-Production Platform
2774,AG001,Adaptive Pathways and Decision Triggers,1,8.39201,Adaptive Pathways and Decision Triggers
2774,AG005,Equity Accountability and Rights Safeguard,2,8.24325,Adaptive Pathways and Decision Triggers
2774,AG006,Responsible Policy Experimentation Portfolio,3,8.22757,Adaptive Pathways and Decision Triggers
2774,AG004,Monitoring Feedback and Learning System,4,8.14537,Adaptive Pathways and Decision Triggers
2774,AG003,Community Knowledge Co-Production Platform,5,8.13364,Adaptive Pathways and Decision Triggers
2774,AG002,Polycentric Cross-Scale Coordination Forum,6,7.97271,Adaptive Pathways and Decision Triggers
2775,AG005,Equity Accountability and Rights Safeguard,1,8.51507,Equity Accountability and Rights Safeguard
2775,AG003,Community Knowledge Co-Production Platform,2,8.32653,Equity Accountability and Rights Safeguard
2775,AG006,Responsible Policy Experimentation Portfolio,3,8.21289,Equity Accountability and Rights Safeguard
2775,AG004,Monitoring Feedback and Learning System,4,8.02358,Equity Accountability and Rights Safeguard
2775,AG002,Polycentric Cross-Scale Coordination Forum,5,7.90428,Equity Accountability and Rights Safeguard
2775,AG001,Adaptive Pathways and Decision Triggers,6,7.76789,Equity Accountability and Rights Safeguard
2776,AG004,Monitoring Feedback and Learning System,1,8.6697,Monitoring Feedback and Learning System
2776,AG002,Polycentric Cross-Scale Coordination Forum,2,8.57281,Monitoring Feedback and Learning System
2776,AG005,Equity Accountability and Rights Safeguard,3,8.15062,Monitoring Feedback and Learning System
2776,AG003,Community Knowledge Co-Production Platform,4,8.14777,Monitoring Feedback and Learning System
2776,AG006,Responsible Policy Experimentation Portfolio,5,7.94194,Monitoring Feedback and Learning System
2776,AG001,Adaptive Pathways and Decision Triggers,6,7.75165,Monitoring Feedback and Learning System
2777,AG004,Monitoring Feedback and Learning System,1,8.5027,Monitoring Feedback and Learning System
2777,AG003,Community Knowledge Co-Production Platform,2,8.4162,Monitoring Feedback and Learning System
2777,AG002,Polycentric Cross-Scale Coordination Forum,3,8.18845,Monitoring Feedback and Learning System
2777,AG005,Equity Accountability and Rights Safeguard,4,8.1753,Monitoring Feedback and Learning System
2777,AG006,Responsible Policy Experimentation Portfolio,5,8.00898,Monitoring Feedback and Learning System
2777,AG001,Adaptive Pathways and Decision Triggers,6,7.99797,Monitoring Feedback and Learning System
2778,AG005,Equity Accountability and Rights Safeguard,1,8.54049,Equity Accountability and Rights Safeguard
2778,AG002,Polycentric Cross-Scale Coordination Forum,2,8.32465,Equity Accountability and Rights Safeguard
2778,AG003,Community Knowledge Co-Production Platform,3,8.23346,Equity Accountability and Rights Safeguard
2778,AG006,Responsible Policy Experimentation Portfolio,4,8.06688,Equity Accountability and Rights Safeguard
2778,AG004,Monitoring Feedback and Learning System,5,7.93108,Equity Accountability and Rights Safeguard
2778,AG001,Adaptive Pathways and Decision Triggers,6,7.85714,Equity Accountability and Rights Safeguard
