simulation_id,strategy_id,strategy,rank,adjusted_value,abandonment_risk
2416,ROA006,Drainage Repair and Social Protection Package,1,7.70116,0.32573
2416,ROA005,Managed Retreat with Long-Term Support,2,7.50829,0.3823
2416,ROA002,Public Housing Climate Retrofit,3,7.49059,0.45853
2416,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.10286,0.5132
2416,ROA003,Community-Led Cooling and Care Network,5,6.8434,0.74088
2416,ROA004,Flood Defense for High-Value Assets,6,2.4274,3.26318
2416,ROA007,Risk Mapping Dashboard Without Funding,7,-0.83195,4.65044
2416,ROA001,Household Preparedness Campaign,8,-1.29671,4.79337
2417,ROA008,Mutual Aid Network with Public Capacity Agreement,1,7.68329,0.34999
2417,ROA005,Managed Retreat with Long-Term Support,2,7.30433,0.48664
2417,ROA006,Drainage Repair and Social Protection Package,3,7.15737,0.51437
2417,ROA002,Public Housing Climate Retrofit,4,6.80508,0.87626
2417,ROA003,Community-Led Cooling and Care Network,5,6.62235,0.66636
2417,ROA004,Flood Defense for High-Value Assets,6,2.56146,2.91109
2417,ROA001,Household Preparedness Campaign,7,-0.37287,4.44062
2417,ROA007,Risk Mapping Dashboard Without Funding,8,-0.46044,4.53841
2418,ROA005,Managed Retreat with Long-Term Support,1,8.11746,0.20875
2418,ROA002,Public Housing Climate Retrofit,2,7.64734,0.46329
2418,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.23134,0.46851
2418,ROA006,Drainage Repair and Social Protection Package,4,7.11391,0.55724
2418,ROA003,Community-Led Cooling and Care Network,5,6.38272,0.87107
2418,ROA004,Flood Defense for High-Value Assets,6,2.35705,3.25484
2418,ROA001,Household Preparedness Campaign,7,0.29474,3.88197
2418,ROA007,Risk Mapping Dashboard Without Funding,8,-1.64663,5.14652
2419,ROA006,Drainage Repair and Social Protection Package,1,7.69138,0.36474
2419,ROA005,Managed Retreat with Long-Term Support,2,7.59285,0.45259
2419,ROA002,Public Housing Climate Retrofit,3,7.5327,0.33168
2419,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.09065,0.51535
2419,ROA003,Community-Led Cooling and Care Network,5,6.7332,0.72468
2419,ROA004,Flood Defense for High-Value Assets,6,1.75032,3.50495
2419,ROA001,Household Preparedness Campaign,7,-0.11992,3.86833
2419,ROA007,Risk Mapping Dashboard Without Funding,8,-1.55468,5.12048
2420,ROA005,Managed Retreat with Long-Term Support,1,7.78518,0.37218
2420,ROA006,Drainage Repair and Social Protection Package,2,7.21742,0.52752
2420,ROA002,Public Housing Climate Retrofit,3,7.13286,0.48118
2420,ROA003,Community-Led Cooling and Care Network,4,6.97145,0.60863
2420,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.92145,0.49301
2420,ROA004,Flood Defense for High-Value Assets,6,2.18324,3.23248
2420,ROA001,Household Preparedness Campaign,7,0.10679,4.13435
2420,ROA007,Risk Mapping Dashboard Without Funding,8,-2.26917,5.39666
2421,ROA006,Drainage Repair and Social Protection Package,1,7.93543,0.31045
2421,ROA005,Managed Retreat with Long-Term Support,2,7.78694,0.36356
2421,ROA002,Public Housing Climate Retrofit,3,7.46944,0.43479
2421,ROA003,Community-Led Cooling and Care Network,4,6.86803,0.48004
2421,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.67056,0.71007
2421,ROA004,Flood Defense for High-Value Assets,6,2.49438,3.08779
2421,ROA001,Household Preparedness Campaign,7,-0.68122,4.50189
2421,ROA007,Risk Mapping Dashboard Without Funding,8,-2.41,5.54779
2422,ROA005,Managed Retreat with Long-Term Support,1,7.90326,0.30644
2422,ROA002,Public Housing Climate Retrofit,2,7.8926,0.3687
2422,ROA006,Drainage Repair and Social Protection Package,3,7.47291,0.45997
2422,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.68682,0.51014
2422,ROA003,Community-Led Cooling and Care Network,5,6.45486,0.79712
2422,ROA004,Flood Defense for High-Value Assets,6,2.33204,3.26521
2422,ROA001,Household Preparedness Campaign,7,-0.13597,4.03151
2422,ROA007,Risk Mapping Dashboard Without Funding,8,-1.6452,5.23784
2423,ROA005,Managed Retreat with Long-Term Support,1,7.89831,0.3847
2423,ROA006,Drainage Repair and Social Protection Package,2,7.76909,0.49907
2423,ROA002,Public Housing Climate Retrofit,3,7.39699,0.28519
2423,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.17492,0.48993
2423,ROA003,Community-Led Cooling and Care Network,5,6.42202,0.91188
2423,ROA004,Flood Defense for High-Value Assets,6,2.93692,2.89935
2423,ROA001,Household Preparedness Campaign,7,-0.73529,4.43347
2423,ROA007,Risk Mapping Dashboard Without Funding,8,-1.25748,4.98653
2424,ROA005,Managed Retreat with Long-Term Support,1,7.82487,0.42794
2424,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.44624,0.32682
2424,ROA002,Public Housing Climate Retrofit,3,7.38404,0.44529
2424,ROA006,Drainage Repair and Social Protection Package,4,7.37687,0.41665
2424,ROA003,Community-Led Cooling and Care Network,5,6.82488,0.66016
2424,ROA004,Flood Defense for High-Value Assets,6,2.02892,3.30139
2424,ROA001,Household Preparedness Campaign,7,-0.49625,4.40112
2424,ROA007,Risk Mapping Dashboard Without Funding,8,-1.1649,4.85193
2425,ROA002,Public Housing Climate Retrofit,1,7.86282,0.39507
2425,ROA006,Drainage Repair and Social Protection Package,2,7.49406,0.37385
2425,ROA005,Managed Retreat with Long-Term Support,3,7.38146,0.40159
2425,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.9749,0.55519
2425,ROA003,Community-Led Cooling and Care Network,5,6.64179,0.78166
2425,ROA004,Flood Defense for High-Value Assets,6,3.02351,2.82319
2425,ROA001,Household Preparedness Campaign,7,-0.95753,4.62153
2425,ROA007,Risk Mapping Dashboard Without Funding,8,-1.29757,4.86583
2426,ROA002,Public Housing Climate Retrofit,1,7.78928,0.48255
2426,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.58916,0.41601
2426,ROA006,Drainage Repair and Social Protection Package,3,7.45733,0.45543
2426,ROA005,Managed Retreat with Long-Term Support,4,7.3685,0.46056
2426,ROA003,Community-Led Cooling and Care Network,5,6.9582,0.44273
2426,ROA004,Flood Defense for High-Value Assets,6,2.77832,2.85142
2426,ROA001,Household Preparedness Campaign,7,-0.12121,4.08612
2426,ROA007,Risk Mapping Dashboard Without Funding,8,-1.87251,5.20784
2427,ROA006,Drainage Repair and Social Protection Package,1,7.73747,0.53606
2427,ROA005,Managed Retreat with Long-Term Support,2,7.43617,0.6063
2427,ROA003,Community-Led Cooling and Care Network,3,7.24161,0.47827
2427,ROA002,Public Housing Climate Retrofit,4,7.0476,0.68487
2427,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.89978,0.63679
2427,ROA004,Flood Defense for High-Value Assets,6,1.8663,3.73311
2427,ROA001,Household Preparedness Campaign,7,-1.54037,4.94774
2427,ROA007,Risk Mapping Dashboard Without Funding,8,-2.32022,5.45602
2428,ROA002,Public Housing Climate Retrofit,1,7.87183,0.29497
2428,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.48053,0.3866
2428,ROA006,Drainage Repair and Social Protection Package,3,7.45085,0.45982
2428,ROA005,Managed Retreat with Long-Term Support,4,7.23434,0.56831
2428,ROA003,Community-Led Cooling and Care Network,5,7.10724,0.488
2428,ROA004,Flood Defense for High-Value Assets,6,2.98119,2.9069
2428,ROA001,Household Preparedness Campaign,7,0.06358,4.2295
2428,ROA007,Risk Mapping Dashboard Without Funding,8,-1.67237,5.05586
2429,ROA002,Public Housing Climate Retrofit,1,7.62403,0.43918
2429,ROA006,Drainage Repair and Social Protection Package,2,7.38049,0.63718
2429,ROA005,Managed Retreat with Long-Term Support,3,7.36491,0.4979
2429,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.26926,0.51136
2429,ROA003,Community-Led Cooling and Care Network,5,6.57442,0.7611
2429,ROA004,Flood Defense for High-Value Assets,6,3.59044,2.60215
2429,ROA007,Risk Mapping Dashboard Without Funding,7,-0.59937,4.4204
2429,ROA001,Household Preparedness Campaign,8,-1.04454,4.62441
2430,ROA006,Drainage Repair and Social Protection Package,1,7.74637,0.33972
2430,ROA005,Managed Retreat with Long-Term Support,2,7.44527,0.46757
2430,ROA002,Public Housing Climate Retrofit,3,7.37923,0.44211
2430,ROA003,Community-Led Cooling and Care Network,4,7.36397,0.54313
2430,ROA008,Mutual Aid Network with Public Capacity Agreement,5,7.28413,0.53252
2430,ROA004,Flood Defense for High-Value Assets,6,3.18757,2.72064
2430,ROA007,Risk Mapping Dashboard Without Funding,7,-0.71139,4.55849
2430,ROA001,Household Preparedness Campaign,8,-1.66845,5.04616
2431,ROA006,Drainage Repair and Social Protection Package,1,8.00563,0.3568
2431,ROA005,Managed Retreat with Long-Term Support,2,7.54744,0.49632
2431,ROA002,Public Housing Climate Retrofit,3,7.13231,0.61632
2431,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.97264,0.55501
2431,ROA003,Community-Led Cooling and Care Network,5,5.60203,1.29103
2431,ROA004,Flood Defense for High-Value Assets,6,2.13798,3.60914
2431,ROA007,Risk Mapping Dashboard Without Funding,7,-0.79065,4.74369
2431,ROA001,Household Preparedness Campaign,8,-0.98221,4.72977
2432,ROA006,Drainage Repair and Social Protection Package,1,7.79481,0.31133
2432,ROA005,Managed Retreat with Long-Term Support,2,7.78379,0.3811
2432,ROA002,Public Housing Climate Retrofit,3,7.52592,0.35922
2432,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.21169,0.36773
2432,ROA003,Community-Led Cooling and Care Network,5,6.15097,0.8945
2432,ROA004,Flood Defense for High-Value Assets,6,2.11987,3.31351
2432,ROA001,Household Preparedness Campaign,7,-0.38775,4.2428
2432,ROA007,Risk Mapping Dashboard Without Funding,8,-2.22424,5.44865
2433,ROA005,Managed Retreat with Long-Term Support,1,7.71044,0.36788
2433,ROA002,Public Housing Climate Retrofit,2,7.50483,0.48023
2433,ROA006,Drainage Repair and Social Protection Package,3,7.23117,0.34229
2433,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.62993,0.68426
2433,ROA003,Community-Led Cooling and Care Network,5,6.02517,1.04325
2433,ROA004,Flood Defense for High-Value Assets,6,3.87781,2.49477
2433,ROA001,Household Preparedness Campaign,7,-0.86671,4.50513
2433,ROA007,Risk Mapping Dashboard Without Funding,8,-1.13177,4.99331
2434,ROA008,Mutual Aid Network with Public Capacity Agreement,1,7.72378,0.35516
2434,ROA005,Managed Retreat with Long-Term Support,2,7.60112,0.47079
2434,ROA006,Drainage Repair and Social Protection Package,3,7.36355,0.42502
2434,ROA002,Public Housing Climate Retrofit,4,7.12792,0.58355
2434,ROA003,Community-Led Cooling and Care Network,5,6.44845,0.70692
2434,ROA004,Flood Defense for High-Value Assets,6,2.52111,3.0874
2434,ROA001,Household Preparedness Campaign,7,0.21685,3.99078
2434,ROA007,Risk Mapping Dashboard Without Funding,8,-1.71054,5.15579
2435,ROA005,Managed Retreat with Long-Term Support,1,7.77085,0.41707
2435,ROA002,Public Housing Climate Retrofit,2,7.33894,0.47985
2435,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.30366,0.52677
2435,ROA006,Drainage Repair and Social Protection Package,4,7.21139,0.52697
2435,ROA003,Community-Led Cooling and Care Network,5,6.63772,0.7755
2435,ROA004,Flood Defense for High-Value Assets,6,3.05576,2.85279
2435,ROA001,Household Preparedness Campaign,7,-0.17518,4.08056
2435,ROA007,Risk Mapping Dashboard Without Funding,8,-1.36907,4.81268
2436,ROA005,Managed Retreat with Long-Term Support,1,7.39592,0.42941
2436,ROA006,Drainage Repair and Social Protection Package,2,7.27622,0.48908
2436,ROA008,Mutual Aid Network with Public Capacity Agreement,3,6.884,0.53229
2436,ROA002,Public Housing Climate Retrofit,4,6.78615,0.78977
2436,ROA003,Community-Led Cooling and Care Network,5,5.98362,1.1391
2436,ROA004,Flood Defense for High-Value Assets,6,3.09107,2.81994
2436,ROA001,Household Preparedness Campaign,7,-0.70808,4.4044
2436,ROA007,Risk Mapping Dashboard Without Funding,8,-1.40005,4.95206
2437,ROA002,Public Housing Climate Retrofit,1,7.65015,0.45967
2437,ROA006,Drainage Repair and Social Protection Package,2,7.56749,0.45118
2437,ROA005,Managed Retreat with Long-Term Support,3,7.48518,0.5116
2437,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.00547,0.59321
2437,ROA003,Community-Led Cooling and Care Network,5,6.14129,0.89725
2437,ROA004,Flood Defense for High-Value Assets,6,2.45999,3.22274
2437,ROA001,Household Preparedness Campaign,7,-0.42384,4.34087
2437,ROA007,Risk Mapping Dashboard Without Funding,8,-1.68874,5.11337
2438,ROA006,Drainage Repair and Social Protection Package,1,7.66419,0.25175
2438,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.51322,0.29291
2438,ROA002,Public Housing Climate Retrofit,3,7.49956,0.38941
2438,ROA005,Managed Retreat with Long-Term Support,4,7.09421,0.56982
2438,ROA003,Community-Led Cooling and Care Network,5,6.52132,0.73927
2438,ROA004,Flood Defense for High-Value Assets,6,1.91871,3.39598
2438,ROA001,Household Preparedness Campaign,7,-0.77798,4.35451
2438,ROA007,Risk Mapping Dashboard Without Funding,8,-1.03038,4.70751
2439,ROA005,Managed Retreat with Long-Term Support,1,7.86381,0.31887
2439,ROA006,Drainage Repair and Social Protection Package,2,7.47518,0.40151
2439,ROA002,Public Housing Climate Retrofit,3,7.31454,0.37494
2439,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.30193,0.47865
2439,ROA003,Community-Led Cooling and Care Network,5,6.73089,0.73296
2439,ROA004,Flood Defense for High-Value Assets,6,2.91493,2.79013
2439,ROA001,Household Preparedness Campaign,7,-0.59019,4.43849
2439,ROA007,Risk Mapping Dashboard Without Funding,8,-1.73078,5.18016
2440,ROA006,Drainage Repair and Social Protection Package,1,8.13584,0.32636
2440,ROA002,Public Housing Climate Retrofit,2,7.37064,0.345
2440,ROA005,Managed Retreat with Long-Term Support,3,7.18735,0.57827
2440,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.11835,0.49751
2440,ROA003,Community-Led Cooling and Care Network,5,6.43435,0.61027
2440,ROA004,Flood Defense for High-Value Assets,6,1.61096,3.66124
2440,ROA001,Household Preparedness Campaign,7,-0.62321,4.33571
2440,ROA007,Risk Mapping Dashboard Without Funding,8,-1.16259,4.84575
2441,ROA002,Public Housing Climate Retrofit,1,7.77198,0.31287
2441,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.51255,0.42961
2441,ROA006,Drainage Repair and Social Protection Package,3,7.4482,0.35925
2441,ROA005,Managed Retreat with Long-Term Support,4,7.2301,0.3923
2441,ROA003,Community-Led Cooling and Care Network,5,6.28947,0.84297
2441,ROA004,Flood Defense for High-Value Assets,6,2.19073,3.22185
2441,ROA007,Risk Mapping Dashboard Without Funding,7,-0.71707,4.5979
2441,ROA001,Household Preparedness Campaign,8,-1.41163,4.92992
2442,ROA006,Drainage Repair and Social Protection Package,1,7.79571,0.39359
2442,ROA002,Public Housing Climate Retrofit,2,7.3431,0.50461
2442,ROA005,Managed Retreat with Long-Term Support,3,7.31818,0.49956
2442,ROA003,Community-Led Cooling and Care Network,4,6.7993,0.57674
2442,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.17681,0.98149
2442,ROA004,Flood Defense for High-Value Assets,6,2.76906,2.85287
2442,ROA001,Household Preparedness Campaign,7,-0.19554,4.21247
2442,ROA007,Risk Mapping Dashboard Without Funding,8,-1.21874,5.06314
2443,ROA006,Drainage Repair and Social Protection Package,1,7.99553,0.37939
2443,ROA005,Managed Retreat with Long-Term Support,2,7.52536,0.37823
2443,ROA003,Community-Led Cooling and Care Network,3,7.03285,0.58214
2443,ROA002,Public Housing Climate Retrofit,4,6.85617,0.68342
2443,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.60084,0.76989
2443,ROA004,Flood Defense for High-Value Assets,6,1.7555,3.61034
2443,ROA001,Household Preparedness Campaign,7,-0.74151,4.65053
2443,ROA007,Risk Mapping Dashboard Without Funding,8,-1.20108,4.80838
2444,ROA006,Drainage Repair and Social Protection Package,1,7.82931,0.34501
2444,ROA002,Public Housing Climate Retrofit,2,7.45723,0.38017
2444,ROA005,Managed Retreat with Long-Term Support,3,7.43868,0.55907
2444,ROA003,Community-Led Cooling and Care Network,4,6.89884,0.51703
2444,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.72827,0.61475
2444,ROA004,Flood Defense for High-Value Assets,6,2.80918,2.80492
2444,ROA001,Household Preparedness Campaign,7,-1.42387,4.85378
2444,ROA007,Risk Mapping Dashboard Without Funding,8,-2.00757,5.26836
2445,ROA006,Drainage Repair and Social Protection Package,1,8.04858,0.3499
2445,ROA005,Managed Retreat with Long-Term Support,2,7.555,0.45845
2445,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.31432,0.45157
2445,ROA002,Public Housing Climate Retrofit,4,7.23893,0.70149
2445,ROA003,Community-Led Cooling and Care Network,5,6.53838,0.74768
2445,ROA004,Flood Defense for High-Value Assets,6,2.64199,3.00813
2445,ROA007,Risk Mapping Dashboard Without Funding,7,-1.09527,4.76861
2445,ROA001,Household Preparedness Campaign,8,-1.16179,4.7691
2446,ROA006,Drainage Repair and Social Protection Package,1,7.80155,0.44447
2446,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.65542,0.37161
2446,ROA002,Public Housing Climate Retrofit,3,7.55839,0.41057
2446,ROA005,Managed Retreat with Long-Term Support,4,7.33722,0.3875
2446,ROA003,Community-Led Cooling and Care Network,5,7.11539,0.47727
2446,ROA004,Flood Defense for High-Value Assets,6,1.74879,3.46571
2446,ROA001,Household Preparedness Campaign,7,-1.18516,4.77239
2446,ROA007,Risk Mapping Dashboard Without Funding,8,-1.6213,4.97097
2447,ROA006,Drainage Repair and Social Protection Package,1,8.10488,0.18541
2447,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.34406,0.34021
2447,ROA005,Managed Retreat with Long-Term Support,3,7.1743,0.52446
2447,ROA002,Public Housing Climate Retrofit,4,7.14585,0.47437
2447,ROA003,Community-Led Cooling and Care Network,5,6.11331,1.01465
2447,ROA004,Flood Defense for High-Value Assets,6,1.9343,3.42397
2447,ROA007,Risk Mapping Dashboard Without Funding,7,-1.1409,4.83474
2447,ROA001,Household Preparedness Campaign,8,-1.15187,4.78345
