simulation_id,pathway_id,pathway,rank,viability_value,winner
2347,SR003,Inclusive Urban Resilience Transition,2,7.56077,Public Health Housing and Heat Resilience Compact
2347,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.54582,Public Health Housing and Heat Resilience Compact
2347,SR004,Climate-Resilient Food and Water Strategy,4,7.38844,Public Health Housing and Heat Resilience Compact
2347,SR002,Circular Regional Production System,5,7.32029,Public Health Housing and Heat Resilience Compact
2347,SR001,Distributed Renewable Infrastructure,6,7.10049,Public Health Housing and Heat Resilience Compact
2348,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.69054,Ecosystem Restoration and Livelihood Diversification
2348,SR001,Distributed Renewable Infrastructure,2,7.4652,Ecosystem Restoration and Livelihood Diversification
2348,SR006,Public Health Housing and Heat Resilience Compact,3,7.41207,Ecosystem Restoration and Livelihood Diversification
2348,SR003,Inclusive Urban Resilience Transition,4,7.22783,Ecosystem Restoration and Livelihood Diversification
2348,SR004,Climate-Resilient Food and Water Strategy,5,7.2185,Ecosystem Restoration and Livelihood Diversification
2348,SR002,Circular Regional Production System,6,7.0669,Ecosystem Restoration and Livelihood Diversification
2349,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.09282,Ecosystem Restoration and Livelihood Diversification
2349,SR006,Public Health Housing and Heat Resilience Compact,2,7.80384,Ecosystem Restoration and Livelihood Diversification
2349,SR003,Inclusive Urban Resilience Transition,3,7.79504,Ecosystem Restoration and Livelihood Diversification
2349,SR004,Climate-Resilient Food and Water Strategy,4,7.58896,Ecosystem Restoration and Livelihood Diversification
2349,SR001,Distributed Renewable Infrastructure,5,7.51093,Ecosystem Restoration and Livelihood Diversification
2349,SR002,Circular Regional Production System,6,7.31656,Ecosystem Restoration and Livelihood Diversification
2350,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.04485,Ecosystem Restoration and Livelihood Diversification
2350,SR006,Public Health Housing and Heat Resilience Compact,2,7.97545,Ecosystem Restoration and Livelihood Diversification
2350,SR004,Climate-Resilient Food and Water Strategy,3,7.78036,Ecosystem Restoration and Livelihood Diversification
2350,SR002,Circular Regional Production System,4,7.57647,Ecosystem Restoration and Livelihood Diversification
2350,SR003,Inclusive Urban Resilience Transition,5,7.41351,Ecosystem Restoration and Livelihood Diversification
2350,SR001,Distributed Renewable Infrastructure,6,7.14877,Ecosystem Restoration and Livelihood Diversification
2351,SR003,Inclusive Urban Resilience Transition,1,7.8213,Inclusive Urban Resilience Transition
2351,SR006,Public Health Housing and Heat Resilience Compact,2,7.74415,Inclusive Urban Resilience Transition
2351,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.64996,Inclusive Urban Resilience Transition
2351,SR002,Circular Regional Production System,4,7.59168,Inclusive Urban Resilience Transition
2351,SR004,Climate-Resilient Food and Water Strategy,5,7.57777,Inclusive Urban Resilience Transition
2351,SR001,Distributed Renewable Infrastructure,6,7.17292,Inclusive Urban Resilience Transition
2352,SR003,Inclusive Urban Resilience Transition,1,7.96166,Inclusive Urban Resilience Transition
2352,SR006,Public Health Housing and Heat Resilience Compact,2,7.89376,Inclusive Urban Resilience Transition
2352,SR004,Climate-Resilient Food and Water Strategy,3,7.80873,Inclusive Urban Resilience Transition
2352,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.62953,Inclusive Urban Resilience Transition
2352,SR002,Circular Regional Production System,5,7.5159,Inclusive Urban Resilience Transition
2352,SR001,Distributed Renewable Infrastructure,6,7.23761,Inclusive Urban Resilience Transition
2353,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.06674,Ecosystem Restoration and Livelihood Diversification
2353,SR006,Public Health Housing and Heat Resilience Compact,2,7.76825,Ecosystem Restoration and Livelihood Diversification
2353,SR003,Inclusive Urban Resilience Transition,3,7.62026,Ecosystem Restoration and Livelihood Diversification
2353,SR004,Climate-Resilient Food and Water Strategy,4,7.60868,Ecosystem Restoration and Livelihood Diversification
2353,SR001,Distributed Renewable Infrastructure,5,7.33641,Ecosystem Restoration and Livelihood Diversification
2353,SR002,Circular Regional Production System,6,7.08997,Ecosystem Restoration and Livelihood Diversification
2354,SR001,Distributed Renewable Infrastructure,1,7.8378,Distributed Renewable Infrastructure
2354,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.62262,Distributed Renewable Infrastructure
2354,SR004,Climate-Resilient Food and Water Strategy,3,7.5565,Distributed Renewable Infrastructure
2354,SR006,Public Health Housing and Heat Resilience Compact,4,7.518,Distributed Renewable Infrastructure
2354,SR003,Inclusive Urban Resilience Transition,5,7.51181,Distributed Renewable Infrastructure
2354,SR002,Circular Regional Production System,6,7.36477,Distributed Renewable Infrastructure
2355,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.79889,Ecosystem Restoration and Livelihood Diversification
2355,SR004,Climate-Resilient Food and Water Strategy,2,7.64722,Ecosystem Restoration and Livelihood Diversification
2355,SR006,Public Health Housing and Heat Resilience Compact,3,7.49359,Ecosystem Restoration and Livelihood Diversification
2355,SR001,Distributed Renewable Infrastructure,4,7.47141,Ecosystem Restoration and Livelihood Diversification
2355,SR003,Inclusive Urban Resilience Transition,5,7.38381,Ecosystem Restoration and Livelihood Diversification
2355,SR002,Circular Regional Production System,6,7.331,Ecosystem Restoration and Livelihood Diversification
2356,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.93294,Ecosystem Restoration and Livelihood Diversification
2356,SR004,Climate-Resilient Food and Water Strategy,2,7.78806,Ecosystem Restoration and Livelihood Diversification
2356,SR002,Circular Regional Production System,3,7.66965,Ecosystem Restoration and Livelihood Diversification
2356,SR001,Distributed Renewable Infrastructure,4,7.50497,Ecosystem Restoration and Livelihood Diversification
2356,SR006,Public Health Housing and Heat Resilience Compact,5,7.49395,Ecosystem Restoration and Livelihood Diversification
2356,SR003,Inclusive Urban Resilience Transition,6,7.47784,Ecosystem Restoration and Livelihood Diversification
2357,SR004,Climate-Resilient Food and Water Strategy,1,7.77543,Climate-Resilient Food and Water Strategy
2357,SR002,Circular Regional Production System,2,7.53715,Climate-Resilient Food and Water Strategy
2357,SR003,Inclusive Urban Resilience Transition,3,7.50457,Climate-Resilient Food and Water Strategy
2357,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.39803,Climate-Resilient Food and Water Strategy
2357,SR006,Public Health Housing and Heat Resilience Compact,5,7.22653,Climate-Resilient Food and Water Strategy
2357,SR001,Distributed Renewable Infrastructure,6,7.01325,Climate-Resilient Food and Water Strategy
2358,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.74985,Ecosystem Restoration and Livelihood Diversification
2358,SR002,Circular Regional Production System,2,7.63725,Ecosystem Restoration and Livelihood Diversification
2358,SR003,Inclusive Urban Resilience Transition,3,7.52432,Ecosystem Restoration and Livelihood Diversification
2358,SR006,Public Health Housing and Heat Resilience Compact,4,7.41988,Ecosystem Restoration and Livelihood Diversification
2358,SR001,Distributed Renewable Infrastructure,5,7.41845,Ecosystem Restoration and Livelihood Diversification
2358,SR004,Climate-Resilient Food and Water Strategy,6,7.05755,Ecosystem Restoration and Livelihood Diversification
2359,SR006,Public Health Housing and Heat Resilience Compact,1,7.75215,Public Health Housing and Heat Resilience Compact
2359,SR002,Circular Regional Production System,2,7.6328,Public Health Housing and Heat Resilience Compact
2359,SR004,Climate-Resilient Food and Water Strategy,3,7.59784,Public Health Housing and Heat Resilience Compact
2359,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.58239,Public Health Housing and Heat Resilience Compact
2359,SR003,Inclusive Urban Resilience Transition,5,7.50627,Public Health Housing and Heat Resilience Compact
2359,SR001,Distributed Renewable Infrastructure,6,7.32444,Public Health Housing and Heat Resilience Compact
2360,SR002,Circular Regional Production System,1,7.95432,Circular Regional Production System
2360,SR006,Public Health Housing and Heat Resilience Compact,2,7.89344,Circular Regional Production System
2360,SR004,Climate-Resilient Food and Water Strategy,3,7.8214,Circular Regional Production System
2360,SR003,Inclusive Urban Resilience Transition,4,7.46598,Circular Regional Production System
2360,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.33109,Circular Regional Production System
2360,SR001,Distributed Renewable Infrastructure,6,7.10414,Circular Regional Production System
2361,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.02771,Ecosystem Restoration and Livelihood Diversification
2361,SR004,Climate-Resilient Food and Water Strategy,2,7.64182,Ecosystem Restoration and Livelihood Diversification
2361,SR003,Inclusive Urban Resilience Transition,3,7.42735,Ecosystem Restoration and Livelihood Diversification
2361,SR001,Distributed Renewable Infrastructure,4,6.97186,Ecosystem Restoration and Livelihood Diversification
2361,SR006,Public Health Housing and Heat Resilience Compact,5,6.95229,Ecosystem Restoration and Livelihood Diversification
2361,SR002,Circular Regional Production System,6,6.91747,Ecosystem Restoration and Livelihood Diversification
2362,SR006,Public Health Housing and Heat Resilience Compact,1,7.71129,Public Health Housing and Heat Resilience Compact
2362,SR004,Climate-Resilient Food and Water Strategy,2,7.53385,Public Health Housing and Heat Resilience Compact
2362,SR002,Circular Regional Production System,3,7.43185,Public Health Housing and Heat Resilience Compact
2362,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.31589,Public Health Housing and Heat Resilience Compact
2362,SR001,Distributed Renewable Infrastructure,5,7.25061,Public Health Housing and Heat Resilience Compact
2362,SR003,Inclusive Urban Resilience Transition,6,7.24441,Public Health Housing and Heat Resilience Compact
2363,SR006,Public Health Housing and Heat Resilience Compact,1,7.83708,Public Health Housing and Heat Resilience Compact
2363,SR004,Climate-Resilient Food and Water Strategy,2,7.70775,Public Health Housing and Heat Resilience Compact
2363,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.66554,Public Health Housing and Heat Resilience Compact
2363,SR002,Circular Regional Production System,4,7.65944,Public Health Housing and Heat Resilience Compact
2363,SR001,Distributed Renewable Infrastructure,5,7.58025,Public Health Housing and Heat Resilience Compact
2363,SR003,Inclusive Urban Resilience Transition,6,7.57739,Public Health Housing and Heat Resilience Compact
2364,SR006,Public Health Housing and Heat Resilience Compact,1,7.74864,Public Health Housing and Heat Resilience Compact
2364,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.74612,Public Health Housing and Heat Resilience Compact
2364,SR002,Circular Regional Production System,3,7.66835,Public Health Housing and Heat Resilience Compact
2364,SR003,Inclusive Urban Resilience Transition,4,7.64542,Public Health Housing and Heat Resilience Compact
2364,SR004,Climate-Resilient Food and Water Strategy,5,7.59353,Public Health Housing and Heat Resilience Compact
2364,SR001,Distributed Renewable Infrastructure,6,7.37184,Public Health Housing and Heat Resilience Compact
2365,SR004,Climate-Resilient Food and Water Strategy,1,7.78466,Climate-Resilient Food and Water Strategy
2365,SR002,Circular Regional Production System,2,7.76504,Climate-Resilient Food and Water Strategy
2365,SR003,Inclusive Urban Resilience Transition,3,7.71608,Climate-Resilient Food and Water Strategy
2365,SR006,Public Health Housing and Heat Resilience Compact,4,7.57717,Climate-Resilient Food and Water Strategy
2365,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.47737,Climate-Resilient Food and Water Strategy
2365,SR001,Distributed Renewable Infrastructure,6,7.45211,Climate-Resilient Food and Water Strategy
2366,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.23429,Ecosystem Restoration and Livelihood Diversification
2366,SR003,Inclusive Urban Resilience Transition,2,7.65804,Ecosystem Restoration and Livelihood Diversification
2366,SR004,Climate-Resilient Food and Water Strategy,3,7.50508,Ecosystem Restoration and Livelihood Diversification
2366,SR001,Distributed Renewable Infrastructure,4,7.46333,Ecosystem Restoration and Livelihood Diversification
2366,SR002,Circular Regional Production System,5,7.33063,Ecosystem Restoration and Livelihood Diversification
2366,SR006,Public Health Housing and Heat Resilience Compact,6,7.26823,Ecosystem Restoration and Livelihood Diversification
2367,SR003,Inclusive Urban Resilience Transition,1,8.17889,Inclusive Urban Resilience Transition
2367,SR004,Climate-Resilient Food and Water Strategy,2,8.00409,Inclusive Urban Resilience Transition
