simulation_id,strategy_id,strategy,rank,supply_chain_resilience_value,winner
2973,SC002,Regional Buffer Inventory for Critical Goods,6,6.54331,Fair Supplier Finance and Labor Continuity Program
2974,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.38552,Climate-Adjusted Infrastructure and Port Resilience Plan
2974,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.27455,Climate-Adjusted Infrastructure and Port Resilience Plan
2974,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.1073,Climate-Adjusted Infrastructure and Port Resilience Plan
2974,SC001,Supplier Diversification and Qualification Program,4,7.03132,Climate-Adjusted Infrastructure and Port Resilience Plan
2974,SC006,Fair Supplier Finance and Labor Continuity Program,5,7.01836,Climate-Adjusted Infrastructure and Port Resilience Plan
2974,SC002,Regional Buffer Inventory for Critical Goods,6,6.56686,Climate-Adjusted Infrastructure and Port Resilience Plan
2975,SC001,Supplier Diversification and Qualification Program,1,7.27803,Supplier Diversification and Qualification Program
2975,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.24465,Supplier Diversification and Qualification Program
2975,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.16935,Supplier Diversification and Qualification Program
2975,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.9953,Supplier Diversification and Qualification Program
2975,SC002,Regional Buffer Inventory for Critical Goods,5,6.88091,Supplier Diversification and Qualification Program
2975,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.44362,Supplier Diversification and Qualification Program
2976,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.33718,Digital End-to-End Visibility and Cyber Resilience Platform
2976,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.12319,Digital End-to-End Visibility and Cyber Resilience Platform
2976,SC001,Supplier Diversification and Qualification Program,3,7.06046,Digital End-to-End Visibility and Cyber Resilience Platform
2976,SC002,Regional Buffer Inventory for Critical Goods,4,6.94924,Digital End-to-End Visibility and Cyber Resilience Platform
2976,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.91908,Digital End-to-End Visibility and Cyber Resilience Platform
2976,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.72694,Digital End-to-End Visibility and Cyber Resilience Platform
2977,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.20606,Climate-Adjusted Infrastructure and Port Resilience Plan
2977,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.02372,Climate-Adjusted Infrastructure and Port Resilience Plan
2977,SC001,Supplier Diversification and Qualification Program,3,7.01467,Climate-Adjusted Infrastructure and Port Resilience Plan
2977,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.99576,Climate-Adjusted Infrastructure and Port Resilience Plan
2977,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.99133,Climate-Adjusted Infrastructure and Port Resilience Plan
2977,SC002,Regional Buffer Inventory for Critical Goods,6,6.80183,Climate-Adjusted Infrastructure and Port Resilience Plan
2978,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.27939,Multi-Route Logistics and Chokepoint Redesign
2978,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.18622,Multi-Route Logistics and Chokepoint Redesign
2978,SC001,Supplier Diversification and Qualification Program,3,7.02929,Multi-Route Logistics and Chokepoint Redesign
2978,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.72607,Multi-Route Logistics and Chokepoint Redesign
2978,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.70598,Multi-Route Logistics and Chokepoint Redesign
2978,SC002,Regional Buffer Inventory for Critical Goods,6,6.47347,Multi-Route Logistics and Chokepoint Redesign
2979,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.41232,Fair Supplier Finance and Labor Continuity Program
2979,SC001,Supplier Diversification and Qualification Program,2,7.32718,Fair Supplier Finance and Labor Continuity Program
2979,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.14339,Fair Supplier Finance and Labor Continuity Program
2979,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.04087,Fair Supplier Finance and Labor Continuity Program
2979,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,7.00052,Fair Supplier Finance and Labor Continuity Program
2979,SC002,Regional Buffer Inventory for Critical Goods,6,6.57272,Fair Supplier Finance and Labor Continuity Program
2980,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.11837,Digital End-to-End Visibility and Cyber Resilience Platform
2980,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,6.90889,Digital End-to-End Visibility and Cyber Resilience Platform
2980,SC006,Fair Supplier Finance and Labor Continuity Program,3,6.84478,Digital End-to-End Visibility and Cyber Resilience Platform
2980,SC001,Supplier Diversification and Qualification Program,4,6.78331,Digital End-to-End Visibility and Cyber Resilience Platform
2980,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.6571,Digital End-to-End Visibility and Cyber Resilience Platform
2980,SC002,Regional Buffer Inventory for Critical Goods,6,6.55789,Digital End-to-End Visibility and Cyber Resilience Platform
2981,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.46091,Climate-Adjusted Infrastructure and Port Resilience Plan
2981,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.38395,Climate-Adjusted Infrastructure and Port Resilience Plan
2981,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,6.91332,Climate-Adjusted Infrastructure and Port Resilience Plan
2981,SC001,Supplier Diversification and Qualification Program,4,6.79354,Climate-Adjusted Infrastructure and Port Resilience Plan
2981,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.77896,Climate-Adjusted Infrastructure and Port Resilience Plan
2981,SC002,Regional Buffer Inventory for Critical Goods,6,6.65308,Climate-Adjusted Infrastructure and Port Resilience Plan
2982,SC001,Supplier Diversification and Qualification Program,1,7.49497,Supplier Diversification and Qualification Program
2982,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.20339,Supplier Diversification and Qualification Program
2982,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.05518,Supplier Diversification and Qualification Program
2982,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.94496,Supplier Diversification and Qualification Program
2982,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.83794,Supplier Diversification and Qualification Program
2982,SC002,Regional Buffer Inventory for Critical Goods,6,6.77046,Supplier Diversification and Qualification Program
2983,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.17918,Multi-Route Logistics and Chokepoint Redesign
2983,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.09501,Multi-Route Logistics and Chokepoint Redesign
2983,SC001,Supplier Diversification and Qualification Program,3,7.08248,Multi-Route Logistics and Chokepoint Redesign
2983,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.93091,Multi-Route Logistics and Chokepoint Redesign
2983,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.82297,Multi-Route Logistics and Chokepoint Redesign
2983,SC002,Regional Buffer Inventory for Critical Goods,6,6.51929,Multi-Route Logistics and Chokepoint Redesign
2984,SC001,Supplier Diversification and Qualification Program,1,7.17639,Supplier Diversification and Qualification Program
2984,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.11262,Supplier Diversification and Qualification Program
2984,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.07169,Supplier Diversification and Qualification Program
2984,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.94678,Supplier Diversification and Qualification Program
2984,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.80442,Supplier Diversification and Qualification Program
2984,SC002,Regional Buffer Inventory for Critical Goods,6,6.76229,Supplier Diversification and Qualification Program
2985,SC001,Supplier Diversification and Qualification Program,1,7.05868,Supplier Diversification and Qualification Program
2985,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.01921,Supplier Diversification and Qualification Program
2985,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.01827,Supplier Diversification and Qualification Program
2985,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.98672,Supplier Diversification and Qualification Program
2985,SC002,Regional Buffer Inventory for Critical Goods,5,6.95598,Supplier Diversification and Qualification Program
2985,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.81751,Supplier Diversification and Qualification Program
2986,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.5974,Climate-Adjusted Infrastructure and Port Resilience Plan
2986,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.22195,Climate-Adjusted Infrastructure and Port Resilience Plan
2986,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.00478,Climate-Adjusted Infrastructure and Port Resilience Plan
2986,SC001,Supplier Diversification and Qualification Program,4,6.80099,Climate-Adjusted Infrastructure and Port Resilience Plan
2986,SC002,Regional Buffer Inventory for Critical Goods,5,6.71173,Climate-Adjusted Infrastructure and Port Resilience Plan
2986,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.54576,Climate-Adjusted Infrastructure and Port Resilience Plan
2987,SC001,Supplier Diversification and Qualification Program,1,7.20691,Supplier Diversification and Qualification Program
2987,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.10435,Supplier Diversification and Qualification Program
2987,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.06006,Supplier Diversification and Qualification Program
2987,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.93317,Supplier Diversification and Qualification Program
2987,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,5,6.82096,Supplier Diversification and Qualification Program
2987,SC002,Regional Buffer Inventory for Critical Goods,6,6.78909,Supplier Diversification and Qualification Program
2988,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.30438,Multi-Route Logistics and Chokepoint Redesign
2988,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.03843,Multi-Route Logistics and Chokepoint Redesign
2988,SC001,Supplier Diversification and Qualification Program,3,6.9175,Multi-Route Logistics and Chokepoint Redesign
2988,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.82844,Multi-Route Logistics and Chokepoint Redesign
2988,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.79726,Multi-Route Logistics and Chokepoint Redesign
2988,SC002,Regional Buffer Inventory for Critical Goods,6,6.58135,Multi-Route Logistics and Chokepoint Redesign
2989,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.45332,Multi-Route Logistics and Chokepoint Redesign
2989,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.23506,Multi-Route Logistics and Chokepoint Redesign
2989,SC001,Supplier Diversification and Qualification Program,3,7.06038,Multi-Route Logistics and Chokepoint Redesign
2989,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.01771,Multi-Route Logistics and Chokepoint Redesign
2989,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.66477,Multi-Route Logistics and Chokepoint Redesign
2989,SC002,Regional Buffer Inventory for Critical Goods,6,6.54432,Multi-Route Logistics and Chokepoint Redesign
2990,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.18117,Fair Supplier Finance and Labor Continuity Program
2990,SC001,Supplier Diversification and Qualification Program,2,7.14029,Fair Supplier Finance and Labor Continuity Program
2990,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.12703,Fair Supplier Finance and Labor Continuity Program
2990,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.90545,Fair Supplier Finance and Labor Continuity Program
2990,SC002,Regional Buffer Inventory for Critical Goods,5,6.83882,Fair Supplier Finance and Labor Continuity Program
2990,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.82253,Fair Supplier Finance and Labor Continuity Program
2991,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.47757,Multi-Route Logistics and Chokepoint Redesign
2991,SC001,Supplier Diversification and Qualification Program,2,7.33036,Multi-Route Logistics and Chokepoint Redesign
2991,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.28935,Multi-Route Logistics and Chokepoint Redesign
2991,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.10536,Multi-Route Logistics and Chokepoint Redesign
2991,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,5,7.05422,Multi-Route Logistics and Chokepoint Redesign
2991,SC002,Regional Buffer Inventory for Critical Goods,6,6.57572,Multi-Route Logistics and Chokepoint Redesign
2992,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.25996,Climate-Adjusted Infrastructure and Port Resilience Plan
2992,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.16855,Climate-Adjusted Infrastructure and Port Resilience Plan
2992,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.16696,Climate-Adjusted Infrastructure and Port Resilience Plan
2992,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.85142,Climate-Adjusted Infrastructure and Port Resilience Plan
2992,SC002,Regional Buffer Inventory for Critical Goods,5,6.7823,Climate-Adjusted Infrastructure and Port Resilience Plan
2992,SC001,Supplier Diversification and Qualification Program,6,6.74605,Climate-Adjusted Infrastructure and Port Resilience Plan
2993,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.515,Multi-Route Logistics and Chokepoint Redesign
2993,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.13052,Multi-Route Logistics and Chokepoint Redesign
2993,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.08219,Multi-Route Logistics and Chokepoint Redesign
2993,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,7.07642,Multi-Route Logistics and Chokepoint Redesign
2993,SC001,Supplier Diversification and Qualification Program,5,6.72287,Multi-Route Logistics and Chokepoint Redesign
2993,SC002,Regional Buffer Inventory for Critical Goods,6,6.43397,Multi-Route Logistics and Chokepoint Redesign
2994,SC001,Supplier Diversification and Qualification Program,1,7.27555,Supplier Diversification and Qualification Program
