simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
2730,AIR005,Participatory AI and Local Knowledge Integration,2,8.09602,AI Governance Audit and Drift Monitoring
2730,AIR004,AI Decision Support with Human Oversight,3,8.07406,AI Governance Audit and Drift Monitoring
2730,AIR007,AI Security and Misuse Resistance,4,8.03112,AI Governance Audit and Drift Monitoring
2730,AIR002,AI Scenario Modeling and Stress Testing,5,7.93025,AI Governance Audit and Drift Monitoring
2730,AIR003,AI-Assisted Infrastructure Maintenance,6,7.89599,AI Governance Audit and Drift Monitoring
2730,AIR001,AI Early Warning and Anomaly Detection,7,7.89186,AI Governance Audit and Drift Monitoring
2731,AIR006,AI Governance Audit and Drift Monitoring,1,8.40712,AI Governance Audit and Drift Monitoring
2731,AIR004,AI Decision Support with Human Oversight,2,8.31711,AI Governance Audit and Drift Monitoring
2731,AIR007,AI Security and Misuse Resistance,3,8.09387,AI Governance Audit and Drift Monitoring
2731,AIR005,Participatory AI and Local Knowledge Integration,4,7.99612,AI Governance Audit and Drift Monitoring
2731,AIR002,AI Scenario Modeling and Stress Testing,5,7.87407,AI Governance Audit and Drift Monitoring
2731,AIR001,AI Early Warning and Anomaly Detection,6,7.7978,AI Governance Audit and Drift Monitoring
2731,AIR003,AI-Assisted Infrastructure Maintenance,7,7.74683,AI Governance Audit and Drift Monitoring
2732,AIR006,AI Governance Audit and Drift Monitoring,1,8.25305,AI Governance Audit and Drift Monitoring
2732,AIR004,AI Decision Support with Human Oversight,2,8.24414,AI Governance Audit and Drift Monitoring
2732,AIR005,Participatory AI and Local Knowledge Integration,3,8.03132,AI Governance Audit and Drift Monitoring
2732,AIR001,AI Early Warning and Anomaly Detection,4,7.91831,AI Governance Audit and Drift Monitoring
2732,AIR002,AI Scenario Modeling and Stress Testing,5,7.90104,AI Governance Audit and Drift Monitoring
2732,AIR003,AI-Assisted Infrastructure Maintenance,6,7.89765,AI Governance Audit and Drift Monitoring
2732,AIR007,AI Security and Misuse Resistance,7,7.89425,AI Governance Audit and Drift Monitoring
2733,AIR006,AI Governance Audit and Drift Monitoring,1,8.42888,AI Governance Audit and Drift Monitoring
2733,AIR005,Participatory AI and Local Knowledge Integration,2,8.35367,AI Governance Audit and Drift Monitoring
2733,AIR004,AI Decision Support with Human Oversight,3,8.11915,AI Governance Audit and Drift Monitoring
2733,AIR002,AI Scenario Modeling and Stress Testing,4,8.07698,AI Governance Audit and Drift Monitoring
2733,AIR007,AI Security and Misuse Resistance,5,8.0253,AI Governance Audit and Drift Monitoring
2733,AIR003,AI-Assisted Infrastructure Maintenance,6,7.84061,AI Governance Audit and Drift Monitoring
2733,AIR001,AI Early Warning and Anomaly Detection,7,7.82766,AI Governance Audit and Drift Monitoring
2734,AIR007,AI Security and Misuse Resistance,1,8.35948,AI Security and Misuse Resistance
2734,AIR004,AI Decision Support with Human Oversight,2,8.28089,AI Security and Misuse Resistance
2734,AIR006,AI Governance Audit and Drift Monitoring,3,8.17569,AI Security and Misuse Resistance
2734,AIR001,AI Early Warning and Anomaly Detection,4,8.04353,AI Security and Misuse Resistance
2734,AIR005,Participatory AI and Local Knowledge Integration,5,7.91724,AI Security and Misuse Resistance
2734,AIR003,AI-Assisted Infrastructure Maintenance,6,7.51204,AI Security and Misuse Resistance
2734,AIR002,AI Scenario Modeling and Stress Testing,7,7.48679,AI Security and Misuse Resistance
2735,AIR004,AI Decision Support with Human Oversight,1,8.39977,AI Decision Support with Human Oversight
2735,AIR006,AI Governance Audit and Drift Monitoring,2,8.28208,AI Decision Support with Human Oversight
2735,AIR007,AI Security and Misuse Resistance,3,8.17443,AI Decision Support with Human Oversight
2735,AIR005,Participatory AI and Local Knowledge Integration,4,8.02648,AI Decision Support with Human Oversight
2735,AIR002,AI Scenario Modeling and Stress Testing,5,7.97128,AI Decision Support with Human Oversight
2735,AIR001,AI Early Warning and Anomaly Detection,6,7.52444,AI Decision Support with Human Oversight
2735,AIR003,AI-Assisted Infrastructure Maintenance,7,7.46612,AI Decision Support with Human Oversight
2736,AIR006,AI Governance Audit and Drift Monitoring,1,8.52269,AI Governance Audit and Drift Monitoring
2736,AIR004,AI Decision Support with Human Oversight,2,8.16706,AI Governance Audit and Drift Monitoring
2736,AIR007,AI Security and Misuse Resistance,3,8.00739,AI Governance Audit and Drift Monitoring
2736,AIR003,AI-Assisted Infrastructure Maintenance,4,7.93124,AI Governance Audit and Drift Monitoring
2736,AIR002,AI Scenario Modeling and Stress Testing,5,7.90023,AI Governance Audit and Drift Monitoring
2736,AIR005,Participatory AI and Local Knowledge Integration,6,7.73378,AI Governance Audit and Drift Monitoring
2736,AIR001,AI Early Warning and Anomaly Detection,7,7.63714,AI Governance Audit and Drift Monitoring
2737,AIR006,AI Governance Audit and Drift Monitoring,1,8.39772,AI Governance Audit and Drift Monitoring
2737,AIR004,AI Decision Support with Human Oversight,2,8.28075,AI Governance Audit and Drift Monitoring
2737,AIR007,AI Security and Misuse Resistance,3,8.19744,AI Governance Audit and Drift Monitoring
2737,AIR005,Participatory AI and Local Knowledge Integration,4,8.02738,AI Governance Audit and Drift Monitoring
2737,AIR002,AI Scenario Modeling and Stress Testing,5,7.84108,AI Governance Audit and Drift Monitoring
2737,AIR001,AI Early Warning and Anomaly Detection,6,7.79214,AI Governance Audit and Drift Monitoring
2737,AIR003,AI-Assisted Infrastructure Maintenance,7,7.59322,AI Governance Audit and Drift Monitoring
2738,AIR005,Participatory AI and Local Knowledge Integration,1,8.3959,Participatory AI and Local Knowledge Integration
2738,AIR006,AI Governance Audit and Drift Monitoring,2,8.2497,Participatory AI and Local Knowledge Integration
2738,AIR004,AI Decision Support with Human Oversight,3,8.06488,Participatory AI and Local Knowledge Integration
2738,AIR002,AI Scenario Modeling and Stress Testing,4,8.01933,Participatory AI and Local Knowledge Integration
2738,AIR007,AI Security and Misuse Resistance,5,8.01212,Participatory AI and Local Knowledge Integration
2738,AIR001,AI Early Warning and Anomaly Detection,6,7.94889,Participatory AI and Local Knowledge Integration
2738,AIR003,AI-Assisted Infrastructure Maintenance,7,7.79043,Participatory AI and Local Knowledge Integration
2739,AIR007,AI Security and Misuse Resistance,1,8.36988,AI Security and Misuse Resistance
2739,AIR002,AI Scenario Modeling and Stress Testing,2,8.2271,AI Security and Misuse Resistance
2739,AIR006,AI Governance Audit and Drift Monitoring,3,8.19271,AI Security and Misuse Resistance
2739,AIR004,AI Decision Support with Human Oversight,4,8.09892,AI Security and Misuse Resistance
2739,AIR005,Participatory AI and Local Knowledge Integration,5,8.04314,AI Security and Misuse Resistance
2739,AIR003,AI-Assisted Infrastructure Maintenance,6,7.97826,AI Security and Misuse Resistance
2739,AIR001,AI Early Warning and Anomaly Detection,7,7.82779,AI Security and Misuse Resistance
2740,AIR006,AI Governance Audit and Drift Monitoring,1,8.29181,AI Governance Audit and Drift Monitoring
2740,AIR004,AI Decision Support with Human Oversight,2,8.23597,AI Governance Audit and Drift Monitoring
2740,AIR005,Participatory AI and Local Knowledge Integration,3,8.20283,AI Governance Audit and Drift Monitoring
2740,AIR007,AI Security and Misuse Resistance,4,8.0505,AI Governance Audit and Drift Monitoring
2740,AIR001,AI Early Warning and Anomaly Detection,5,8.03547,AI Governance Audit and Drift Monitoring
2740,AIR002,AI Scenario Modeling and Stress Testing,6,7.97777,AI Governance Audit and Drift Monitoring
2740,AIR003,AI-Assisted Infrastructure Maintenance,7,7.71611,AI Governance Audit and Drift Monitoring
2741,AIR005,Participatory AI and Local Knowledge Integration,1,8.17676,Participatory AI and Local Knowledge Integration
2741,AIR007,AI Security and Misuse Resistance,2,8.02496,Participatory AI and Local Knowledge Integration
2741,AIR006,AI Governance Audit and Drift Monitoring,3,8.01803,Participatory AI and Local Knowledge Integration
2741,AIR002,AI Scenario Modeling and Stress Testing,4,7.93597,Participatory AI and Local Knowledge Integration
2741,AIR003,AI-Assisted Infrastructure Maintenance,5,7.93093,Participatory AI and Local Knowledge Integration
2741,AIR004,AI Decision Support with Human Oversight,6,7.86907,Participatory AI and Local Knowledge Integration
2741,AIR001,AI Early Warning and Anomaly Detection,7,7.68873,Participatory AI and Local Knowledge Integration
2742,AIR006,AI Governance Audit and Drift Monitoring,1,8.51483,AI Governance Audit and Drift Monitoring
2742,AIR001,AI Early Warning and Anomaly Detection,2,8.23518,AI Governance Audit and Drift Monitoring
2742,AIR005,Participatory AI and Local Knowledge Integration,3,8.2147,AI Governance Audit and Drift Monitoring
2742,AIR002,AI Scenario Modeling and Stress Testing,4,8.1964,AI Governance Audit and Drift Monitoring
2742,AIR004,AI Decision Support with Human Oversight,5,8.15896,AI Governance Audit and Drift Monitoring
2742,AIR003,AI-Assisted Infrastructure Maintenance,6,8.05912,AI Governance Audit and Drift Monitoring
2742,AIR007,AI Security and Misuse Resistance,7,8.04601,AI Governance Audit and Drift Monitoring
2743,AIR006,AI Governance Audit and Drift Monitoring,1,8.13789,AI Governance Audit and Drift Monitoring
2743,AIR004,AI Decision Support with Human Oversight,2,8.10887,AI Governance Audit and Drift Monitoring
2743,AIR005,Participatory AI and Local Knowledge Integration,3,8.1068,AI Governance Audit and Drift Monitoring
2743,AIR002,AI Scenario Modeling and Stress Testing,4,7.93241,AI Governance Audit and Drift Monitoring
2743,AIR007,AI Security and Misuse Resistance,5,7.92159,AI Governance Audit and Drift Monitoring
2743,AIR003,AI-Assisted Infrastructure Maintenance,6,7.80845,AI Governance Audit and Drift Monitoring
2743,AIR001,AI Early Warning and Anomaly Detection,7,7.66956,AI Governance Audit and Drift Monitoring
2744,AIR005,Participatory AI and Local Knowledge Integration,1,8.1817,Participatory AI and Local Knowledge Integration
2744,AIR006,AI Governance Audit and Drift Monitoring,2,8.13195,Participatory AI and Local Knowledge Integration
2744,AIR004,AI Decision Support with Human Oversight,3,8.0193,Participatory AI and Local Knowledge Integration
2744,AIR003,AI-Assisted Infrastructure Maintenance,4,7.79256,Participatory AI and Local Knowledge Integration
2744,AIR001,AI Early Warning and Anomaly Detection,5,7.75651,Participatory AI and Local Knowledge Integration
2744,AIR007,AI Security and Misuse Resistance,6,7.74302,Participatory AI and Local Knowledge Integration
2744,AIR002,AI Scenario Modeling and Stress Testing,7,7.71733,Participatory AI and Local Knowledge Integration
2745,AIR004,AI Decision Support with Human Oversight,1,8.24716,AI Decision Support with Human Oversight
2745,AIR006,AI Governance Audit and Drift Monitoring,2,8.2332,AI Decision Support with Human Oversight
2745,AIR007,AI Security and Misuse Resistance,3,8.19552,AI Decision Support with Human Oversight
2745,AIR005,Participatory AI and Local Knowledge Integration,4,8.17703,AI Decision Support with Human Oversight
2745,AIR003,AI-Assisted Infrastructure Maintenance,5,7.71024,AI Decision Support with Human Oversight
2745,AIR002,AI Scenario Modeling and Stress Testing,6,7.642,AI Decision Support with Human Oversight
2745,AIR001,AI Early Warning and Anomaly Detection,7,7.61932,AI Decision Support with Human Oversight
2746,AIR006,AI Governance Audit and Drift Monitoring,1,8.20776,AI Governance Audit and Drift Monitoring
2746,AIR004,AI Decision Support with Human Oversight,2,8.13076,AI Governance Audit and Drift Monitoring
2746,AIR005,Participatory AI and Local Knowledge Integration,3,8.02635,AI Governance Audit and Drift Monitoring
2746,AIR002,AI Scenario Modeling and Stress Testing,4,7.97624,AI Governance Audit and Drift Monitoring
2746,AIR001,AI Early Warning and Anomaly Detection,5,7.95588,AI Governance Audit and Drift Monitoring
2746,AIR003,AI-Assisted Infrastructure Maintenance,6,7.81566,AI Governance Audit and Drift Monitoring
2746,AIR007,AI Security and Misuse Resistance,7,7.79181,AI Governance Audit and Drift Monitoring
2747,AIR006,AI Governance Audit and Drift Monitoring,1,8.22111,AI Governance Audit and Drift Monitoring
2747,AIR004,AI Decision Support with Human Oversight,2,8.19733,AI Governance Audit and Drift Monitoring
2747,AIR005,Participatory AI and Local Knowledge Integration,3,8.10439,AI Governance Audit and Drift Monitoring
2747,AIR002,AI Scenario Modeling and Stress Testing,4,8.08521,AI Governance Audit and Drift Monitoring
2747,AIR003,AI-Assisted Infrastructure Maintenance,5,8.03201,AI Governance Audit and Drift Monitoring
2747,AIR001,AI Early Warning and Anomaly Detection,6,7.93903,AI Governance Audit and Drift Monitoring
2747,AIR007,AI Security and Misuse Resistance,7,7.80795,AI Governance Audit and Drift Monitoring
2748,AIR006,AI Governance Audit and Drift Monitoring,1,8.27288,AI Governance Audit and Drift Monitoring
2748,AIR007,AI Security and Misuse Resistance,2,8.14521,AI Governance Audit and Drift Monitoring
2748,AIR005,Participatory AI and Local Knowledge Integration,3,8.05252,AI Governance Audit and Drift Monitoring
2748,AIR002,AI Scenario Modeling and Stress Testing,4,7.96263,AI Governance Audit and Drift Monitoring
2748,AIR004,AI Decision Support with Human Oversight,5,7.88009,AI Governance Audit and Drift Monitoring
2748,AIR001,AI Early Warning and Anomaly Detection,6,7.65382,AI Governance Audit and Drift Monitoring
2748,AIR003,AI-Assisted Infrastructure Maintenance,7,7.46693,AI Governance Audit and Drift Monitoring
2749,AIR004,AI Decision Support with Human Oversight,1,8.2905,AI Decision Support with Human Oversight
2749,AIR006,AI Governance Audit and Drift Monitoring,2,8.12063,AI Decision Support with Human Oversight
2749,AIR002,AI Scenario Modeling and Stress Testing,3,7.98619,AI Decision Support with Human Oversight
2749,AIR001,AI Early Warning and Anomaly Detection,4,7.97551,AI Decision Support with Human Oversight
2749,AIR007,AI Security and Misuse Resistance,5,7.95393,AI Decision Support with Human Oversight
2749,AIR005,Participatory AI and Local Knowledge Integration,6,7.79537,AI Decision Support with Human Oversight
2749,AIR003,AI-Assisted Infrastructure Maintenance,7,7.72632,AI Decision Support with Human Oversight
2750,AIR005,Participatory AI and Local Knowledge Integration,1,8.35043,Participatory AI and Local Knowledge Integration
2750,AIR007,AI Security and Misuse Resistance,2,8.34565,Participatory AI and Local Knowledge Integration
2750,AIR006,AI Governance Audit and Drift Monitoring,3,8.13221,Participatory AI and Local Knowledge Integration
2750,AIR004,AI Decision Support with Human Oversight,4,7.99134,Participatory AI and Local Knowledge Integration
2750,AIR001,AI Early Warning and Anomaly Detection,5,7.93097,Participatory AI and Local Knowledge Integration
2750,AIR003,AI-Assisted Infrastructure Maintenance,6,7.75848,Participatory AI and Local Knowledge Integration
2750,AIR002,AI Scenario Modeling and Stress Testing,7,7.42884,Participatory AI and Local Knowledge Integration
2751,AIR006,AI Governance Audit and Drift Monitoring,1,8.19058,AI Governance Audit and Drift Monitoring
