simulation_id,strategy_id,strategy,rank,adjusted_ethical_resilience_value
2682,ERS004,Critical Infrastructure Hardening Only,8,5.05397
2683,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.24338
2683,ERS003,Community-Led Heat Resilience Network,2,7.94126
2683,ERS005,Public Housing Climate Retrofit Program,3,7.72883
2683,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.68372
2683,ERS007,Equity-Weighted Recovery Fund,5,7.64845
2683,ERS002,Managed Retreat with Social Protection,6,7.44132
2683,ERS001,Targeted Flood Defense Upgrade,7,5.81222
2683,ERS004,Critical Infrastructure Hardening Only,8,4.78452
2684,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.8821
2684,ERS007,Equity-Weighted Recovery Fund,2,7.54518
2684,ERS002,Managed Retreat with Social Protection,3,7.40602
2684,ERS005,Public Housing Climate Retrofit Program,4,7.33613
2684,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,6.96577
2684,ERS003,Community-Led Heat Resilience Network,6,6.88572
2684,ERS001,Targeted Flood Defense Upgrade,7,6.25619
2684,ERS004,Critical Infrastructure Hardening Only,8,5.22039
2685,ERS005,Public Housing Climate Retrofit Program,1,7.77481
2685,ERS007,Equity-Weighted Recovery Fund,2,7.76397
2685,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.76077
2685,ERS003,Community-Led Heat Resilience Network,4,7.59337
2685,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.5921
2685,ERS002,Managed Retreat with Social Protection,6,6.93002
2685,ERS001,Targeted Flood Defense Upgrade,7,5.86481
2685,ERS004,Critical Infrastructure Hardening Only,8,5.1107
2686,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.17348
2686,ERS005,Public Housing Climate Retrofit Program,2,7.85241
2686,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.80002
2686,ERS002,Managed Retreat with Social Protection,4,7.5724
2686,ERS007,Equity-Weighted Recovery Fund,5,7.18647
2686,ERS003,Community-Led Heat Resilience Network,6,7.11181
2686,ERS001,Targeted Flood Defense Upgrade,7,6.25216
2686,ERS004,Critical Infrastructure Hardening Only,8,4.92799
2687,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.17662
2687,ERS007,Equity-Weighted Recovery Fund,2,7.78551
2687,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.42615
2687,ERS002,Managed Retreat with Social Protection,4,7.24317
2687,ERS003,Community-Led Heat Resilience Network,5,7.08495
2687,ERS005,Public Housing Climate Retrofit Program,6,6.98081
2687,ERS001,Targeted Flood Defense Upgrade,7,6.50927
2687,ERS004,Critical Infrastructure Hardening Only,8,5.19577
2688,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.16363
2688,ERS005,Public Housing Climate Retrofit Program,2,8.12849
2688,ERS003,Community-Led Heat Resilience Network,3,7.86325
2688,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.4539
2688,ERS007,Equity-Weighted Recovery Fund,5,7.39273
2688,ERS002,Managed Retreat with Social Protection,6,7.20316
2688,ERS001,Targeted Flood Defense Upgrade,7,6.20968
2688,ERS004,Critical Infrastructure Hardening Only,8,5.25331
2689,ERS005,Public Housing Climate Retrofit Program,1,7.6332
2689,ERS003,Community-Led Heat Resilience Network,2,7.5278
2689,ERS007,Equity-Weighted Recovery Fund,3,7.50655
2689,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.40682
2689,ERS002,Managed Retreat with Social Protection,5,7.26939
2689,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.16487
2689,ERS001,Targeted Flood Defense Upgrade,7,6.1148
2689,ERS004,Critical Infrastructure Hardening Only,8,5.6423
2690,ERS007,Equity-Weighted Recovery Fund,1,8.06036
2690,ERS003,Community-Led Heat Resilience Network,2,8.05164
2690,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.74306
2690,ERS005,Public Housing Climate Retrofit Program,4,7.60627
2690,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.25616
2690,ERS002,Managed Retreat with Social Protection,6,7.13586
2690,ERS001,Targeted Flood Defense Upgrade,7,6.13313
2690,ERS004,Critical Infrastructure Hardening Only,8,4.73641
2691,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.78848
2691,ERS007,Equity-Weighted Recovery Fund,2,7.75783
2691,ERS005,Public Housing Climate Retrofit Program,3,7.6661
2691,ERS003,Community-Led Heat Resilience Network,4,7.39456
2691,ERS002,Managed Retreat with Social Protection,5,7.36722
2691,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.28954
2691,ERS001,Targeted Flood Defense Upgrade,7,6.02244
2691,ERS004,Critical Infrastructure Hardening Only,8,5.11468
2692,ERS005,Public Housing Climate Retrofit Program,1,8.29639
2692,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.78323
2692,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.74195
2692,ERS003,Community-Led Heat Resilience Network,4,7.56187
2692,ERS007,Equity-Weighted Recovery Fund,5,7.50846
2692,ERS002,Managed Retreat with Social Protection,6,6.99753
2692,ERS001,Targeted Flood Defense Upgrade,7,6.00455
2692,ERS004,Critical Infrastructure Hardening Only,8,5.08603
2693,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.10138
2693,ERS007,Equity-Weighted Recovery Fund,2,7.86499
2693,ERS005,Public Housing Climate Retrofit Program,3,7.81864
2693,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.60968
2693,ERS003,Community-Led Heat Resilience Network,5,7.43855
2693,ERS002,Managed Retreat with Social Protection,6,7.40117
2693,ERS001,Targeted Flood Defense Upgrade,7,6.10153
2693,ERS004,Critical Infrastructure Hardening Only,8,4.89522
2694,ERS005,Public Housing Climate Retrofit Program,1,7.83337
2694,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.74387
2694,ERS007,Equity-Weighted Recovery Fund,3,7.74239
2694,ERS002,Managed Retreat with Social Protection,4,7.58855
2694,ERS003,Community-Led Heat Resilience Network,5,7.41699
2694,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.26516
2694,ERS001,Targeted Flood Defense Upgrade,7,5.90718
2694,ERS004,Critical Infrastructure Hardening Only,8,4.56966
2695,ERS005,Public Housing Climate Retrofit Program,1,7.89567
2695,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.69751
2695,ERS003,Community-Led Heat Resilience Network,3,7.66438
2695,ERS007,Equity-Weighted Recovery Fund,4,7.50257
2695,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.29015
2695,ERS002,Managed Retreat with Social Protection,6,7.15278
2695,ERS001,Targeted Flood Defense Upgrade,7,6.1276
2695,ERS004,Critical Infrastructure Hardening Only,8,4.91667
2696,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.6892
2696,ERS003,Community-Led Heat Resilience Network,2,7.61447
2696,ERS005,Public Housing Climate Retrofit Program,3,7.59317
2696,ERS002,Managed Retreat with Social Protection,4,7.32847
2696,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.20621
2696,ERS007,Equity-Weighted Recovery Fund,6,7.10303
2696,ERS001,Targeted Flood Defense Upgrade,7,5.86963
2696,ERS004,Critical Infrastructure Hardening Only,8,5.47189
2697,ERS007,Equity-Weighted Recovery Fund,1,8.05927
2697,ERS006,Watershed Restoration with Indigenous Co-Governance,2,8.0269
2697,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.95714
2697,ERS005,Public Housing Climate Retrofit Program,4,7.4784
2697,ERS003,Community-Led Heat Resilience Network,5,7.40964
2697,ERS002,Managed Retreat with Social Protection,6,7.15001
2697,ERS001,Targeted Flood Defense Upgrade,7,6.16288
2697,ERS004,Critical Infrastructure Hardening Only,8,4.7939
2698,ERS005,Public Housing Climate Retrofit Program,1,7.96781
2698,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.74022
2698,ERS007,Equity-Weighted Recovery Fund,3,7.72723
2698,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.39638
2698,ERS002,Managed Retreat with Social Protection,5,7.34763
2698,ERS003,Community-Led Heat Resilience Network,6,7.0698
2698,ERS001,Targeted Flood Defense Upgrade,7,6.38209
2698,ERS004,Critical Infrastructure Hardening Only,8,4.70064
2699,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.15819
2699,ERS003,Community-Led Heat Resilience Network,2,8.14865
2699,ERS005,Public Housing Climate Retrofit Program,3,7.85952
2699,ERS007,Equity-Weighted Recovery Fund,4,7.56703
2699,ERS002,Managed Retreat with Social Protection,5,7.24524
2699,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.94735
2699,ERS001,Targeted Flood Defense Upgrade,7,5.99076
2699,ERS004,Critical Infrastructure Hardening Only,8,4.89372
2700,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,8.06623
2700,ERS005,Public Housing Climate Retrofit Program,2,7.86935
2700,ERS007,Equity-Weighted Recovery Fund,3,7.78013
2700,ERS003,Community-Led Heat Resilience Network,4,7.33702
2700,ERS002,Managed Retreat with Social Protection,5,7.32491
2700,ERS006,Watershed Restoration with Indigenous Co-Governance,6,7.16748
2700,ERS001,Targeted Flood Defense Upgrade,7,5.37588
2700,ERS004,Critical Infrastructure Hardening Only,8,4.66052
2701,ERS005,Public Housing Climate Retrofit Program,1,7.79224
2701,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.77157
2701,ERS007,Equity-Weighted Recovery Fund,3,7.71247
2701,ERS002,Managed Retreat with Social Protection,4,7.70968
2701,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.70111
2701,ERS003,Community-Led Heat Resilience Network,6,7.41836
2701,ERS001,Targeted Flood Defense Upgrade,7,6.03332
2701,ERS004,Critical Infrastructure Hardening Only,8,5.15317
2702,ERS003,Community-Led Heat Resilience Network,1,7.9263
2702,ERS007,Equity-Weighted Recovery Fund,2,7.74396
2702,ERS005,Public Housing Climate Retrofit Program,3,7.70805
2702,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.57844
2702,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.52424
2702,ERS002,Managed Retreat with Social Protection,6,7.42068
2702,ERS001,Targeted Flood Defense Upgrade,7,6.19373
2702,ERS004,Critical Infrastructure Hardening Only,8,5.05348
2703,ERS005,Public Housing Climate Retrofit Program,1,7.76215
2703,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.64326
2703,ERS007,Equity-Weighted Recovery Fund,3,7.6149
2703,ERS003,Community-Led Heat Resilience Network,4,7.55446
2703,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.51687
2703,ERS002,Managed Retreat with Social Protection,6,7.11747
2703,ERS001,Targeted Flood Defense Upgrade,7,5.99061
2703,ERS004,Critical Infrastructure Hardening Only,8,4.95742
2704,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.99861
2704,ERS007,Equity-Weighted Recovery Fund,2,7.81803
2704,ERS005,Public Housing Climate Retrofit Program,3,7.73232
2704,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.60534
2704,ERS002,Managed Retreat with Social Protection,5,7.45259
2704,ERS003,Community-Led Heat Resilience Network,6,7.08191
2704,ERS001,Targeted Flood Defense Upgrade,7,5.56589
2704,ERS004,Critical Infrastructure Hardening Only,8,5.20062
2705,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.75148
2705,ERS005,Public Housing Climate Retrofit Program,2,7.59134
2705,ERS002,Managed Retreat with Social Protection,3,7.57429
2705,ERS003,Community-Led Heat Resilience Network,4,7.41258
2705,ERS007,Equity-Weighted Recovery Fund,5,7.30831
2705,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.22286
2705,ERS001,Targeted Flood Defense Upgrade,7,5.81266
2705,ERS004,Critical Infrastructure Hardening Only,8,4.54048
2706,ERS007,Equity-Weighted Recovery Fund,1,8.01525
2706,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.96441
2706,ERS002,Managed Retreat with Social Protection,3,7.4287
2706,ERS003,Community-Led Heat Resilience Network,4,7.33295
2706,ERS005,Public Housing Climate Retrofit Program,5,7.32779
2706,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.29669
2706,ERS001,Targeted Flood Defense Upgrade,7,5.80744
2706,ERS004,Critical Infrastructure Hardening Only,8,4.92829
2707,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.9507
2707,ERS003,Community-Led Heat Resilience Network,2,7.58074
2707,ERS005,Public Housing Climate Retrofit Program,3,7.55624
2707,ERS007,Equity-Weighted Recovery Fund,4,7.4401
2707,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.27714
2707,ERS002,Managed Retreat with Social Protection,6,7.13524
2707,ERS001,Targeted Flood Defense Upgrade,7,5.83768
2707,ERS004,Critical Infrastructure Hardening Only,8,4.77376
2708,ERS002,Managed Retreat with Social Protection,1,7.78419
2708,ERS005,Public Housing Climate Retrofit Program,2,7.76456
2708,ERS007,Equity-Weighted Recovery Fund,3,7.64997
2708,ERS003,Community-Led Heat Resilience Network,4,7.5717
2708,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.40389
2708,ERS006,Watershed Restoration with Indigenous Co-Governance,6,7.13513
2708,ERS001,Targeted Flood Defense Upgrade,7,6.46785
2708,ERS004,Critical Infrastructure Hardening Only,8,5.30355
2709,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.99001
2709,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.79892
2709,ERS007,Equity-Weighted Recovery Fund,3,7.64569
2709,ERS005,Public Housing Climate Retrofit Program,4,7.42135
2709,ERS002,Managed Retreat with Social Protection,5,7.19559
2709,ERS003,Community-Led Heat Resilience Network,6,7.16148
2709,ERS001,Targeted Flood Defense Upgrade,7,6.0908
2709,ERS004,Critical Infrastructure Hardening Only,8,5.84197
2710,ERS007,Equity-Weighted Recovery Fund,1,7.8325
2710,ERS005,Public Housing Climate Retrofit Program,2,7.81917
2710,ERS002,Managed Retreat with Social Protection,3,7.75773
2710,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.71003
2710,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.47093
2710,ERS003,Community-Led Heat Resilience Network,6,7.40737
2710,ERS001,Targeted Flood Defense Upgrade,7,6.25948
2710,ERS004,Critical Infrastructure Hardening Only,8,5.2329
2711,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.06894
2711,ERS005,Public Housing Climate Retrofit Program,2,7.8674
2711,ERS007,Equity-Weighted Recovery Fund,3,7.7052
2711,ERS002,Managed Retreat with Social Protection,4,7.68651
2711,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.50189
2711,ERS003,Community-Led Heat Resilience Network,6,7.44087
2711,ERS001,Targeted Flood Defense Upgrade,7,6.4098
2711,ERS004,Critical Infrastructure Hardening Only,8,5.1665
2712,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.97296
2712,ERS007,Equity-Weighted Recovery Fund,2,7.77449
2712,ERS005,Public Housing Climate Retrofit Program,3,7.63643
2712,ERS003,Community-Led Heat Resilience Network,4,7.5092
2712,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.473
2712,ERS002,Managed Retreat with Social Protection,6,7.44305
2712,ERS001,Targeted Flood Defense Upgrade,7,6.00214
2712,ERS004,Critical Infrastructure Hardening Only,8,5.29563
2713,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.05986
2713,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,8.04397
2713,ERS002,Managed Retreat with Social Protection,3,7.52044
2713,ERS003,Community-Led Heat Resilience Network,4,7.41406
2713,ERS007,Equity-Weighted Recovery Fund,5,7.22042
2713,ERS005,Public Housing Climate Retrofit Program,6,7.04414
2713,ERS001,Targeted Flood Defense Upgrade,7,5.83457
2713,ERS004,Critical Infrastructure Hardening Only,8,5.15752
2714,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,8.01756
2714,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.90296
2714,ERS007,Equity-Weighted Recovery Fund,3,7.76611
2714,ERS005,Public Housing Climate Retrofit Program,4,7.58649
2714,ERS002,Managed Retreat with Social Protection,5,7.51238
2714,ERS003,Community-Led Heat Resilience Network,6,7.34333
2714,ERS001,Targeted Flood Defense Upgrade,7,5.66441
2714,ERS004,Critical Infrastructure Hardening Only,8,5.03282
2715,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.89576
2715,ERS005,Public Housing Climate Retrofit Program,2,7.71822
2715,ERS003,Community-Led Heat Resilience Network,3,7.63897
2715,ERS007,Equity-Weighted Recovery Fund,4,7.54476
2715,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.39245
2715,ERS002,Managed Retreat with Social Protection,6,7.23479
2715,ERS001,Targeted Flood Defense Upgrade,7,6.64844
2715,ERS004,Critical Infrastructure Hardening Only,8,5.33748
2716,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.9781
2716,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.92935
2716,ERS002,Managed Retreat with Social Protection,3,7.81295
2716,ERS005,Public Housing Climate Retrofit Program,4,7.67587
2716,ERS003,Community-Led Heat Resilience Network,5,7.47696
2716,ERS007,Equity-Weighted Recovery Fund,6,7.27795
2716,ERS001,Targeted Flood Defense Upgrade,7,5.81293
2716,ERS004,Critical Infrastructure Hardening Only,8,5.45425
2717,ERS005,Public Housing Climate Retrofit Program,1,7.83601
2717,ERS002,Managed Retreat with Social Protection,2,7.56584
2717,ERS007,Equity-Weighted Recovery Fund,3,7.4672
2717,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.19601
