simulation_id,strategy_id,strategy,rank,economic_resilience_value,winner
2974,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.65849,Countercyclical Stabilization and Public Investment Framework
2975,ER006,Community Finance and Small Business Continuity Fund,1,8.6943,Community Finance and Small Business Continuity Fund
2975,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.54734,Community Finance and Small Business Continuity Fund
2975,ER005,Climate Transition and Just Regional Development Plan,3,8.51371,Community Finance and Small Business Continuity Fund
2975,ER003,Workforce Retraining and Mobility Initiative,4,8.44496,Community Finance and Small Business Continuity Fund
2975,ER002,Supply Chain Buffer and Redundancy Strategy,5,8.08277,Community Finance and Small Business Continuity Fund
2975,ER001,Industrial Diversification and Local Production Program,6,8.00606,Community Finance and Small Business Continuity Fund
2976,ER005,Climate Transition and Just Regional Development Plan,1,8.7923,Climate Transition and Just Regional Development Plan
2976,ER001,Industrial Diversification and Local Production Program,2,8.15138,Climate Transition and Just Regional Development Plan
2976,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.07064,Climate Transition and Just Regional Development Plan
2976,ER006,Community Finance and Small Business Continuity Fund,4,7.82279,Climate Transition and Just Regional Development Plan
2976,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.81224,Climate Transition and Just Regional Development Plan
2976,ER003,Workforce Retraining and Mobility Initiative,6,7.81006,Climate Transition and Just Regional Development Plan
2977,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.21333,Countercyclical Stabilization and Public Investment Framework
2977,ER001,Industrial Diversification and Local Production Program,2,8.2033,Countercyclical Stabilization and Public Investment Framework
2977,ER005,Climate Transition and Just Regional Development Plan,3,8.16413,Countercyclical Stabilization and Public Investment Framework
2977,ER006,Community Finance and Small Business Continuity Fund,4,8.14954,Countercyclical Stabilization and Public Investment Framework
2977,ER003,Workforce Retraining and Mobility Initiative,5,7.92145,Countercyclical Stabilization and Public Investment Framework
2977,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.5233,Countercyclical Stabilization and Public Investment Framework
2978,ER003,Workforce Retraining and Mobility Initiative,1,8.39165,Workforce Retraining and Mobility Initiative
2978,ER006,Community Finance and Small Business Continuity Fund,2,8.26196,Workforce Retraining and Mobility Initiative
2978,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.13584,Workforce Retraining and Mobility Initiative
2978,ER001,Industrial Diversification and Local Production Program,4,8.01222,Workforce Retraining and Mobility Initiative
2978,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.92843,Workforce Retraining and Mobility Initiative
2978,ER005,Climate Transition and Just Regional Development Plan,6,7.77528,Workforce Retraining and Mobility Initiative
2979,ER005,Climate Transition and Just Regional Development Plan,1,8.52559,Climate Transition and Just Regional Development Plan
2979,ER003,Workforce Retraining and Mobility Initiative,2,8.46262,Climate Transition and Just Regional Development Plan
2979,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.28662,Climate Transition and Just Regional Development Plan
2979,ER006,Community Finance and Small Business Continuity Fund,4,7.90752,Climate Transition and Just Regional Development Plan
2979,ER001,Industrial Diversification and Local Production Program,5,7.77542,Climate Transition and Just Regional Development Plan
2979,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.68963,Climate Transition and Just Regional Development Plan
2980,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.40169,Countercyclical Stabilization and Public Investment Framework
2980,ER006,Community Finance and Small Business Continuity Fund,2,8.22269,Countercyclical Stabilization and Public Investment Framework
2980,ER005,Climate Transition and Just Regional Development Plan,3,8.1911,Countercyclical Stabilization and Public Investment Framework
2980,ER001,Industrial Diversification and Local Production Program,4,7.98721,Countercyclical Stabilization and Public Investment Framework
2980,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.98027,Countercyclical Stabilization and Public Investment Framework
2980,ER003,Workforce Retraining and Mobility Initiative,6,7.92339,Countercyclical Stabilization and Public Investment Framework
2981,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.5939,Countercyclical Stabilization and Public Investment Framework
2981,ER001,Industrial Diversification and Local Production Program,2,8.24535,Countercyclical Stabilization and Public Investment Framework
2981,ER005,Climate Transition and Just Regional Development Plan,3,8.09071,Countercyclical Stabilization and Public Investment Framework
2981,ER006,Community Finance and Small Business Continuity Fund,4,7.87811,Countercyclical Stabilization and Public Investment Framework
2981,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.74616,Countercyclical Stabilization and Public Investment Framework
2981,ER003,Workforce Retraining and Mobility Initiative,6,7.39163,Countercyclical Stabilization and Public Investment Framework
2982,ER006,Community Finance and Small Business Continuity Fund,1,8.76801,Community Finance and Small Business Continuity Fund
2982,ER003,Workforce Retraining and Mobility Initiative,2,8.43526,Community Finance and Small Business Continuity Fund
2982,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.33275,Community Finance and Small Business Continuity Fund
2982,ER005,Climate Transition and Just Regional Development Plan,4,8.17683,Community Finance and Small Business Continuity Fund
2982,ER001,Industrial Diversification and Local Production Program,5,7.90425,Community Finance and Small Business Continuity Fund
2982,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.63873,Community Finance and Small Business Continuity Fund
2983,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.54344,Countercyclical Stabilization and Public Investment Framework
2983,ER003,Workforce Retraining and Mobility Initiative,2,8.514,Countercyclical Stabilization and Public Investment Framework
2983,ER006,Community Finance and Small Business Continuity Fund,3,8.49628,Countercyclical Stabilization and Public Investment Framework
2983,ER005,Climate Transition and Just Regional Development Plan,4,8.42421,Countercyclical Stabilization and Public Investment Framework
2983,ER001,Industrial Diversification and Local Production Program,5,8.07181,Countercyclical Stabilization and Public Investment Framework
2983,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.70988,Countercyclical Stabilization and Public Investment Framework
2984,ER001,Industrial Diversification and Local Production Program,1,8.40171,Industrial Diversification and Local Production Program
2984,ER003,Workforce Retraining and Mobility Initiative,2,8.34282,Industrial Diversification and Local Production Program
2984,ER005,Climate Transition and Just Regional Development Plan,3,8.26486,Industrial Diversification and Local Production Program
2984,ER006,Community Finance and Small Business Continuity Fund,4,7.98581,Industrial Diversification and Local Production Program
2984,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.71122,Industrial Diversification and Local Production Program
2984,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.65344,Industrial Diversification and Local Production Program
2985,ER001,Industrial Diversification and Local Production Program,1,8.56605,Industrial Diversification and Local Production Program
2985,ER006,Community Finance and Small Business Continuity Fund,2,8.45761,Industrial Diversification and Local Production Program
2985,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.41467,Industrial Diversification and Local Production Program
2985,ER003,Workforce Retraining and Mobility Initiative,4,8.27587,Industrial Diversification and Local Production Program
2985,ER005,Climate Transition and Just Regional Development Plan,5,7.76543,Industrial Diversification and Local Production Program
2985,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.74754,Industrial Diversification and Local Production Program
2986,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.86079,Countercyclical Stabilization and Public Investment Framework
2986,ER005,Climate Transition and Just Regional Development Plan,2,8.33841,Countercyclical Stabilization and Public Investment Framework
2986,ER003,Workforce Retraining and Mobility Initiative,3,8.20079,Countercyclical Stabilization and Public Investment Framework
2986,ER001,Industrial Diversification and Local Production Program,4,8.014,Countercyclical Stabilization and Public Investment Framework
2986,ER006,Community Finance and Small Business Continuity Fund,5,7.9804,Countercyclical Stabilization and Public Investment Framework
2986,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.69215,Countercyclical Stabilization and Public Investment Framework
2987,ER006,Community Finance and Small Business Continuity Fund,1,8.42597,Community Finance and Small Business Continuity Fund
2987,ER005,Climate Transition and Just Regional Development Plan,2,8.29817,Community Finance and Small Business Continuity Fund
