simulation_id,strategy_id,strategy,rank,containment_value,winner
2349,CS005,Digital Service Isolation and Offline Fallbacks,1,7.50373,Digital Service Isolation and Offline Fallbacks
2349,CS001,Microgrid and Critical Service Islanding,2,7.23498,Digital Service Isolation and Offline Fallbacks
2349,CS006,Neighborhood Resilience Hub Network,3,7.12398,Digital Service Isolation and Offline Fallbacks
2349,CS003,Wetland and Floodplain Buffer Network,4,6.96157,Digital Service Isolation and Offline Fallbacks
2349,CS004,Cross-Agency Emergency Coordination Cells,5,6.79752,Digital Service Isolation and Offline Fallbacks
2349,CS002,Regional Supply Network Diversification,6,6.59666,Digital Service Isolation and Offline Fallbacks
2350,CS005,Digital Service Isolation and Offline Fallbacks,1,7.52011,Digital Service Isolation and Offline Fallbacks
2350,CS001,Microgrid and Critical Service Islanding,2,7.47351,Digital Service Isolation and Offline Fallbacks
2350,CS002,Regional Supply Network Diversification,3,7.10747,Digital Service Isolation and Offline Fallbacks
2350,CS004,Cross-Agency Emergency Coordination Cells,4,7.04234,Digital Service Isolation and Offline Fallbacks
2350,CS003,Wetland and Floodplain Buffer Network,5,6.86046,Digital Service Isolation and Offline Fallbacks
2350,CS006,Neighborhood Resilience Hub Network,6,6.84235,Digital Service Isolation and Offline Fallbacks
2351,CS005,Digital Service Isolation and Offline Fallbacks,1,7.39965,Digital Service Isolation and Offline Fallbacks
2351,CS001,Microgrid and Critical Service Islanding,2,7.29324,Digital Service Isolation and Offline Fallbacks
2351,CS004,Cross-Agency Emergency Coordination Cells,3,6.79683,Digital Service Isolation and Offline Fallbacks
2351,CS002,Regional Supply Network Diversification,4,6.7962,Digital Service Isolation and Offline Fallbacks
2351,CS003,Wetland and Floodplain Buffer Network,5,6.66551,Digital Service Isolation and Offline Fallbacks
2351,CS006,Neighborhood Resilience Hub Network,6,6.64223,Digital Service Isolation and Offline Fallbacks
2352,CS006,Neighborhood Resilience Hub Network,1,7.43484,Neighborhood Resilience Hub Network
2352,CS005,Digital Service Isolation and Offline Fallbacks,2,7.34372,Neighborhood Resilience Hub Network
2352,CS004,Cross-Agency Emergency Coordination Cells,3,6.78915,Neighborhood Resilience Hub Network
2352,CS003,Wetland and Floodplain Buffer Network,4,6.78321,Neighborhood Resilience Hub Network
2352,CS001,Microgrid and Critical Service Islanding,5,6.65963,Neighborhood Resilience Hub Network
2352,CS002,Regional Supply Network Diversification,6,6.38005,Neighborhood Resilience Hub Network
2353,CS005,Digital Service Isolation and Offline Fallbacks,1,7.23695,Digital Service Isolation and Offline Fallbacks
2353,CS003,Wetland and Floodplain Buffer Network,2,7.19959,Digital Service Isolation and Offline Fallbacks
2353,CS001,Microgrid and Critical Service Islanding,3,6.94875,Digital Service Isolation and Offline Fallbacks
2353,CS002,Regional Supply Network Diversification,4,6.85601,Digital Service Isolation and Offline Fallbacks
2353,CS004,Cross-Agency Emergency Coordination Cells,5,6.80077,Digital Service Isolation and Offline Fallbacks
2353,CS006,Neighborhood Resilience Hub Network,6,6.77794,Digital Service Isolation and Offline Fallbacks
2354,CS006,Neighborhood Resilience Hub Network,1,7.77013,Neighborhood Resilience Hub Network
2354,CS005,Digital Service Isolation and Offline Fallbacks,2,7.3377,Neighborhood Resilience Hub Network
2354,CS004,Cross-Agency Emergency Coordination Cells,3,6.99643,Neighborhood Resilience Hub Network
2354,CS001,Microgrid and Critical Service Islanding,4,6.98072,Neighborhood Resilience Hub Network
2354,CS002,Regional Supply Network Diversification,5,6.83884,Neighborhood Resilience Hub Network
2354,CS003,Wetland and Floodplain Buffer Network,6,6.4176,Neighborhood Resilience Hub Network
2355,CS002,Regional Supply Network Diversification,1,7.46646,Regional Supply Network Diversification
2355,CS003,Wetland and Floodplain Buffer Network,2,7.399,Regional Supply Network Diversification
2355,CS001,Microgrid and Critical Service Islanding,3,7.28179,Regional Supply Network Diversification
2355,CS004,Cross-Agency Emergency Coordination Cells,4,7.05964,Regional Supply Network Diversification
2355,CS006,Neighborhood Resilience Hub Network,5,7.04641,Regional Supply Network Diversification
2355,CS005,Digital Service Isolation and Offline Fallbacks,6,6.84955,Regional Supply Network Diversification
2356,CS001,Microgrid and Critical Service Islanding,1,7.58497,Microgrid and Critical Service Islanding
2356,CS005,Digital Service Isolation and Offline Fallbacks,2,7.08467,Microgrid and Critical Service Islanding
2356,CS006,Neighborhood Resilience Hub Network,3,6.98308,Microgrid and Critical Service Islanding
2356,CS004,Cross-Agency Emergency Coordination Cells,4,6.81325,Microgrid and Critical Service Islanding
2356,CS003,Wetland and Floodplain Buffer Network,5,6.65523,Microgrid and Critical Service Islanding
2356,CS002,Regional Supply Network Diversification,6,6.55549,Microgrid and Critical Service Islanding
2357,CS001,Microgrid and Critical Service Islanding,1,7.61692,Microgrid and Critical Service Islanding
2357,CS005,Digital Service Isolation and Offline Fallbacks,2,7.20903,Microgrid and Critical Service Islanding
2357,CS002,Regional Supply Network Diversification,3,6.9284,Microgrid and Critical Service Islanding
2357,CS006,Neighborhood Resilience Hub Network,4,6.91471,Microgrid and Critical Service Islanding
2357,CS004,Cross-Agency Emergency Coordination Cells,5,6.68833,Microgrid and Critical Service Islanding
2357,CS003,Wetland and Floodplain Buffer Network,6,6.60362,Microgrid and Critical Service Islanding
2358,CS001,Microgrid and Critical Service Islanding,1,7.57708,Microgrid and Critical Service Islanding
2358,CS006,Neighborhood Resilience Hub Network,2,7.31365,Microgrid and Critical Service Islanding
2358,CS004,Cross-Agency Emergency Coordination Cells,3,6.97798,Microgrid and Critical Service Islanding
2358,CS005,Digital Service Isolation and Offline Fallbacks,4,6.92147,Microgrid and Critical Service Islanding
2358,CS002,Regional Supply Network Diversification,5,6.84199,Microgrid and Critical Service Islanding
2358,CS003,Wetland and Floodplain Buffer Network,6,6.81097,Microgrid and Critical Service Islanding
2359,CS005,Digital Service Isolation and Offline Fallbacks,1,7.21699,Digital Service Isolation and Offline Fallbacks
2359,CS001,Microgrid and Critical Service Islanding,2,7.15768,Digital Service Isolation and Offline Fallbacks
2359,CS004,Cross-Agency Emergency Coordination Cells,3,7.1296,Digital Service Isolation and Offline Fallbacks
2359,CS003,Wetland and Floodplain Buffer Network,4,6.95457,Digital Service Isolation and Offline Fallbacks
2359,CS006,Neighborhood Resilience Hub Network,5,6.6547,Digital Service Isolation and Offline Fallbacks
2359,CS002,Regional Supply Network Diversification,6,6.46251,Digital Service Isolation and Offline Fallbacks
2360,CS001,Microgrid and Critical Service Islanding,1,7.36281,Microgrid and Critical Service Islanding
2360,CS005,Digital Service Isolation and Offline Fallbacks,2,7.32075,Microgrid and Critical Service Islanding
2360,CS006,Neighborhood Resilience Hub Network,3,6.89123,Microgrid and Critical Service Islanding
2360,CS003,Wetland and Floodplain Buffer Network,4,6.80314,Microgrid and Critical Service Islanding
2360,CS002,Regional Supply Network Diversification,5,6.7203,Microgrid and Critical Service Islanding
2360,CS004,Cross-Agency Emergency Coordination Cells,6,6.44485,Microgrid and Critical Service Islanding
2361,CS001,Microgrid and Critical Service Islanding,1,7.19734,Microgrid and Critical Service Islanding
2361,CS005,Digital Service Isolation and Offline Fallbacks,2,7.16154,Microgrid and Critical Service Islanding
2361,CS006,Neighborhood Resilience Hub Network,3,7.09262,Microgrid and Critical Service Islanding
2361,CS003,Wetland and Floodplain Buffer Network,4,6.98641,Microgrid and Critical Service Islanding
2361,CS004,Cross-Agency Emergency Coordination Cells,5,6.77507,Microgrid and Critical Service Islanding
2361,CS002,Regional Supply Network Diversification,6,6.66414,Microgrid and Critical Service Islanding
2362,CS001,Microgrid and Critical Service Islanding,1,7.51455,Microgrid and Critical Service Islanding
2362,CS003,Wetland and Floodplain Buffer Network,2,7.16547,Microgrid and Critical Service Islanding
2362,CS006,Neighborhood Resilience Hub Network,3,7.11128,Microgrid and Critical Service Islanding
2362,CS005,Digital Service Isolation and Offline Fallbacks,4,7.03758,Microgrid and Critical Service Islanding
2362,CS004,Cross-Agency Emergency Coordination Cells,5,6.94526,Microgrid and Critical Service Islanding
2362,CS002,Regional Supply Network Diversification,6,6.59991,Microgrid and Critical Service Islanding
2363,CS001,Microgrid and Critical Service Islanding,1,7.42762,Microgrid and Critical Service Islanding
2363,CS006,Neighborhood Resilience Hub Network,2,7.31796,Microgrid and Critical Service Islanding
2363,CS005,Digital Service Isolation and Offline Fallbacks,3,7.08653,Microgrid and Critical Service Islanding
2363,CS004,Cross-Agency Emergency Coordination Cells,4,6.89458,Microgrid and Critical Service Islanding
2363,CS003,Wetland and Floodplain Buffer Network,5,6.82287,Microgrid and Critical Service Islanding
2363,CS002,Regional Supply Network Diversification,6,6.6973,Microgrid and Critical Service Islanding
2364,CS006,Neighborhood Resilience Hub Network,1,7.36023,Neighborhood Resilience Hub Network
2364,CS005,Digital Service Isolation and Offline Fallbacks,2,7.19461,Neighborhood Resilience Hub Network
2364,CS001,Microgrid and Critical Service Islanding,3,7.08392,Neighborhood Resilience Hub Network
2364,CS004,Cross-Agency Emergency Coordination Cells,4,7.08197,Neighborhood Resilience Hub Network
2364,CS003,Wetland and Floodplain Buffer Network,5,7.03769,Neighborhood Resilience Hub Network
2364,CS002,Regional Supply Network Diversification,6,6.54916,Neighborhood Resilience Hub Network
2365,CS006,Neighborhood Resilience Hub Network,1,7.32363,Neighborhood Resilience Hub Network
2365,CS001,Microgrid and Critical Service Islanding,2,7.22069,Neighborhood Resilience Hub Network
2365,CS005,Digital Service Isolation and Offline Fallbacks,3,7.11287,Neighborhood Resilience Hub Network
2365,CS003,Wetland and Floodplain Buffer Network,4,6.96338,Neighborhood Resilience Hub Network
2365,CS002,Regional Supply Network Diversification,5,6.85037,Neighborhood Resilience Hub Network
2365,CS004,Cross-Agency Emergency Coordination Cells,6,6.61201,Neighborhood Resilience Hub Network
2366,CS001,Microgrid and Critical Service Islanding,1,7.51867,Microgrid and Critical Service Islanding
2366,CS005,Digital Service Isolation and Offline Fallbacks,2,7.17992,Microgrid and Critical Service Islanding
2366,CS006,Neighborhood Resilience Hub Network,3,7.08996,Microgrid and Critical Service Islanding
2366,CS002,Regional Supply Network Diversification,4,7.03657,Microgrid and Critical Service Islanding
2366,CS004,Cross-Agency Emergency Coordination Cells,5,6.72231,Microgrid and Critical Service Islanding
2366,CS003,Wetland and Floodplain Buffer Network,6,6.68841,Microgrid and Critical Service Islanding
2367,CS001,Microgrid and Critical Service Islanding,1,7.48526,Microgrid and Critical Service Islanding
2367,CS005,Digital Service Isolation and Offline Fallbacks,2,7.42493,Microgrid and Critical Service Islanding
2367,CS006,Neighborhood Resilience Hub Network,3,7.29231,Microgrid and Critical Service Islanding
2367,CS004,Cross-Agency Emergency Coordination Cells,4,6.96727,Microgrid and Critical Service Islanding
2367,CS002,Regional Supply Network Diversification,5,6.90482,Microgrid and Critical Service Islanding
2367,CS003,Wetland and Floodplain Buffer Network,6,6.86073,Microgrid and Critical Service Islanding
2368,CS003,Wetland and Floodplain Buffer Network,1,7.25062,Wetland and Floodplain Buffer Network
2368,CS006,Neighborhood Resilience Hub Network,2,7.17798,Wetland and Floodplain Buffer Network
2368,CS001,Microgrid and Critical Service Islanding,3,7.13991,Wetland and Floodplain Buffer Network
2368,CS002,Regional Supply Network Diversification,4,6.9177,Wetland and Floodplain Buffer Network
2368,CS005,Digital Service Isolation and Offline Fallbacks,5,6.70769,Wetland and Floodplain Buffer Network
2368,CS004,Cross-Agency Emergency Coordination Cells,6,6.38157,Wetland and Floodplain Buffer Network
2369,CS005,Digital Service Isolation and Offline Fallbacks,1,7.55553,Digital Service Isolation and Offline Fallbacks
2369,CS001,Microgrid and Critical Service Islanding,2,7.20335,Digital Service Isolation and Offline Fallbacks
2369,CS004,Cross-Agency Emergency Coordination Cells,3,6.94424,Digital Service Isolation and Offline Fallbacks
2369,CS003,Wetland and Floodplain Buffer Network,4,6.93659,Digital Service Isolation and Offline Fallbacks
2369,CS002,Regional Supply Network Diversification,5,6.9119,Digital Service Isolation and Offline Fallbacks
2369,CS006,Neighborhood Resilience Hub Network,6,6.83715,Digital Service Isolation and Offline Fallbacks
2370,CS005,Digital Service Isolation and Offline Fallbacks,1,7.40999,Digital Service Isolation and Offline Fallbacks
2370,CS003,Wetland and Floodplain Buffer Network,2,7.10578,Digital Service Isolation and Offline Fallbacks
2370,CS004,Cross-Agency Emergency Coordination Cells,3,7.10062,Digital Service Isolation and Offline Fallbacks
2370,CS001,Microgrid and Critical Service Islanding,4,7.05614,Digital Service Isolation and Offline Fallbacks
2370,CS006,Neighborhood Resilience Hub Network,5,7.04359,Digital Service Isolation and Offline Fallbacks
2370,CS002,Regional Supply Network Diversification,6,6.96356,Digital Service Isolation and Offline Fallbacks
2371,CS005,Digital Service Isolation and Offline Fallbacks,1,7.5452,Digital Service Isolation and Offline Fallbacks
2371,CS004,Cross-Agency Emergency Coordination Cells,2,7.05534,Digital Service Isolation and Offline Fallbacks
2371,CS001,Microgrid and Critical Service Islanding,3,7.05247,Digital Service Isolation and Offline Fallbacks
2371,CS002,Regional Supply Network Diversification,4,6.74469,Digital Service Isolation and Offline Fallbacks
2371,CS003,Wetland and Floodplain Buffer Network,5,6.65462,Digital Service Isolation and Offline Fallbacks
2371,CS006,Neighborhood Resilience Hub Network,6,6.56969,Digital Service Isolation and Offline Fallbacks
2372,CS001,Microgrid and Critical Service Islanding,1,7.52266,Microgrid and Critical Service Islanding
