simulation_id,strategy_id,strategy,rank,drr_value,winner
2103,DRR001,Floodplain Land-Use Restriction,4,6.46941,Ecosystem-Based Flood and Fire Risk Reduction
2103,DRR003,Critical Infrastructure Hardening,5,6.22145,Ecosystem-Based Flood and Fire Risk Reduction
2103,DRR005,Integrated Preparedness and Response Training,6,6.10679,Ecosystem-Based Flood and Fire Risk Reduction
2104,DRR002,Community Early Warning Network,1,6.63266,Community Early Warning Network
2104,DRR006,Equitable Recovery and Housing Protection Program,2,6.59395,Community Early Warning Network
2104,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.4948,Community Early Warning Network
2104,DRR005,Integrated Preparedness and Response Training,4,6.39995,Community Early Warning Network
2104,DRR001,Floodplain Land-Use Restriction,5,6.06457,Community Early Warning Network
2104,DRR003,Critical Infrastructure Hardening,6,6.04125,Community Early Warning Network
2105,DRR006,Equitable Recovery and Housing Protection Program,1,6.77703,Equitable Recovery and Housing Protection Program
2105,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.70168,Equitable Recovery and Housing Protection Program
2105,DRR005,Integrated Preparedness and Response Training,3,6.49976,Equitable Recovery and Housing Protection Program
2105,DRR002,Community Early Warning Network,4,6.40833,Equitable Recovery and Housing Protection Program
2105,DRR003,Critical Infrastructure Hardening,5,6.20525,Equitable Recovery and Housing Protection Program
2105,DRR001,Floodplain Land-Use Restriction,6,6.10767,Equitable Recovery and Housing Protection Program
2106,DRR006,Equitable Recovery and Housing Protection Program,1,6.84459,Equitable Recovery and Housing Protection Program
2106,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.81717,Equitable Recovery and Housing Protection Program
2106,DRR002,Community Early Warning Network,3,6.79139,Equitable Recovery and Housing Protection Program
2106,DRR005,Integrated Preparedness and Response Training,4,6.12232,Equitable Recovery and Housing Protection Program
2106,DRR001,Floodplain Land-Use Restriction,5,5.97993,Equitable Recovery and Housing Protection Program
2106,DRR003,Critical Infrastructure Hardening,6,5.50524,Equitable Recovery and Housing Protection Program
2107,DRR006,Equitable Recovery and Housing Protection Program,1,6.84089,Equitable Recovery and Housing Protection Program
2107,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.69936,Equitable Recovery and Housing Protection Program
2107,DRR002,Community Early Warning Network,3,6.69554,Equitable Recovery and Housing Protection Program
2107,DRR001,Floodplain Land-Use Restriction,4,6.55428,Equitable Recovery and Housing Protection Program
2107,DRR005,Integrated Preparedness and Response Training,5,6.47421,Equitable Recovery and Housing Protection Program
2107,DRR003,Critical Infrastructure Hardening,6,6.45422,Equitable Recovery and Housing Protection Program
2108,DRR006,Equitable Recovery and Housing Protection Program,1,7.01541,Equitable Recovery and Housing Protection Program
2108,DRR003,Critical Infrastructure Hardening,2,6.33593,Equitable Recovery and Housing Protection Program
2108,DRR005,Integrated Preparedness and Response Training,3,6.15473,Equitable Recovery and Housing Protection Program
2108,DRR002,Community Early Warning Network,4,6.08948,Equitable Recovery and Housing Protection Program
2108,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.05389,Equitable Recovery and Housing Protection Program
2108,DRR001,Floodplain Land-Use Restriction,6,5.87908,Equitable Recovery and Housing Protection Program
2109,DRR006,Equitable Recovery and Housing Protection Program,1,6.79901,Equitable Recovery and Housing Protection Program
2109,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.6544,Equitable Recovery and Housing Protection Program
2109,DRR002,Community Early Warning Network,3,6.62046,Equitable Recovery and Housing Protection Program
2109,DRR001,Floodplain Land-Use Restriction,4,6.43763,Equitable Recovery and Housing Protection Program
2109,DRR005,Integrated Preparedness and Response Training,5,6.33806,Equitable Recovery and Housing Protection Program
2109,DRR003,Critical Infrastructure Hardening,6,5.53553,Equitable Recovery and Housing Protection Program
2110,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.83828,Ecosystem-Based Flood and Fire Risk Reduction
2110,DRR006,Equitable Recovery and Housing Protection Program,2,6.785,Ecosystem-Based Flood and Fire Risk Reduction
2110,DRR002,Community Early Warning Network,3,6.6876,Ecosystem-Based Flood and Fire Risk Reduction
2110,DRR005,Integrated Preparedness and Response Training,4,6.41976,Ecosystem-Based Flood and Fire Risk Reduction
2110,DRR001,Floodplain Land-Use Restriction,5,6.40626,Ecosystem-Based Flood and Fire Risk Reduction
2110,DRR003,Critical Infrastructure Hardening,6,6.19844,Ecosystem-Based Flood and Fire Risk Reduction
2111,DRR006,Equitable Recovery and Housing Protection Program,1,7.31787,Equitable Recovery and Housing Protection Program
2111,DRR005,Integrated Preparedness and Response Training,2,6.88266,Equitable Recovery and Housing Protection Program
2111,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.49082,Equitable Recovery and Housing Protection Program
2111,DRR002,Community Early Warning Network,4,6.19295,Equitable Recovery and Housing Protection Program
2111,DRR003,Critical Infrastructure Hardening,5,5.98174,Equitable Recovery and Housing Protection Program
2111,DRR001,Floodplain Land-Use Restriction,6,5.91203,Equitable Recovery and Housing Protection Program
2112,DRR005,Integrated Preparedness and Response Training,1,6.6685,Integrated Preparedness and Response Training
2112,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.59423,Integrated Preparedness and Response Training
2112,DRR002,Community Early Warning Network,3,6.501,Integrated Preparedness and Response Training
2112,DRR006,Equitable Recovery and Housing Protection Program,4,6.40299,Integrated Preparedness and Response Training
2112,DRR001,Floodplain Land-Use Restriction,5,6.02545,Integrated Preparedness and Response Training
2112,DRR003,Critical Infrastructure Hardening,6,5.89802,Integrated Preparedness and Response Training
2113,DRR006,Equitable Recovery and Housing Protection Program,1,7.33629,Equitable Recovery and Housing Protection Program
2113,DRR005,Integrated Preparedness and Response Training,2,6.82198,Equitable Recovery and Housing Protection Program
2113,DRR002,Community Early Warning Network,3,6.53822,Equitable Recovery and Housing Protection Program
2113,DRR003,Critical Infrastructure Hardening,4,6.39255,Equitable Recovery and Housing Protection Program
2113,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.38354,Equitable Recovery and Housing Protection Program
2113,DRR001,Floodplain Land-Use Restriction,6,6.2673,Equitable Recovery and Housing Protection Program
2114,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.97053,Ecosystem-Based Flood and Fire Risk Reduction
2114,DRR006,Equitable Recovery and Housing Protection Program,2,6.62095,Ecosystem-Based Flood and Fire Risk Reduction
2114,DRR001,Floodplain Land-Use Restriction,3,6.5941,Ecosystem-Based Flood and Fire Risk Reduction
2114,DRR002,Community Early Warning Network,4,6.53515,Ecosystem-Based Flood and Fire Risk Reduction
2114,DRR005,Integrated Preparedness and Response Training,5,6.36704,Ecosystem-Based Flood and Fire Risk Reduction
2114,DRR003,Critical Infrastructure Hardening,6,6.0429,Ecosystem-Based Flood and Fire Risk Reduction
2115,DRR006,Equitable Recovery and Housing Protection Program,1,6.66119,Equitable Recovery and Housing Protection Program
2115,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.65256,Equitable Recovery and Housing Protection Program
2115,DRR002,Community Early Warning Network,3,6.37254,Equitable Recovery and Housing Protection Program
2115,DRR005,Integrated Preparedness and Response Training,4,6.2498,Equitable Recovery and Housing Protection Program
2115,DRR003,Critical Infrastructure Hardening,5,5.70429,Equitable Recovery and Housing Protection Program
2115,DRR001,Floodplain Land-Use Restriction,6,5.64779,Equitable Recovery and Housing Protection Program
2116,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.84166,Ecosystem-Based Flood and Fire Risk Reduction
2116,DRR002,Community Early Warning Network,2,6.82382,Ecosystem-Based Flood and Fire Risk Reduction
2116,DRR006,Equitable Recovery and Housing Protection Program,3,6.50716,Ecosystem-Based Flood and Fire Risk Reduction
2116,DRR005,Integrated Preparedness and Response Training,4,6.23136,Ecosystem-Based Flood and Fire Risk Reduction
2116,DRR001,Floodplain Land-Use Restriction,5,6.05039,Ecosystem-Based Flood and Fire Risk Reduction
2116,DRR003,Critical Infrastructure Hardening,6,5.98609,Ecosystem-Based Flood and Fire Risk Reduction
2117,DRR002,Community Early Warning Network,1,6.98828,Community Early Warning Network
2117,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.75405,Community Early Warning Network
2117,DRR006,Equitable Recovery and Housing Protection Program,3,6.38552,Community Early Warning Network
2117,DRR001,Floodplain Land-Use Restriction,4,6.35284,Community Early Warning Network
2117,DRR005,Integrated Preparedness and Response Training,5,6.30036,Community Early Warning Network
2117,DRR003,Critical Infrastructure Hardening,6,5.9271,Community Early Warning Network
2118,DRR006,Equitable Recovery and Housing Protection Program,1,7.12191,Equitable Recovery and Housing Protection Program
2118,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.88286,Equitable Recovery and Housing Protection Program
2118,DRR005,Integrated Preparedness and Response Training,3,6.76599,Equitable Recovery and Housing Protection Program
2118,DRR002,Community Early Warning Network,4,6.31068,Equitable Recovery and Housing Protection Program
2118,DRR003,Critical Infrastructure Hardening,5,6.09472,Equitable Recovery and Housing Protection Program
2118,DRR001,Floodplain Land-Use Restriction,6,5.5421,Equitable Recovery and Housing Protection Program
2119,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,7.08544,Ecosystem-Based Flood and Fire Risk Reduction
2119,DRR002,Community Early Warning Network,2,6.89843,Ecosystem-Based Flood and Fire Risk Reduction
2119,DRR005,Integrated Preparedness and Response Training,3,6.85839,Ecosystem-Based Flood and Fire Risk Reduction
2119,DRR006,Equitable Recovery and Housing Protection Program,4,6.77154,Ecosystem-Based Flood and Fire Risk Reduction
2119,DRR003,Critical Infrastructure Hardening,5,6.23743,Ecosystem-Based Flood and Fire Risk Reduction
2119,DRR001,Floodplain Land-Use Restriction,6,6.14814,Ecosystem-Based Flood and Fire Risk Reduction
2120,DRR006,Equitable Recovery and Housing Protection Program,1,6.90533,Equitable Recovery and Housing Protection Program
2120,DRR001,Floodplain Land-Use Restriction,2,6.50791,Equitable Recovery and Housing Protection Program
2120,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.38229,Equitable Recovery and Housing Protection Program
2120,DRR005,Integrated Preparedness and Response Training,4,6.35943,Equitable Recovery and Housing Protection Program
2120,DRR002,Community Early Warning Network,5,6.3188,Equitable Recovery and Housing Protection Program
2120,DRR003,Critical Infrastructure Hardening,6,5.64219,Equitable Recovery and Housing Protection Program
2121,DRR006,Equitable Recovery and Housing Protection Program,1,6.81492,Equitable Recovery and Housing Protection Program
2121,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.61079,Equitable Recovery and Housing Protection Program
2121,DRR005,Integrated Preparedness and Response Training,3,6.50874,Equitable Recovery and Housing Protection Program
2121,DRR002,Community Early Warning Network,4,6.34677,Equitable Recovery and Housing Protection Program
2121,DRR001,Floodplain Land-Use Restriction,5,6.33822,Equitable Recovery and Housing Protection Program
2121,DRR003,Critical Infrastructure Hardening,6,6.08358,Equitable Recovery and Housing Protection Program
2122,DRR006,Equitable Recovery and Housing Protection Program,1,6.66072,Equitable Recovery and Housing Protection Program
2122,DRR005,Integrated Preparedness and Response Training,2,6.36738,Equitable Recovery and Housing Protection Program
2122,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.25263,Equitable Recovery and Housing Protection Program
2122,DRR003,Critical Infrastructure Hardening,4,6.17975,Equitable Recovery and Housing Protection Program
2122,DRR002,Community Early Warning Network,5,6.16924,Equitable Recovery and Housing Protection Program
2122,DRR001,Floodplain Land-Use Restriction,6,6.09662,Equitable Recovery and Housing Protection Program
2123,DRR005,Integrated Preparedness and Response Training,1,6.61266,Integrated Preparedness and Response Training
2123,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.52141,Integrated Preparedness and Response Training
2123,DRR006,Equitable Recovery and Housing Protection Program,3,6.36156,Integrated Preparedness and Response Training
2123,DRR002,Community Early Warning Network,4,6.35931,Integrated Preparedness and Response Training
2123,DRR001,Floodplain Land-Use Restriction,5,6.30137,Integrated Preparedness and Response Training
2123,DRR003,Critical Infrastructure Hardening,6,5.99839,Integrated Preparedness and Response Training
2124,DRR002,Community Early Warning Network,1,7.02627,Community Early Warning Network
2124,DRR005,Integrated Preparedness and Response Training,2,6.595,Community Early Warning Network
2124,DRR006,Equitable Recovery and Housing Protection Program,3,6.54942,Community Early Warning Network
2124,DRR003,Critical Infrastructure Hardening,4,6.39752,Community Early Warning Network
2124,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.3057,Community Early Warning Network
2124,DRR001,Floodplain Land-Use Restriction,6,6.0943,Community Early Warning Network
