simulation_id,strategy_id,strategy,rank,infrastructure_resilience_value,winner
2559,IIR007,Interoperability and Vendor Portability Strategy,2,8.1519,Equity-Centered Climate Adaptation Portfolio
2559,IIR005,Cyber-Physical Security and Recovery Program,3,7.89851,Equity-Centered Climate Adaptation Portfolio
2559,IIR004,Predictive Maintenance and Asset Renewal,4,7.71182,Equity-Centered Climate Adaptation Portfolio
2559,IIR002,Sensor Monitoring and Early Warning Network,5,7.69799,Equity-Centered Climate Adaptation Portfolio
2559,IIR003,Digital Twin and Scenario Stress Testing,6,7.55957,Equity-Centered Climate Adaptation Portfolio
2559,IIR001,Critical Function and Dependency Mapping,7,7.5107,Equity-Centered Climate Adaptation Portfolio
2560,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.50669,Equity-Centered Climate Adaptation Portfolio
2560,IIR003,Digital Twin and Scenario Stress Testing,2,8.13068,Equity-Centered Climate Adaptation Portfolio
2560,IIR007,Interoperability and Vendor Portability Strategy,3,7.86483,Equity-Centered Climate Adaptation Portfolio
2560,IIR004,Predictive Maintenance and Asset Renewal,4,7.83338,Equity-Centered Climate Adaptation Portfolio
2560,IIR001,Critical Function and Dependency Mapping,5,7.82794,Equity-Centered Climate Adaptation Portfolio
2560,IIR002,Sensor Monitoring and Early Warning Network,6,7.66538,Equity-Centered Climate Adaptation Portfolio
2560,IIR005,Cyber-Physical Security and Recovery Program,7,7.52301,Equity-Centered Climate Adaptation Portfolio
2561,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.54902,Equity-Centered Climate Adaptation Portfolio
2561,IIR003,Digital Twin and Scenario Stress Testing,2,7.97506,Equity-Centered Climate Adaptation Portfolio
2561,IIR002,Sensor Monitoring and Early Warning Network,3,7.93423,Equity-Centered Climate Adaptation Portfolio
2561,IIR004,Predictive Maintenance and Asset Renewal,4,7.89515,Equity-Centered Climate Adaptation Portfolio
2561,IIR005,Cyber-Physical Security and Recovery Program,5,7.71212,Equity-Centered Climate Adaptation Portfolio
2561,IIR001,Critical Function and Dependency Mapping,6,7.65169,Equity-Centered Climate Adaptation Portfolio
2561,IIR007,Interoperability and Vendor Portability Strategy,7,7.52023,Equity-Centered Climate Adaptation Portfolio
2562,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.23865,Equity-Centered Climate Adaptation Portfolio
2562,IIR004,Predictive Maintenance and Asset Renewal,2,8.1206,Equity-Centered Climate Adaptation Portfolio
2562,IIR005,Cyber-Physical Security and Recovery Program,3,7.87999,Equity-Centered Climate Adaptation Portfolio
2562,IIR002,Sensor Monitoring and Early Warning Network,4,7.87026,Equity-Centered Climate Adaptation Portfolio
2562,IIR003,Digital Twin and Scenario Stress Testing,5,7.82103,Equity-Centered Climate Adaptation Portfolio
2562,IIR007,Interoperability and Vendor Portability Strategy,6,7.54708,Equity-Centered Climate Adaptation Portfolio
2562,IIR001,Critical Function and Dependency Mapping,7,7.23205,Equity-Centered Climate Adaptation Portfolio
2563,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.33279,Equity-Centered Climate Adaptation Portfolio
2563,IIR001,Critical Function and Dependency Mapping,2,7.94743,Equity-Centered Climate Adaptation Portfolio
2563,IIR003,Digital Twin and Scenario Stress Testing,3,7.88137,Equity-Centered Climate Adaptation Portfolio
2563,IIR004,Predictive Maintenance and Asset Renewal,4,7.86418,Equity-Centered Climate Adaptation Portfolio
2563,IIR007,Interoperability and Vendor Portability Strategy,5,7.80129,Equity-Centered Climate Adaptation Portfolio
2563,IIR005,Cyber-Physical Security and Recovery Program,6,7.70567,Equity-Centered Climate Adaptation Portfolio
2563,IIR002,Sensor Monitoring and Early Warning Network,7,7.48209,Equity-Centered Climate Adaptation Portfolio
2564,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.43025,Equity-Centered Climate Adaptation Portfolio
2564,IIR004,Predictive Maintenance and Asset Renewal,2,7.98292,Equity-Centered Climate Adaptation Portfolio
2564,IIR002,Sensor Monitoring and Early Warning Network,3,7.82551,Equity-Centered Climate Adaptation Portfolio
2564,IIR003,Digital Twin and Scenario Stress Testing,4,7.79484,Equity-Centered Climate Adaptation Portfolio
2564,IIR005,Cyber-Physical Security and Recovery Program,5,7.76228,Equity-Centered Climate Adaptation Portfolio
2564,IIR001,Critical Function and Dependency Mapping,6,7.6988,Equity-Centered Climate Adaptation Portfolio
2564,IIR007,Interoperability and Vendor Portability Strategy,7,7.51193,Equity-Centered Climate Adaptation Portfolio
2565,IIR003,Digital Twin and Scenario Stress Testing,1,8.04507,Digital Twin and Scenario Stress Testing
2565,IIR006,Equity-Centered Climate Adaptation Portfolio,2,7.9892,Digital Twin and Scenario Stress Testing
2565,IIR004,Predictive Maintenance and Asset Renewal,3,7.86825,Digital Twin and Scenario Stress Testing
2565,IIR002,Sensor Monitoring and Early Warning Network,4,7.78616,Digital Twin and Scenario Stress Testing
2565,IIR005,Cyber-Physical Security and Recovery Program,5,7.6636,Digital Twin and Scenario Stress Testing
2565,IIR001,Critical Function and Dependency Mapping,6,7.62365,Digital Twin and Scenario Stress Testing
2565,IIR007,Interoperability and Vendor Portability Strategy,7,7.43964,Digital Twin and Scenario Stress Testing
2566,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.37162,Equity-Centered Climate Adaptation Portfolio
2566,IIR004,Predictive Maintenance and Asset Renewal,2,8.06216,Equity-Centered Climate Adaptation Portfolio
2566,IIR005,Cyber-Physical Security and Recovery Program,3,7.98182,Equity-Centered Climate Adaptation Portfolio
2566,IIR007,Interoperability and Vendor Portability Strategy,4,7.94343,Equity-Centered Climate Adaptation Portfolio
2566,IIR003,Digital Twin and Scenario Stress Testing,5,7.81959,Equity-Centered Climate Adaptation Portfolio
2566,IIR001,Critical Function and Dependency Mapping,6,7.73345,Equity-Centered Climate Adaptation Portfolio
2566,IIR002,Sensor Monitoring and Early Warning Network,7,7.63349,Equity-Centered Climate Adaptation Portfolio
2567,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.21669,Equity-Centered Climate Adaptation Portfolio
2567,IIR003,Digital Twin and Scenario Stress Testing,2,8.21384,Equity-Centered Climate Adaptation Portfolio
2567,IIR005,Cyber-Physical Security and Recovery Program,3,7.96463,Equity-Centered Climate Adaptation Portfolio
2567,IIR001,Critical Function and Dependency Mapping,4,7.8834,Equity-Centered Climate Adaptation Portfolio
2567,IIR002,Sensor Monitoring and Early Warning Network,5,7.75701,Equity-Centered Climate Adaptation Portfolio
2567,IIR004,Predictive Maintenance and Asset Renewal,6,7.74623,Equity-Centered Climate Adaptation Portfolio
2567,IIR007,Interoperability and Vendor Portability Strategy,7,7.63483,Equity-Centered Climate Adaptation Portfolio
2568,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.31685,Equity-Centered Climate Adaptation Portfolio
2568,IIR003,Digital Twin and Scenario Stress Testing,2,8.31393,Equity-Centered Climate Adaptation Portfolio
2568,IIR005,Cyber-Physical Security and Recovery Program,3,7.90582,Equity-Centered Climate Adaptation Portfolio
2568,IIR004,Predictive Maintenance and Asset Renewal,4,7.89655,Equity-Centered Climate Adaptation Portfolio
2568,IIR002,Sensor Monitoring and Early Warning Network,5,7.82115,Equity-Centered Climate Adaptation Portfolio
2568,IIR001,Critical Function and Dependency Mapping,6,7.69502,Equity-Centered Climate Adaptation Portfolio
2568,IIR007,Interoperability and Vendor Portability Strategy,7,7.62858,Equity-Centered Climate Adaptation Portfolio
2569,IIR004,Predictive Maintenance and Asset Renewal,1,8.35027,Predictive Maintenance and Asset Renewal
2569,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.23943,Predictive Maintenance and Asset Renewal
2569,IIR007,Interoperability and Vendor Portability Strategy,3,8.19578,Predictive Maintenance and Asset Renewal
2569,IIR001,Critical Function and Dependency Mapping,4,8.06877,Predictive Maintenance and Asset Renewal
2569,IIR005,Cyber-Physical Security and Recovery Program,5,8.02451,Predictive Maintenance and Asset Renewal
2569,IIR002,Sensor Monitoring and Early Warning Network,6,7.89948,Predictive Maintenance and Asset Renewal
2569,IIR003,Digital Twin and Scenario Stress Testing,7,7.70581,Predictive Maintenance and Asset Renewal
2570,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.51927,Equity-Centered Climate Adaptation Portfolio
2570,IIR001,Critical Function and Dependency Mapping,2,8.07512,Equity-Centered Climate Adaptation Portfolio
2570,IIR004,Predictive Maintenance and Asset Renewal,3,8.06111,Equity-Centered Climate Adaptation Portfolio
2570,IIR005,Cyber-Physical Security and Recovery Program,4,8.00314,Equity-Centered Climate Adaptation Portfolio
2570,IIR002,Sensor Monitoring and Early Warning Network,5,7.77915,Equity-Centered Climate Adaptation Portfolio
2570,IIR007,Interoperability and Vendor Portability Strategy,6,7.70437,Equity-Centered Climate Adaptation Portfolio
2570,IIR003,Digital Twin and Scenario Stress Testing,7,7.53604,Equity-Centered Climate Adaptation Portfolio
2571,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.45628,Equity-Centered Climate Adaptation Portfolio
2571,IIR003,Digital Twin and Scenario Stress Testing,2,8.37426,Equity-Centered Climate Adaptation Portfolio
2571,IIR004,Predictive Maintenance and Asset Renewal,3,8.00614,Equity-Centered Climate Adaptation Portfolio
2571,IIR002,Sensor Monitoring and Early Warning Network,4,7.98316,Equity-Centered Climate Adaptation Portfolio
2571,IIR005,Cyber-Physical Security and Recovery Program,5,7.95919,Equity-Centered Climate Adaptation Portfolio
2571,IIR001,Critical Function and Dependency Mapping,6,7.67416,Equity-Centered Climate Adaptation Portfolio
2571,IIR007,Interoperability and Vendor Portability Strategy,7,7.67208,Equity-Centered Climate Adaptation Portfolio
2572,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.14044,Equity-Centered Climate Adaptation Portfolio
2572,IIR005,Cyber-Physical Security and Recovery Program,2,8.10552,Equity-Centered Climate Adaptation Portfolio
2572,IIR004,Predictive Maintenance and Asset Renewal,3,8.06911,Equity-Centered Climate Adaptation Portfolio
2572,IIR003,Digital Twin and Scenario Stress Testing,4,7.99662,Equity-Centered Climate Adaptation Portfolio
2572,IIR007,Interoperability and Vendor Portability Strategy,5,7.93435,Equity-Centered Climate Adaptation Portfolio
2572,IIR002,Sensor Monitoring and Early Warning Network,6,7.9208,Equity-Centered Climate Adaptation Portfolio
2572,IIR001,Critical Function and Dependency Mapping,7,7.84947,Equity-Centered Climate Adaptation Portfolio
2573,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.49448,Equity-Centered Climate Adaptation Portfolio
2573,IIR007,Interoperability and Vendor Portability Strategy,2,7.98147,Equity-Centered Climate Adaptation Portfolio
2573,IIR003,Digital Twin and Scenario Stress Testing,3,7.95392,Equity-Centered Climate Adaptation Portfolio
2573,IIR004,Predictive Maintenance and Asset Renewal,4,7.95118,Equity-Centered Climate Adaptation Portfolio
2573,IIR005,Cyber-Physical Security and Recovery Program,5,7.83084,Equity-Centered Climate Adaptation Portfolio
2573,IIR001,Critical Function and Dependency Mapping,6,7.71953,Equity-Centered Climate Adaptation Portfolio
2573,IIR002,Sensor Monitoring and Early Warning Network,7,7.52791,Equity-Centered Climate Adaptation Portfolio
2574,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.31045,Equity-Centered Climate Adaptation Portfolio
2574,IIR004,Predictive Maintenance and Asset Renewal,2,8.21086,Equity-Centered Climate Adaptation Portfolio
2574,IIR001,Critical Function and Dependency Mapping,3,7.99414,Equity-Centered Climate Adaptation Portfolio
2574,IIR002,Sensor Monitoring and Early Warning Network,4,7.94642,Equity-Centered Climate Adaptation Portfolio
2574,IIR003,Digital Twin and Scenario Stress Testing,5,7.91006,Equity-Centered Climate Adaptation Portfolio
2574,IIR005,Cyber-Physical Security and Recovery Program,6,7.82285,Equity-Centered Climate Adaptation Portfolio
2574,IIR007,Interoperability and Vendor Portability Strategy,7,7.81401,Equity-Centered Climate Adaptation Portfolio
2575,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.22748,Equity-Centered Climate Adaptation Portfolio
2575,IIR004,Predictive Maintenance and Asset Renewal,2,8.15118,Equity-Centered Climate Adaptation Portfolio
2575,IIR002,Sensor Monitoring and Early Warning Network,3,8.08232,Equity-Centered Climate Adaptation Portfolio
2575,IIR005,Cyber-Physical Security and Recovery Program,4,7.92255,Equity-Centered Climate Adaptation Portfolio
2575,IIR001,Critical Function and Dependency Mapping,5,7.75925,Equity-Centered Climate Adaptation Portfolio
2575,IIR003,Digital Twin and Scenario Stress Testing,6,7.66846,Equity-Centered Climate Adaptation Portfolio
2575,IIR007,Interoperability and Vendor Portability Strategy,7,7.57847,Equity-Centered Climate Adaptation Portfolio
2576,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.34664,Equity-Centered Climate Adaptation Portfolio
2576,IIR005,Cyber-Physical Security and Recovery Program,2,8.12087,Equity-Centered Climate Adaptation Portfolio
2576,IIR004,Predictive Maintenance and Asset Renewal,3,8.05708,Equity-Centered Climate Adaptation Portfolio
2576,IIR001,Critical Function and Dependency Mapping,4,7.86152,Equity-Centered Climate Adaptation Portfolio
2576,IIR007,Interoperability and Vendor Portability Strategy,5,7.81021,Equity-Centered Climate Adaptation Portfolio
2576,IIR003,Digital Twin and Scenario Stress Testing,6,7.69506,Equity-Centered Climate Adaptation Portfolio
2576,IIR002,Sensor Monitoring and Early Warning Network,7,7.54479,Equity-Centered Climate Adaptation Portfolio
2577,IIR003,Digital Twin and Scenario Stress Testing,1,8.10065,Digital Twin and Scenario Stress Testing
2577,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.0853,Digital Twin and Scenario Stress Testing
2577,IIR004,Predictive Maintenance and Asset Renewal,3,7.86717,Digital Twin and Scenario Stress Testing
2577,IIR005,Cyber-Physical Security and Recovery Program,4,7.82694,Digital Twin and Scenario Stress Testing
2577,IIR001,Critical Function and Dependency Mapping,5,7.82261,Digital Twin and Scenario Stress Testing
2577,IIR002,Sensor Monitoring and Early Warning Network,6,7.72756,Digital Twin and Scenario Stress Testing
2577,IIR007,Interoperability and Vendor Portability Strategy,7,7.63854,Digital Twin and Scenario Stress Testing
2578,IIR003,Digital Twin and Scenario Stress Testing,1,8.3037,Digital Twin and Scenario Stress Testing
2578,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.00188,Digital Twin and Scenario Stress Testing
2578,IIR002,Sensor Monitoring and Early Warning Network,3,7.97321,Digital Twin and Scenario Stress Testing
2578,IIR005,Cyber-Physical Security and Recovery Program,4,7.86605,Digital Twin and Scenario Stress Testing
2578,IIR001,Critical Function and Dependency Mapping,5,7.77309,Digital Twin and Scenario Stress Testing
2578,IIR004,Predictive Maintenance and Asset Renewal,6,7.74964,Digital Twin and Scenario Stress Testing
2578,IIR007,Interoperability and Vendor Portability Strategy,7,7.69755,Digital Twin and Scenario Stress Testing
2579,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.16044,Equity-Centered Climate Adaptation Portfolio
2579,IIR004,Predictive Maintenance and Asset Renewal,2,7.92614,Equity-Centered Climate Adaptation Portfolio
2579,IIR001,Critical Function and Dependency Mapping,3,7.87671,Equity-Centered Climate Adaptation Portfolio
