simulation_id,strategy_id,strategy,rank,knowledge_integration_value,winner
2490,LK005,Trusted Messenger and Local Warning System,4,8.43193,Funded Community Resilience Advisory Council
2490,LK006,Recovery Feedback and Administrative Burden Review,5,8.37393,Funded Community Resilience Advisory Council
2490,LK001,Participatory Risk Mapping and Action Triggers,6,8.19589,Funded Community Resilience Advisory Council
2491,LK004,Funded Community Resilience Advisory Council,1,8.85928,Funded Community Resilience Advisory Council
2491,LK003,Indigenous Knowledge Governance Protocol,2,8.77066,Funded Community Resilience Advisory Council
2491,LK002,Community Science Environmental Monitoring Network,3,8.25655,Funded Community Resilience Advisory Council
2491,LK005,Trusted Messenger and Local Warning System,4,8.17777,Funded Community Resilience Advisory Council
2491,LK006,Recovery Feedback and Administrative Burden Review,5,7.93578,Funded Community Resilience Advisory Council
2491,LK001,Participatory Risk Mapping and Action Triggers,6,7.92798,Funded Community Resilience Advisory Council
2492,LK004,Funded Community Resilience Advisory Council,1,8.69298,Funded Community Resilience Advisory Council
2492,LK003,Indigenous Knowledge Governance Protocol,2,8.56284,Funded Community Resilience Advisory Council
2492,LK006,Recovery Feedback and Administrative Burden Review,3,8.5043,Funded Community Resilience Advisory Council
2492,LK002,Community Science Environmental Monitoring Network,4,8.43633,Funded Community Resilience Advisory Council
2492,LK005,Trusted Messenger and Local Warning System,5,8.22602,Funded Community Resilience Advisory Council
2492,LK001,Participatory Risk Mapping and Action Triggers,6,8.02471,Funded Community Resilience Advisory Council
2493,LK004,Funded Community Resilience Advisory Council,1,8.82108,Funded Community Resilience Advisory Council
2493,LK003,Indigenous Knowledge Governance Protocol,2,8.58319,Funded Community Resilience Advisory Council
2493,LK006,Recovery Feedback and Administrative Burden Review,3,8.48868,Funded Community Resilience Advisory Council
2493,LK001,Participatory Risk Mapping and Action Triggers,4,8.45265,Funded Community Resilience Advisory Council
2493,LK005,Trusted Messenger and Local Warning System,5,8.42957,Funded Community Resilience Advisory Council
2493,LK002,Community Science Environmental Monitoring Network,6,8.01527,Funded Community Resilience Advisory Council
2494,LK006,Recovery Feedback and Administrative Burden Review,1,8.8358,Recovery Feedback and Administrative Burden Review
2494,LK004,Funded Community Resilience Advisory Council,2,8.57491,Recovery Feedback and Administrative Burden Review
2494,LK005,Trusted Messenger and Local Warning System,3,8.54106,Recovery Feedback and Administrative Burden Review
2494,LK003,Indigenous Knowledge Governance Protocol,4,8.44054,Recovery Feedback and Administrative Burden Review
2494,LK001,Participatory Risk Mapping and Action Triggers,5,8.05537,Recovery Feedback and Administrative Burden Review
2494,LK002,Community Science Environmental Monitoring Network,6,7.70485,Recovery Feedback and Administrative Burden Review
2495,LK003,Indigenous Knowledge Governance Protocol,1,8.97976,Indigenous Knowledge Governance Protocol
2495,LK004,Funded Community Resilience Advisory Council,2,8.87033,Indigenous Knowledge Governance Protocol
2495,LK006,Recovery Feedback and Administrative Burden Review,3,8.52465,Indigenous Knowledge Governance Protocol
2495,LK005,Trusted Messenger and Local Warning System,4,8.48079,Indigenous Knowledge Governance Protocol
2495,LK002,Community Science Environmental Monitoring Network,5,8.28743,Indigenous Knowledge Governance Protocol
2495,LK001,Participatory Risk Mapping and Action Triggers,6,8.115,Indigenous Knowledge Governance Protocol
2496,LK004,Funded Community Resilience Advisory Council,1,8.81898,Funded Community Resilience Advisory Council
2496,LK003,Indigenous Knowledge Governance Protocol,2,8.70086,Funded Community Resilience Advisory Council
2496,LK001,Participatory Risk Mapping and Action Triggers,3,8.49761,Funded Community Resilience Advisory Council
2496,LK005,Trusted Messenger and Local Warning System,4,8.37083,Funded Community Resilience Advisory Council
2496,LK006,Recovery Feedback and Administrative Burden Review,5,8.13733,Funded Community Resilience Advisory Council
2496,LK002,Community Science Environmental Monitoring Network,6,7.95347,Funded Community Resilience Advisory Council
2497,LK003,Indigenous Knowledge Governance Protocol,1,9.13186,Indigenous Knowledge Governance Protocol
2497,LK004,Funded Community Resilience Advisory Council,2,8.69007,Indigenous Knowledge Governance Protocol
2497,LK006,Recovery Feedback and Administrative Burden Review,3,8.62841,Indigenous Knowledge Governance Protocol
2497,LK005,Trusted Messenger and Local Warning System,4,8.54751,Indigenous Knowledge Governance Protocol
2497,LK002,Community Science Environmental Monitoring Network,5,8.18907,Indigenous Knowledge Governance Protocol
2497,LK001,Participatory Risk Mapping and Action Triggers,6,7.85597,Indigenous Knowledge Governance Protocol
2498,LK003,Indigenous Knowledge Governance Protocol,1,8.87831,Indigenous Knowledge Governance Protocol
2498,LK004,Funded Community Resilience Advisory Council,2,8.85167,Indigenous Knowledge Governance Protocol
2498,LK006,Recovery Feedback and Administrative Burden Review,3,8.24334,Indigenous Knowledge Governance Protocol
2498,LK001,Participatory Risk Mapping and Action Triggers,4,8.19015,Indigenous Knowledge Governance Protocol
2498,LK005,Trusted Messenger and Local Warning System,5,8.10417,Indigenous Knowledge Governance Protocol
2498,LK002,Community Science Environmental Monitoring Network,6,7.71393,Indigenous Knowledge Governance Protocol
2499,LK003,Indigenous Knowledge Governance Protocol,1,9.09129,Indigenous Knowledge Governance Protocol
2499,LK004,Funded Community Resilience Advisory Council,2,8.98827,Indigenous Knowledge Governance Protocol
2499,LK005,Trusted Messenger and Local Warning System,3,8.60588,Indigenous Knowledge Governance Protocol
2499,LK006,Recovery Feedback and Administrative Burden Review,4,8.59087,Indigenous Knowledge Governance Protocol
2499,LK002,Community Science Environmental Monitoring Network,5,8.15626,Indigenous Knowledge Governance Protocol
2499,LK001,Participatory Risk Mapping and Action Triggers,6,8.13329,Indigenous Knowledge Governance Protocol
2500,LK003,Indigenous Knowledge Governance Protocol,1,8.82053,Indigenous Knowledge Governance Protocol
2500,LK004,Funded Community Resilience Advisory Council,2,8.79471,Indigenous Knowledge Governance Protocol
2500,LK006,Recovery Feedback and Administrative Burden Review,3,8.62846,Indigenous Knowledge Governance Protocol
2500,LK005,Trusted Messenger and Local Warning System,4,8.52954,Indigenous Knowledge Governance Protocol
2500,LK001,Participatory Risk Mapping and Action Triggers,5,8.33042,Indigenous Knowledge Governance Protocol
2500,LK002,Community Science Environmental Monitoring Network,6,7.89857,Indigenous Knowledge Governance Protocol
2501,LK003,Indigenous Knowledge Governance Protocol,1,9.31749,Indigenous Knowledge Governance Protocol
2501,LK004,Funded Community Resilience Advisory Council,2,8.69337,Indigenous Knowledge Governance Protocol
2501,LK005,Trusted Messenger and Local Warning System,3,8.57394,Indigenous Knowledge Governance Protocol
2501,LK006,Recovery Feedback and Administrative Burden Review,4,8.24973,Indigenous Knowledge Governance Protocol
2501,LK001,Participatory Risk Mapping and Action Triggers,5,8.06992,Indigenous Knowledge Governance Protocol
2501,LK002,Community Science Environmental Monitoring Network,6,7.93004,Indigenous Knowledge Governance Protocol
2502,LK004,Funded Community Resilience Advisory Council,1,8.85848,Funded Community Resilience Advisory Council
2502,LK003,Indigenous Knowledge Governance Protocol,2,8.83069,Funded Community Resilience Advisory Council
2502,LK001,Participatory Risk Mapping and Action Triggers,3,8.62811,Funded Community Resilience Advisory Council
2502,LK006,Recovery Feedback and Administrative Burden Review,4,8.37924,Funded Community Resilience Advisory Council
2502,LK005,Trusted Messenger and Local Warning System,5,8.28099,Funded Community Resilience Advisory Council
2502,LK002,Community Science Environmental Monitoring Network,6,7.70149,Funded Community Resilience Advisory Council
2503,LK003,Indigenous Knowledge Governance Protocol,1,9.00282,Indigenous Knowledge Governance Protocol
2503,LK004,Funded Community Resilience Advisory Council,2,8.91377,Indigenous Knowledge Governance Protocol
2503,LK001,Participatory Risk Mapping and Action Triggers,3,8.34922,Indigenous Knowledge Governance Protocol
2503,LK005,Trusted Messenger and Local Warning System,4,8.243,Indigenous Knowledge Governance Protocol
2503,LK006,Recovery Feedback and Administrative Burden Review,5,8.11733,Indigenous Knowledge Governance Protocol
2503,LK002,Community Science Environmental Monitoring Network,6,7.81257,Indigenous Knowledge Governance Protocol
2504,LK004,Funded Community Resilience Advisory Council,1,8.70469,Funded Community Resilience Advisory Council
2504,LK003,Indigenous Knowledge Governance Protocol,2,8.57699,Funded Community Resilience Advisory Council
2504,LK005,Trusted Messenger and Local Warning System,3,8.4942,Funded Community Resilience Advisory Council
2504,LK006,Recovery Feedback and Administrative Burden Review,4,8.34065,Funded Community Resilience Advisory Council
2504,LK001,Participatory Risk Mapping and Action Triggers,5,8.29902,Funded Community Resilience Advisory Council
2504,LK002,Community Science Environmental Monitoring Network,6,7.89851,Funded Community Resilience Advisory Council
2505,LK004,Funded Community Resilience Advisory Council,1,8.74993,Funded Community Resilience Advisory Council
2505,LK001,Participatory Risk Mapping and Action Triggers,2,8.73525,Funded Community Resilience Advisory Council
2505,LK003,Indigenous Knowledge Governance Protocol,3,8.68905,Funded Community Resilience Advisory Council
2505,LK006,Recovery Feedback and Administrative Burden Review,4,8.35254,Funded Community Resilience Advisory Council
2505,LK005,Trusted Messenger and Local Warning System,5,8.08293,Funded Community Resilience Advisory Council
2505,LK002,Community Science Environmental Monitoring Network,6,8.05396,Funded Community Resilience Advisory Council
2506,LK004,Funded Community Resilience Advisory Council,1,8.85412,Funded Community Resilience Advisory Council
2506,LK003,Indigenous Knowledge Governance Protocol,2,8.72055,Funded Community Resilience Advisory Council
2506,LK006,Recovery Feedback and Administrative Burden Review,3,8.37579,Funded Community Resilience Advisory Council
2506,LK001,Participatory Risk Mapping and Action Triggers,4,8.34211,Funded Community Resilience Advisory Council
2506,LK002,Community Science Environmental Monitoring Network,5,8.30176,Funded Community Resilience Advisory Council
2506,LK005,Trusted Messenger and Local Warning System,6,8.03455,Funded Community Resilience Advisory Council
2507,LK004,Funded Community Resilience Advisory Council,1,8.78923,Funded Community Resilience Advisory Council
2507,LK003,Indigenous Knowledge Governance Protocol,2,8.65806,Funded Community Resilience Advisory Council
2507,LK006,Recovery Feedback and Administrative Burden Review,3,8.45558,Funded Community Resilience Advisory Council
2507,LK005,Trusted Messenger and Local Warning System,4,8.38083,Funded Community Resilience Advisory Council
2507,LK001,Participatory Risk Mapping and Action Triggers,5,8.37824,Funded Community Resilience Advisory Council
2507,LK002,Community Science Environmental Monitoring Network,6,8.06018,Funded Community Resilience Advisory Council
2508,LK004,Funded Community Resilience Advisory Council,1,8.7225,Funded Community Resilience Advisory Council
2508,LK005,Trusted Messenger and Local Warning System,2,8.53418,Funded Community Resilience Advisory Council
2508,LK001,Participatory Risk Mapping and Action Triggers,3,8.52681,Funded Community Resilience Advisory Council
2508,LK003,Indigenous Knowledge Governance Protocol,4,8.51081,Funded Community Resilience Advisory Council
2508,LK006,Recovery Feedback and Administrative Burden Review,5,8.30171,Funded Community Resilience Advisory Council
2508,LK002,Community Science Environmental Monitoring Network,6,7.87437,Funded Community Resilience Advisory Council
2509,LK003,Indigenous Knowledge Governance Protocol,1,8.97584,Indigenous Knowledge Governance Protocol
2509,LK004,Funded Community Resilience Advisory Council,2,8.73844,Indigenous Knowledge Governance Protocol
2509,LK001,Participatory Risk Mapping and Action Triggers,3,8.71127,Indigenous Knowledge Governance Protocol
2509,LK006,Recovery Feedback and Administrative Burden Review,4,8.58325,Indigenous Knowledge Governance Protocol
2509,LK005,Trusted Messenger and Local Warning System,5,8.21618,Indigenous Knowledge Governance Protocol
