simulation_id,strategy_id,strategy,rank,organizational_resilience_value
1530,OR001,Critical Function and Dependency Mapping,1,7.50641
1530,OR002,Cross-Training and Role Redundancy Program,2,7.31715
1530,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.28848
1530,OR006,Operational Resilience and Continuity Exercise Program,4,7.10806
1530,OR004,Institutional Memory and Knowledge Architecture Program,5,7.07657
1530,OR003,After-Action Learning and Corrective Action System,6,7.06848
1531,OR003,After-Action Learning and Corrective Action System,1,7.33649
1531,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.32817
1531,OR006,Operational Resilience and Continuity Exercise Program,3,7.2564
1531,OR002,Cross-Training and Role Redundancy Program,4,7.19331
1531,OR004,Institutional Memory and Knowledge Architecture Program,5,6.98632
1531,OR001,Critical Function and Dependency Mapping,6,6.87919
1532,OR006,Operational Resilience and Continuity Exercise Program,1,7.47526
1532,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.47439
1532,OR003,After-Action Learning and Corrective Action System,3,7.4706
1532,OR001,Critical Function and Dependency Mapping,4,7.31668
1532,OR004,Institutional Memory and Knowledge Architecture Program,5,7.20642
1532,OR002,Cross-Training and Role Redundancy Program,6,7.11217
1533,OR002,Cross-Training and Role Redundancy Program,1,7.53918
1533,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.47548
1533,OR004,Institutional Memory and Knowledge Architecture Program,3,7.38395
1533,OR006,Operational Resilience and Continuity Exercise Program,4,7.18486
1533,OR003,After-Action Learning and Corrective Action System,5,7.18044
1533,OR001,Critical Function and Dependency Mapping,6,6.93652
1534,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.54331
1534,OR006,Operational Resilience and Continuity Exercise Program,2,7.47286
1534,OR004,Institutional Memory and Knowledge Architecture Program,3,7.40215
1534,OR003,After-Action Learning and Corrective Action System,4,7.34634
1534,OR001,Critical Function and Dependency Mapping,5,7.18941
1534,OR002,Cross-Training and Role Redundancy Program,6,7.00803
1535,OR006,Operational Resilience and Continuity Exercise Program,1,7.55371
1535,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.38612
1535,OR004,Institutional Memory and Knowledge Architecture Program,3,7.37463
1535,OR002,Cross-Training and Role Redundancy Program,4,7.34372
1535,OR003,After-Action Learning and Corrective Action System,5,7.23524
1535,OR001,Critical Function and Dependency Mapping,6,7.10317
1536,OR006,Operational Resilience and Continuity Exercise Program,1,7.58132
1536,OR004,Institutional Memory and Knowledge Architecture Program,2,7.45708
1536,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.43111
1536,OR002,Cross-Training and Role Redundancy Program,4,7.2705
1536,OR003,After-Action Learning and Corrective Action System,5,7.21221
1536,OR001,Critical Function and Dependency Mapping,6,7.01147
1537,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.59388
1537,OR003,After-Action Learning and Corrective Action System,2,7.49926
1537,OR006,Operational Resilience and Continuity Exercise Program,3,7.37011
1537,OR002,Cross-Training and Role Redundancy Program,4,7.35783
1537,OR004,Institutional Memory and Knowledge Architecture Program,5,7.23498
1537,OR001,Critical Function and Dependency Mapping,6,6.75798
1538,OR006,Operational Resilience and Continuity Exercise Program,1,7.47461
1538,OR003,After-Action Learning and Corrective Action System,2,7.401
1538,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.34358
1538,OR002,Cross-Training and Role Redundancy Program,4,7.27952
1538,OR004,Institutional Memory and Knowledge Architecture Program,5,7.22635
1538,OR001,Critical Function and Dependency Mapping,6,7.04472
1539,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.71456
1539,OR003,After-Action Learning and Corrective Action System,2,7.44496
1539,OR006,Operational Resilience and Continuity Exercise Program,3,7.32259
1539,OR004,Institutional Memory and Knowledge Architecture Program,4,7.21138
1539,OR001,Critical Function and Dependency Mapping,5,7.10207
1539,OR002,Cross-Training and Role Redundancy Program,6,6.76718
1540,OR001,Critical Function and Dependency Mapping,1,7.67713
1540,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.6286
1540,OR002,Cross-Training and Role Redundancy Program,3,7.33104
1540,OR006,Operational Resilience and Continuity Exercise Program,4,7.3248
1540,OR003,After-Action Learning and Corrective Action System,5,7.24392
1540,OR004,Institutional Memory and Knowledge Architecture Program,6,7.22895
1541,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.58903
1541,OR003,After-Action Learning and Corrective Action System,2,7.53654
1541,OR006,Operational Resilience and Continuity Exercise Program,3,7.39977
1541,OR001,Critical Function and Dependency Mapping,4,7.174
1541,OR002,Cross-Training and Role Redundancy Program,5,7.15098
1541,OR004,Institutional Memory and Knowledge Architecture Program,6,7.14798
1542,OR003,After-Action Learning and Corrective Action System,1,7.69126
1542,OR006,Operational Resilience and Continuity Exercise Program,2,7.60528
1542,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.60278
1542,OR004,Institutional Memory and Knowledge Architecture Program,4,7.46104
1542,OR001,Critical Function and Dependency Mapping,5,7.26676
1542,OR002,Cross-Training and Role Redundancy Program,6,7.21804
1543,OR006,Operational Resilience and Continuity Exercise Program,1,7.64838
1543,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.48885
1543,OR004,Institutional Memory and Knowledge Architecture Program,3,7.45296
1543,OR003,After-Action Learning and Corrective Action System,4,7.41564
1543,OR001,Critical Function and Dependency Mapping,5,7.08663
1543,OR002,Cross-Training and Role Redundancy Program,6,7.0251
1544,OR002,Cross-Training and Role Redundancy Program,1,7.76658
1544,OR003,After-Action Learning and Corrective Action System,2,7.47983
1544,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.47214
1544,OR001,Critical Function and Dependency Mapping,4,7.41056
1544,OR006,Operational Resilience and Continuity Exercise Program,5,7.37431
1544,OR004,Institutional Memory and Knowledge Architecture Program,6,7.20948
1545,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.49823
1545,OR004,Institutional Memory and Knowledge Architecture Program,2,7.4114
1545,OR001,Critical Function and Dependency Mapping,3,7.38056
1545,OR003,After-Action Learning and Corrective Action System,4,7.22961
1545,OR006,Operational Resilience and Continuity Exercise Program,5,7.17896
1545,OR002,Cross-Training and Role Redundancy Program,6,7.17465
1546,OR006,Operational Resilience and Continuity Exercise Program,1,7.80408
1546,OR002,Cross-Training and Role Redundancy Program,2,7.58476
1546,OR003,After-Action Learning and Corrective Action System,3,7.38688
1546,OR004,Institutional Memory and Knowledge Architecture Program,4,7.35606
1546,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.21357
1546,OR001,Critical Function and Dependency Mapping,6,6.67919
1547,OR004,Institutional Memory and Knowledge Architecture Program,1,7.63471
1547,OR006,Operational Resilience and Continuity Exercise Program,2,7.48748
1547,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.47682
1547,OR003,After-Action Learning and Corrective Action System,4,7.44671
1547,OR002,Cross-Training and Role Redundancy Program,5,7.08644
1547,OR001,Critical Function and Dependency Mapping,6,7.03189
1548,OR006,Operational Resilience and Continuity Exercise Program,1,7.68622
1548,OR002,Cross-Training and Role Redundancy Program,2,7.37224
1548,OR001,Critical Function and Dependency Mapping,3,7.33753
1548,OR004,Institutional Memory and Knowledge Architecture Program,4,7.25208
1548,OR003,After-Action Learning and Corrective Action System,5,7.24922
1548,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.20616
1549,OR003,After-Action Learning and Corrective Action System,1,7.40382
1549,OR004,Institutional Memory and Knowledge Architecture Program,2,7.40174
1549,OR002,Cross-Training and Role Redundancy Program,3,7.23953
1549,OR006,Operational Resilience and Continuity Exercise Program,4,7.18411
1549,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.17931
1549,OR001,Critical Function and Dependency Mapping,6,7.04268
1550,OR003,After-Action Learning and Corrective Action System,1,7.65661
1550,OR001,Critical Function and Dependency Mapping,2,7.49708
1550,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.40567
1550,OR006,Operational Resilience and Continuity Exercise Program,4,7.3593
1550,OR002,Cross-Training and Role Redundancy Program,5,7.26601
1550,OR004,Institutional Memory and Knowledge Architecture Program,6,7.17011
1551,OR006,Operational Resilience and Continuity Exercise Program,1,7.74207
1551,OR003,After-Action Learning and Corrective Action System,2,7.56181
1551,OR004,Institutional Memory and Knowledge Architecture Program,3,7.46394
1551,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.3139
1551,OR001,Critical Function and Dependency Mapping,5,7.31257
1551,OR002,Cross-Training and Role Redundancy Program,6,7.1331
1552,OR006,Operational Resilience and Continuity Exercise Program,1,7.56132
1552,OR001,Critical Function and Dependency Mapping,2,7.26689
1552,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.2191
1552,OR003,After-Action Learning and Corrective Action System,4,7.21106
1552,OR004,Institutional Memory and Knowledge Architecture Program,5,7.16535
1552,OR002,Cross-Training and Role Redundancy Program,6,7.07279
1553,OR003,After-Action Learning and Corrective Action System,1,7.34861
1553,OR006,Operational Resilience and Continuity Exercise Program,2,7.31847
1553,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.12943
1553,OR004,Institutional Memory and Knowledge Architecture Program,4,7.09998
1553,OR002,Cross-Training and Role Redundancy Program,5,7.07417
1553,OR001,Critical Function and Dependency Mapping,6,6.96961
1554,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.50715
1554,OR004,Institutional Memory and Knowledge Architecture Program,2,7.37124
1554,OR003,After-Action Learning and Corrective Action System,3,7.31287
1554,OR002,Cross-Training and Role Redundancy Program,4,7.19533
1554,OR006,Operational Resilience and Continuity Exercise Program,5,7.19148
1554,OR001,Critical Function and Dependency Mapping,6,6.70741
1555,OR006,Operational Resilience and Continuity Exercise Program,1,7.58006
1555,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.35062
1555,OR003,After-Action Learning and Corrective Action System,3,7.33925
1555,OR004,Institutional Memory and Knowledge Architecture Program,4,7.26468
1555,OR001,Critical Function and Dependency Mapping,5,7.08027
1555,OR002,Cross-Training and Role Redundancy Program,6,6.8557
1556,OR006,Operational Resilience and Continuity Exercise Program,1,7.51579
1556,OR004,Institutional Memory and Knowledge Architecture Program,2,7.43694
1556,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.31128
1556,OR001,Critical Function and Dependency Mapping,4,7.3099
1556,OR003,After-Action Learning and Corrective Action System,5,7.21494
1556,OR002,Cross-Training and Role Redundancy Program,6,7.15154
1557,OR001,Critical Function and Dependency Mapping,1,7.58774
1557,OR006,Operational Resilience and Continuity Exercise Program,2,7.56181
1557,OR003,After-Action Learning and Corrective Action System,3,7.54545
1557,OR004,Institutional Memory and Knowledge Architecture Program,4,7.29809
1557,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.24617
1557,OR002,Cross-Training and Role Redundancy Program,6,6.68093
1558,OR001,Critical Function and Dependency Mapping,1,7.50384
1558,OR003,After-Action Learning and Corrective Action System,2,7.47911
1558,OR004,Institutional Memory and Knowledge Architecture Program,3,7.45327
1558,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.3002
1558,OR006,Operational Resilience and Continuity Exercise Program,5,7.26492
1558,OR002,Cross-Training and Role Redundancy Program,6,7.01907
1559,OR004,Institutional Memory and Knowledge Architecture Program,1,7.49385
1559,OR001,Critical Function and Dependency Mapping,2,7.43792
1559,OR006,Operational Resilience and Continuity Exercise Program,3,7.40735
1559,OR003,After-Action Learning and Corrective Action System,4,7.35047
1559,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.26677
1559,OR002,Cross-Training and Role Redundancy Program,6,7.01686
1560,OR003,After-Action Learning and Corrective Action System,1,7.70359
1560,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.49151
1560,OR004,Institutional Memory and Knowledge Architecture Program,3,7.43077
1560,OR006,Operational Resilience and Continuity Exercise Program,4,7.26974
1560,OR002,Cross-Training and Role Redundancy Program,5,7.24855
1560,OR001,Critical Function and Dependency Mapping,6,7.11156
1561,OR003,After-Action Learning and Corrective Action System,1,7.63404
1561,OR006,Operational Resilience and Continuity Exercise Program,2,7.56331
1561,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.50532
1561,OR002,Cross-Training and Role Redundancy Program,4,7.33389
