simulation_id,strategy_id,strategy,rank,local_resilience_value,winner
2873,LE002,Community Development Finance and Patient Capital,2,7.61975,Workforce Childcare and Local Skills Resilience
2873,LE004,Small Business Continuity and Digital Resilience Support,3,7.53858,Workforce Childcare and Local Skills Resilience
2873,LE003,Local Procurement and Anchor Institution Access,4,7.40724,Workforce Childcare and Local Skills Resilience
2873,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.34962,Workforce Childcare and Local Skills Resilience
2873,LE001,Emergency Microgrant and Liquidity Fund,6,7.26637,Workforce Childcare and Local Skills Resilience
2874,LE003,Local Procurement and Anchor Institution Access,1,7.67204,Local Procurement and Anchor Institution Access
2874,LE002,Community Development Finance and Patient Capital,2,7.61439,Local Procurement and Anchor Institution Access
2874,LE004,Small Business Continuity and Digital Resilience Support,3,7.47481,Local Procurement and Anchor Institution Access
2874,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.37598,Local Procurement and Anchor Institution Access
2874,LE001,Emergency Microgrant and Liquidity Fund,5,7.31345,Local Procurement and Anchor Institution Access
2874,LE006,Workforce Childcare and Local Skills Resilience,6,7.16837,Local Procurement and Anchor Institution Access
2875,LE002,Community Development Finance and Patient Capital,1,7.93066,Community Development Finance and Patient Capital
2875,LE003,Local Procurement and Anchor Institution Access,2,7.6247,Community Development Finance and Patient Capital
2875,LE004,Small Business Continuity and Digital Resilience Support,3,7.50622,Community Development Finance and Patient Capital
2875,LE006,Workforce Childcare and Local Skills Resilience,4,7.37729,Community Development Finance and Patient Capital
2875,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.33649,Community Development Finance and Patient Capital
2875,LE001,Emergency Microgrant and Liquidity Fund,6,7.21099,Community Development Finance and Patient Capital
2876,LE003,Local Procurement and Anchor Institution Access,1,7.90695,Local Procurement and Anchor Institution Access
2876,LE004,Small Business Continuity and Digital Resilience Support,2,7.75023,Local Procurement and Anchor Institution Access
2876,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.73989,Local Procurement and Anchor Institution Access
2876,LE002,Community Development Finance and Patient Capital,4,7.65469,Local Procurement and Anchor Institution Access
2876,LE006,Workforce Childcare and Local Skills Resilience,5,7.18875,Local Procurement and Anchor Institution Access
2876,LE001,Emergency Microgrant and Liquidity Fund,6,7.12402,Local Procurement and Anchor Institution Access
2877,LE002,Community Development Finance and Patient Capital,1,7.89525,Community Development Finance and Patient Capital
2877,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.80334,Community Development Finance and Patient Capital
2877,LE001,Emergency Microgrant and Liquidity Fund,3,7.5282,Community Development Finance and Patient Capital
2877,LE006,Workforce Childcare and Local Skills Resilience,4,7.50039,Community Development Finance and Patient Capital
2877,LE004,Small Business Continuity and Digital Resilience Support,5,7.36764,Community Development Finance and Patient Capital
2877,LE003,Local Procurement and Anchor Institution Access,6,7.1035,Community Development Finance and Patient Capital
2878,LE003,Local Procurement and Anchor Institution Access,1,7.94012,Local Procurement and Anchor Institution Access
2878,LE001,Emergency Microgrant and Liquidity Fund,2,7.73415,Local Procurement and Anchor Institution Access
2878,LE002,Community Development Finance and Patient Capital,3,7.51245,Local Procurement and Anchor Institution Access
2878,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.49096,Local Procurement and Anchor Institution Access
2878,LE006,Workforce Childcare and Local Skills Resilience,5,7.28078,Local Procurement and Anchor Institution Access
2878,LE004,Small Business Continuity and Digital Resilience Support,6,7.10128,Local Procurement and Anchor Institution Access
2879,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.98807,Commercial Anti-Displacement and Ownership Strategy
2879,LE002,Community Development Finance and Patient Capital,2,7.94629,Commercial Anti-Displacement and Ownership Strategy
2879,LE001,Emergency Microgrant and Liquidity Fund,3,7.6621,Commercial Anti-Displacement and Ownership Strategy
2879,LE006,Workforce Childcare and Local Skills Resilience,4,7.60641,Commercial Anti-Displacement and Ownership Strategy
2879,LE003,Local Procurement and Anchor Institution Access,5,7.43986,Commercial Anti-Displacement and Ownership Strategy
2879,LE004,Small Business Continuity and Digital Resilience Support,6,7.40828,Commercial Anti-Displacement and Ownership Strategy
2880,LE003,Local Procurement and Anchor Institution Access,1,7.88513,Local Procurement and Anchor Institution Access
2880,LE006,Workforce Childcare and Local Skills Resilience,2,7.60217,Local Procurement and Anchor Institution Access
2880,LE004,Small Business Continuity and Digital Resilience Support,3,7.49387,Local Procurement and Anchor Institution Access
2880,LE002,Community Development Finance and Patient Capital,4,7.47114,Local Procurement and Anchor Institution Access
2880,LE001,Emergency Microgrant and Liquidity Fund,5,7.05502,Local Procurement and Anchor Institution Access
2880,LE005,Commercial Anti-Displacement and Ownership Strategy,6,6.98667,Local Procurement and Anchor Institution Access
2881,LE003,Local Procurement and Anchor Institution Access,1,7.51895,Local Procurement and Anchor Institution Access
2881,LE006,Workforce Childcare and Local Skills Resilience,2,7.43328,Local Procurement and Anchor Institution Access
2881,LE002,Community Development Finance and Patient Capital,3,7.38469,Local Procurement and Anchor Institution Access
2881,LE001,Emergency Microgrant and Liquidity Fund,4,7.31402,Local Procurement and Anchor Institution Access
2881,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.25369,Local Procurement and Anchor Institution Access
2881,LE004,Small Business Continuity and Digital Resilience Support,6,7.01827,Local Procurement and Anchor Institution Access
2882,LE003,Local Procurement and Anchor Institution Access,1,7.7631,Local Procurement and Anchor Institution Access
2882,LE002,Community Development Finance and Patient Capital,2,7.68297,Local Procurement and Anchor Institution Access
2882,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.41098,Local Procurement and Anchor Institution Access
2882,LE006,Workforce Childcare and Local Skills Resilience,4,7.40004,Local Procurement and Anchor Institution Access
2882,LE004,Small Business Continuity and Digital Resilience Support,5,7.39513,Local Procurement and Anchor Institution Access
2882,LE001,Emergency Microgrant and Liquidity Fund,6,7.20041,Local Procurement and Anchor Institution Access
2883,LE002,Community Development Finance and Patient Capital,1,7.65308,Community Development Finance and Patient Capital
2883,LE001,Emergency Microgrant and Liquidity Fund,2,7.5464,Community Development Finance and Patient Capital
2883,LE003,Local Procurement and Anchor Institution Access,3,7.46468,Community Development Finance and Patient Capital
2883,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.43178,Community Development Finance and Patient Capital
2883,LE006,Workforce Childcare and Local Skills Resilience,5,7.33991,Community Development Finance and Patient Capital
2883,LE004,Small Business Continuity and Digital Resilience Support,6,7.23611,Community Development Finance and Patient Capital
2884,LE004,Small Business Continuity and Digital Resilience Support,1,7.93538,Small Business Continuity and Digital Resilience Support
2884,LE001,Emergency Microgrant and Liquidity Fund,2,7.7429,Small Business Continuity and Digital Resilience Support
2884,LE002,Community Development Finance and Patient Capital,3,7.5738,Small Business Continuity and Digital Resilience Support
2884,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.50138,Small Business Continuity and Digital Resilience Support
2884,LE003,Local Procurement and Anchor Institution Access,5,7.22137,Small Business Continuity and Digital Resilience Support
2884,LE006,Workforce Childcare and Local Skills Resilience,6,6.97328,Small Business Continuity and Digital Resilience Support
2885,LE003,Local Procurement and Anchor Institution Access,1,7.73018,Local Procurement and Anchor Institution Access
2885,LE002,Community Development Finance and Patient Capital,2,7.55817,Local Procurement and Anchor Institution Access
2885,LE006,Workforce Childcare and Local Skills Resilience,3,7.50301,Local Procurement and Anchor Institution Access
2885,LE004,Small Business Continuity and Digital Resilience Support,4,7.41314,Local Procurement and Anchor Institution Access
2885,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.39699,Local Procurement and Anchor Institution Access
2885,LE001,Emergency Microgrant and Liquidity Fund,6,7.37786,Local Procurement and Anchor Institution Access
2886,LE003,Local Procurement and Anchor Institution Access,1,7.63603,Local Procurement and Anchor Institution Access
2886,LE004,Small Business Continuity and Digital Resilience Support,2,7.56193,Local Procurement and Anchor Institution Access
2886,LE006,Workforce Childcare and Local Skills Resilience,3,7.51773,Local Procurement and Anchor Institution Access
2886,LE002,Community Development Finance and Patient Capital,4,7.50494,Local Procurement and Anchor Institution Access
2886,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.39333,Local Procurement and Anchor Institution Access
2886,LE001,Emergency Microgrant and Liquidity Fund,6,7.07064,Local Procurement and Anchor Institution Access
2887,LE004,Small Business Continuity and Digital Resilience Support,1,7.74675,Small Business Continuity and Digital Resilience Support
2887,LE003,Local Procurement and Anchor Institution Access,2,7.64026,Small Business Continuity and Digital Resilience Support
2887,LE001,Emergency Microgrant and Liquidity Fund,3,7.52305,Small Business Continuity and Digital Resilience Support
2887,LE002,Community Development Finance and Patient Capital,4,7.52089,Small Business Continuity and Digital Resilience Support
2887,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.305,Small Business Continuity and Digital Resilience Support
2887,LE006,Workforce Childcare and Local Skills Resilience,6,7.24776,Small Business Continuity and Digital Resilience Support
2888,LE003,Local Procurement and Anchor Institution Access,1,7.74585,Local Procurement and Anchor Institution Access
2888,LE001,Emergency Microgrant and Liquidity Fund,2,7.58534,Local Procurement and Anchor Institution Access
2888,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.5614,Local Procurement and Anchor Institution Access
2888,LE004,Small Business Continuity and Digital Resilience Support,4,7.55516,Local Procurement and Anchor Institution Access
2888,LE006,Workforce Childcare and Local Skills Resilience,5,7.55027,Local Procurement and Anchor Institution Access
2888,LE002,Community Development Finance and Patient Capital,6,7.54429,Local Procurement and Anchor Institution Access
2889,LE003,Local Procurement and Anchor Institution Access,1,7.81018,Local Procurement and Anchor Institution Access
2889,LE001,Emergency Microgrant and Liquidity Fund,2,7.55598,Local Procurement and Anchor Institution Access
2889,LE002,Community Development Finance and Patient Capital,3,7.39693,Local Procurement and Anchor Institution Access
