simulation_id,strategy_id,strategy,rank,financial_resilience_value,winner
2453,FR004,Payment and Clearing Infrastructure Hardening,1,5.82282,Payment and Clearing Infrastructure Hardening
2453,FR001,Higher Capital and Liquidity Buffers,2,5.61435,Payment and Clearing Infrastructure Hardening
2453,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.58576,Payment and Clearing Infrastructure Hardening
2453,FR003,Resolution Planning and Bail-In Readiness,4,5.37957,Payment and Clearing Infrastructure Hardening
2453,FR002,Expanded Systemwide Stress Testing,5,5.34674,Payment and Clearing Infrastructure Hardening
2453,FR005,Non-Bank Financial Intermediation Oversight,6,5.28877,Payment and Clearing Infrastructure Hardening
2454,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.99818,Inclusive Finance and Household Balance Sheet Resilience
2454,FR001,Higher Capital and Liquidity Buffers,2,5.8722,Inclusive Finance and Household Balance Sheet Resilience
2454,FR002,Expanded Systemwide Stress Testing,3,5.78312,Inclusive Finance and Household Balance Sheet Resilience
2454,FR004,Payment and Clearing Infrastructure Hardening,4,5.66441,Inclusive Finance and Household Balance Sheet Resilience
2454,FR003,Resolution Planning and Bail-In Readiness,5,5.6047,Inclusive Finance and Household Balance Sheet Resilience
2454,FR005,Non-Bank Financial Intermediation Oversight,6,5.47376,Inclusive Finance and Household Balance Sheet Resilience
2455,FR003,Resolution Planning and Bail-In Readiness,1,6.04048,Resolution Planning and Bail-In Readiness
2455,FR001,Higher Capital and Liquidity Buffers,2,5.84445,Resolution Planning and Bail-In Readiness
2455,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.69486,Resolution Planning and Bail-In Readiness
2455,FR004,Payment and Clearing Infrastructure Hardening,4,5.68728,Resolution Planning and Bail-In Readiness
2455,FR002,Expanded Systemwide Stress Testing,5,5.40292,Resolution Planning and Bail-In Readiness
2455,FR005,Non-Bank Financial Intermediation Oversight,6,5.34963,Resolution Planning and Bail-In Readiness
2456,FR004,Payment and Clearing Infrastructure Hardening,1,6.08555,Payment and Clearing Infrastructure Hardening
2456,FR003,Resolution Planning and Bail-In Readiness,2,5.7779,Payment and Clearing Infrastructure Hardening
2456,FR001,Higher Capital and Liquidity Buffers,3,5.73962,Payment and Clearing Infrastructure Hardening
2456,FR002,Expanded Systemwide Stress Testing,4,5.72441,Payment and Clearing Infrastructure Hardening
2456,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.65917,Payment and Clearing Infrastructure Hardening
2456,FR005,Non-Bank Financial Intermediation Oversight,6,5.47188,Payment and Clearing Infrastructure Hardening
2457,FR001,Higher Capital and Liquidity Buffers,1,6.19265,Higher Capital and Liquidity Buffers
2457,FR003,Resolution Planning and Bail-In Readiness,2,5.79596,Higher Capital and Liquidity Buffers
2457,FR002,Expanded Systemwide Stress Testing,3,5.51901,Higher Capital and Liquidity Buffers
2457,FR005,Non-Bank Financial Intermediation Oversight,4,5.49695,Higher Capital and Liquidity Buffers
2457,FR004,Payment and Clearing Infrastructure Hardening,5,5.37833,Higher Capital and Liquidity Buffers
2457,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,4.94724,Higher Capital and Liquidity Buffers
2458,FR003,Resolution Planning and Bail-In Readiness,1,5.92649,Resolution Planning and Bail-In Readiness
2458,FR002,Expanded Systemwide Stress Testing,2,5.88266,Resolution Planning and Bail-In Readiness
2458,FR004,Payment and Clearing Infrastructure Hardening,3,5.79007,Resolution Planning and Bail-In Readiness
2458,FR005,Non-Bank Financial Intermediation Oversight,4,5.55026,Resolution Planning and Bail-In Readiness
2458,FR001,Higher Capital and Liquidity Buffers,5,5.43972,Resolution Planning and Bail-In Readiness
2458,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.40974,Resolution Planning and Bail-In Readiness
2459,FR001,Higher Capital and Liquidity Buffers,1,6.02233,Higher Capital and Liquidity Buffers
2459,FR003,Resolution Planning and Bail-In Readiness,2,5.7595,Higher Capital and Liquidity Buffers
2459,FR004,Payment and Clearing Infrastructure Hardening,3,5.57317,Higher Capital and Liquidity Buffers
2459,FR002,Expanded Systemwide Stress Testing,4,5.42186,Higher Capital and Liquidity Buffers
2459,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.41253,Higher Capital and Liquidity Buffers
2459,FR005,Non-Bank Financial Intermediation Oversight,6,5.38169,Higher Capital and Liquidity Buffers
2460,FR001,Higher Capital and Liquidity Buffers,1,5.90106,Higher Capital and Liquidity Buffers
2460,FR004,Payment and Clearing Infrastructure Hardening,2,5.79826,Higher Capital and Liquidity Buffers
2460,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.54797,Higher Capital and Liquidity Buffers
2460,FR003,Resolution Planning and Bail-In Readiness,4,5.31854,Higher Capital and Liquidity Buffers
2460,FR005,Non-Bank Financial Intermediation Oversight,5,5.27652,Higher Capital and Liquidity Buffers
2460,FR002,Expanded Systemwide Stress Testing,6,5.26148,Higher Capital and Liquidity Buffers
2461,FR002,Expanded Systemwide Stress Testing,1,6.11057,Expanded Systemwide Stress Testing
2461,FR005,Non-Bank Financial Intermediation Oversight,2,5.8053,Expanded Systemwide Stress Testing
2461,FR003,Resolution Planning and Bail-In Readiness,3,5.70027,Expanded Systemwide Stress Testing
2461,FR004,Payment and Clearing Infrastructure Hardening,4,5.67518,Expanded Systemwide Stress Testing
2461,FR001,Higher Capital and Liquidity Buffers,5,5.57916,Expanded Systemwide Stress Testing
2461,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.49203,Expanded Systemwide Stress Testing
2462,FR002,Expanded Systemwide Stress Testing,1,5.82757,Expanded Systemwide Stress Testing
2462,FR001,Higher Capital and Liquidity Buffers,2,5.79695,Expanded Systemwide Stress Testing
2462,FR004,Payment and Clearing Infrastructure Hardening,3,5.6938,Expanded Systemwide Stress Testing
2462,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.65334,Expanded Systemwide Stress Testing
2462,FR005,Non-Bank Financial Intermediation Oversight,5,5.64513,Expanded Systemwide Stress Testing
2462,FR003,Resolution Planning and Bail-In Readiness,6,5.62108,Expanded Systemwide Stress Testing
2463,FR004,Payment and Clearing Infrastructure Hardening,1,6.21026,Payment and Clearing Infrastructure Hardening
2463,FR001,Higher Capital and Liquidity Buffers,2,5.78828,Payment and Clearing Infrastructure Hardening
2463,FR005,Non-Bank Financial Intermediation Oversight,3,5.73377,Payment and Clearing Infrastructure Hardening
2463,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.70557,Payment and Clearing Infrastructure Hardening
2463,FR002,Expanded Systemwide Stress Testing,5,5.50033,Payment and Clearing Infrastructure Hardening
2463,FR003,Resolution Planning and Bail-In Readiness,6,5.45102,Payment and Clearing Infrastructure Hardening
2464,FR004,Payment and Clearing Infrastructure Hardening,1,5.97178,Payment and Clearing Infrastructure Hardening
2464,FR001,Higher Capital and Liquidity Buffers,2,5.6068,Payment and Clearing Infrastructure Hardening
2464,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.49496,Payment and Clearing Infrastructure Hardening
2464,FR005,Non-Bank Financial Intermediation Oversight,4,5.43217,Payment and Clearing Infrastructure Hardening
2464,FR003,Resolution Planning and Bail-In Readiness,5,5.41002,Payment and Clearing Infrastructure Hardening
2464,FR002,Expanded Systemwide Stress Testing,6,5.38488,Payment and Clearing Infrastructure Hardening
2465,FR004,Payment and Clearing Infrastructure Hardening,1,5.96664,Payment and Clearing Infrastructure Hardening
2465,FR001,Higher Capital and Liquidity Buffers,2,5.89211,Payment and Clearing Infrastructure Hardening
2465,FR002,Expanded Systemwide Stress Testing,3,5.7142,Payment and Clearing Infrastructure Hardening
2465,FR003,Resolution Planning and Bail-In Readiness,4,5.55125,Payment and Clearing Infrastructure Hardening
2465,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.36744,Payment and Clearing Infrastructure Hardening
2465,FR005,Non-Bank Financial Intermediation Oversight,6,5.22507,Payment and Clearing Infrastructure Hardening
2466,FR001,Higher Capital and Liquidity Buffers,1,6.39572,Higher Capital and Liquidity Buffers
2466,FR002,Expanded Systemwide Stress Testing,2,5.85449,Higher Capital and Liquidity Buffers
2466,FR005,Non-Bank Financial Intermediation Oversight,3,5.72711,Higher Capital and Liquidity Buffers
2466,FR004,Payment and Clearing Infrastructure Hardening,4,5.55157,Higher Capital and Liquidity Buffers
2466,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.52657,Higher Capital and Liquidity Buffers
2466,FR003,Resolution Planning and Bail-In Readiness,6,5.44192,Higher Capital and Liquidity Buffers
2467,FR003,Resolution Planning and Bail-In Readiness,1,6.10067,Resolution Planning and Bail-In Readiness
2467,FR001,Higher Capital and Liquidity Buffers,2,5.93816,Resolution Planning and Bail-In Readiness
2467,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.84313,Resolution Planning and Bail-In Readiness
2467,FR002,Expanded Systemwide Stress Testing,4,5.60592,Resolution Planning and Bail-In Readiness
2467,FR005,Non-Bank Financial Intermediation Oversight,5,5.51406,Resolution Planning and Bail-In Readiness
2467,FR004,Payment and Clearing Infrastructure Hardening,6,5.41244,Resolution Planning and Bail-In Readiness
2468,FR003,Resolution Planning and Bail-In Readiness,1,6.18614,Resolution Planning and Bail-In Readiness
2468,FR001,Higher Capital and Liquidity Buffers,2,5.80518,Resolution Planning and Bail-In Readiness
2468,FR002,Expanded Systemwide Stress Testing,3,5.72392,Resolution Planning and Bail-In Readiness
2468,FR004,Payment and Clearing Infrastructure Hardening,4,5.70301,Resolution Planning and Bail-In Readiness
2468,FR005,Non-Bank Financial Intermediation Oversight,5,5.62816,Resolution Planning and Bail-In Readiness
2468,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.30981,Resolution Planning and Bail-In Readiness
2469,FR001,Higher Capital and Liquidity Buffers,1,5.95424,Higher Capital and Liquidity Buffers
2469,FR004,Payment and Clearing Infrastructure Hardening,2,5.86692,Higher Capital and Liquidity Buffers
2469,FR005,Non-Bank Financial Intermediation Oversight,3,5.53362,Higher Capital and Liquidity Buffers
2469,FR003,Resolution Planning and Bail-In Readiness,4,5.50759,Higher Capital and Liquidity Buffers
2469,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.28219,Higher Capital and Liquidity Buffers
2469,FR002,Expanded Systemwide Stress Testing,6,5.03734,Higher Capital and Liquidity Buffers
2470,FR001,Higher Capital and Liquidity Buffers,1,6.21385,Higher Capital and Liquidity Buffers
2470,FR002,Expanded Systemwide Stress Testing,2,5.91844,Higher Capital and Liquidity Buffers
2470,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.90504,Higher Capital and Liquidity Buffers
2470,FR003,Resolution Planning and Bail-In Readiness,4,5.50507,Higher Capital and Liquidity Buffers
2470,FR004,Payment and Clearing Infrastructure Hardening,5,5.47222,Higher Capital and Liquidity Buffers
2470,FR005,Non-Bank Financial Intermediation Oversight,6,5.10446,Higher Capital and Liquidity Buffers
2471,FR002,Expanded Systemwide Stress Testing,1,5.89793,Expanded Systemwide Stress Testing
2471,FR004,Payment and Clearing Infrastructure Hardening,2,5.87952,Expanded Systemwide Stress Testing
2471,FR003,Resolution Planning and Bail-In Readiness,3,5.70048,Expanded Systemwide Stress Testing
2471,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.62372,Expanded Systemwide Stress Testing
2471,FR001,Higher Capital and Liquidity Buffers,5,5.45289,Expanded Systemwide Stress Testing
2471,FR005,Non-Bank Financial Intermediation Oversight,6,5.22725,Expanded Systemwide Stress Testing
2472,FR001,Higher Capital and Liquidity Buffers,1,6.07777,Higher Capital and Liquidity Buffers
2472,FR003,Resolution Planning and Bail-In Readiness,2,5.98607,Higher Capital and Liquidity Buffers
2472,FR004,Payment and Clearing Infrastructure Hardening,3,5.84613,Higher Capital and Liquidity Buffers
2472,FR002,Expanded Systemwide Stress Testing,4,5.51998,Higher Capital and Liquidity Buffers
2472,FR005,Non-Bank Financial Intermediation Oversight,5,5.40267,Higher Capital and Liquidity Buffers
2472,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.0903,Higher Capital and Liquidity Buffers
2473,FR003,Resolution Planning and Bail-In Readiness,1,5.97871,Resolution Planning and Bail-In Readiness
2473,FR001,Higher Capital and Liquidity Buffers,2,5.94769,Resolution Planning and Bail-In Readiness
2473,FR002,Expanded Systemwide Stress Testing,3,5.73754,Resolution Planning and Bail-In Readiness
2473,FR004,Payment and Clearing Infrastructure Hardening,4,5.61311,Resolution Planning and Bail-In Readiness
2473,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.13397,Resolution Planning and Bail-In Readiness
2473,FR005,Non-Bank Financial Intermediation Oversight,6,5.05667,Resolution Planning and Bail-In Readiness
2474,FR002,Expanded Systemwide Stress Testing,1,6.051,Expanded Systemwide Stress Testing
2474,FR005,Non-Bank Financial Intermediation Oversight,2,5.87067,Expanded Systemwide Stress Testing
2474,FR004,Payment and Clearing Infrastructure Hardening,3,5.79955,Expanded Systemwide Stress Testing
2474,FR003,Resolution Planning and Bail-In Readiness,4,5.63461,Expanded Systemwide Stress Testing
2474,FR001,Higher Capital and Liquidity Buffers,5,5.55935,Expanded Systemwide Stress Testing
2474,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.45696,Expanded Systemwide Stress Testing
2475,FR001,Higher Capital and Liquidity Buffers,1,5.96299,Higher Capital and Liquidity Buffers
2475,FR004,Payment and Clearing Infrastructure Hardening,2,5.83867,Higher Capital and Liquidity Buffers
2475,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.6204,Higher Capital and Liquidity Buffers
2475,FR003,Resolution Planning and Bail-In Readiness,4,5.55178,Higher Capital and Liquidity Buffers
2475,FR002,Expanded Systemwide Stress Testing,5,5.32029,Higher Capital and Liquidity Buffers
2475,FR005,Non-Bank Financial Intermediation Oversight,6,5.24477,Higher Capital and Liquidity Buffers
2476,FR003,Resolution Planning and Bail-In Readiness,1,5.79221,Resolution Planning and Bail-In Readiness
2476,FR004,Payment and Clearing Infrastructure Hardening,2,5.69703,Resolution Planning and Bail-In Readiness
2476,FR002,Expanded Systemwide Stress Testing,3,5.64819,Resolution Planning and Bail-In Readiness
2476,FR001,Higher Capital and Liquidity Buffers,4,5.51576,Resolution Planning and Bail-In Readiness
2476,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.50671,Resolution Planning and Bail-In Readiness
2476,FR005,Non-Bank Financial Intermediation Oversight,6,5.28968,Resolution Planning and Bail-In Readiness
2477,FR001,Higher Capital and Liquidity Buffers,1,6.03487,Higher Capital and Liquidity Buffers
2477,FR004,Payment and Clearing Infrastructure Hardening,2,5.92587,Higher Capital and Liquidity Buffers
2477,FR005,Non-Bank Financial Intermediation Oversight,3,5.85003,Higher Capital and Liquidity Buffers
2477,FR002,Expanded Systemwide Stress Testing,4,5.69812,Higher Capital and Liquidity Buffers
